itemID,cond,value,subjID,gender,age,CB
0,d,1,26,1,20,2
1,d,1,26,1,20,2
2,d,3,26,1,20,2
3,d,2,26,1,20,2
4,b,3,26,1,20,2
5,d,1,26,1,20,2
6,r,2,26,1,20,2
7,d,1,26,1,20,2
8,d,2,26,1,20,2
9,b,1,26,1,20,2
10,r,1,26,1,20,2
11,r,2,26,1,20,2
12,b,3,26,1,20,2
13,d,1,26,1,20,2
14,b,1,26,1,20,2
15,b,2,26,1,20,2
16,d,2,26,1,20,2
17,d,1,26,1,20,2
18,d,1,26,1,20,2
19,r,1,26,1,20,2
20,r,4,26,1,20,2
21,d,1,26,1,20,2
