IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
9921,b,seashell9,29,neg2,41,1,25,1,60,0,1
1303,t,vase15,45,neu,41,1,25,1,61,0,1
2390,t,suitcase9,53,neu,41,1,25,1,62,0,1
1920,t,hourglass16,34,pos,41,1,25,1,63,0,1
3195,b,fan2,20,neg2,41,1,25,1,64,0,1
9611,nt,pokercard14,12,neg1,41,1,25,1,65,0,1
2340,t,microscope1,37,pos,41,1,25,1,66,0,1
2273,t,ringbinder8,48,neu,41,1,25,1,67,0,1
9187,nt,toothpaste14,8,neg1,41,1,25,1,68,0,1
2205,b,scale13,15,neg2,41,1,25,1,69,0,1
2398,t,dresser12,39,pos,41,1,25,1,70,0,1
2396,filler,backpack6,54,neu,41,1,25,1,71,0,1
2530,filler,frame10,40,pos,41,1,25,1,72,0,1
1710,t,key3,33,pos,41,1,25,1,73,0,1
2272,t,powerstrip12,47,neu,41,1,25,1,74,0,1
9428,nt,lei9,11,neg1,41,1,25,1,75,0,1
3500,b,rollerskates16,21,neg2,41,1,25,1,76,0,1
2373,t,camera7,38,pos,41,1,25,1,77,0,1
9909,nt,hairbrush9,14,neg1,41,1,25,1,78,0,1
2308,filler,exercise_equipment5,49,neu,41,1,25,1,79,0,1
9321,b,tent4,25,neg2,41,1,25,1,80,0,1
2102,t,bearteddy16,46,neu,41,1,25,1,81,0,1
9163,b,lock14,23,neg2,41,1,25,1,82,0,1
9415,nt,nunchaku16,10,neg1,41,1,25,1,83,0,1
9910,b,balloon10,28,neg2,41,1,25,1,84,0,1
9425,b,binoculars14,26,neg2,41,1,25,1,85,0,1
9908,nt,gift15,13,neg1,41,1,25,1,86,0,1
2749,t,handbag3,56,neu,41,1,25,1,87,0,1
9599,b,garbagetrash14,27,neg2,41,1,25,1,88,0,1
3300,nt,windchime16,3,neg1,41,1,25,1,89,0,1
1340,t,frisbee0,30,pos,41,1,25,1,90,0,1
6212,nt,tape8,4,neg1,41,1,25,1,91,0,1
1601,filler,cheesegrater14,31,pos,41,1,25,1,92,0,1
2345.1,b,tennisracquet7,16,neg2,41,1,25,1,93,0,1
2154,filler,compass1,36,pos,41,1,25,1,94,0,1
7325,filler,cookpot16,43,pos,41,1,25,1,95,0,1
6838,nt,clock1,6,neg1,41,1,25,1,96,0,1
6821,b,cookie1,22,neg2,41,1,25,1,97,0,1
3216,nt,calculator3,2,neg1,41,1,25,1,98,0,1
2490,b,glove6,18,neg2,41,1,25,1,99,0,1
2870,filler,cheese8,57,neu,41,1,25,1,100,0,1
2487,t,coin15,55,neu,41,1,25,1,101,0,1
2382,t,doorknob4,51,neu,41,1,25,1,102,0,1
1659,t,cookingpan3,32,pos,41,1,25,1,103,0,1
7230,filler,decorativescreen10,42,pos,41,1,25,1,104,0,1
9075,nt,chessboard14,7,neg1,41,1,25,1,105,0,1
9290,nt,butterfly8,9,neg1,41,1,25,1,106,0,1
4626,t,microwave1,41,pos,41,1,25,1,107,0,1
2683,nt,stapler5,0,neg1,41,1,25,1,108,0,1
7057,filler,abacus9,59,neu,41,1,25,1,109,0,1
2383,t,dumbbell0,52,neu,41,1,25,1,110,0,1
2456,b,broom11,17,neg2,41,1,25,1,111,0,1
2980,filler,hanger9,58,neu,41,1,25,1,112,0,1
2590,b,bonzai14,19,neg2,41,1,25,1,113,0,1
9301,b,umbrella2,24,neg2,41,1,25,1,114,0,1
2091,t,turtle3,35,pos,41,1,25,1,115,0,1
6520,nt,scissors5,5,neg1,41,1,25,1,116,0,1
2309,t,cushion2,50,neu,41,1,25,1,117,0,1
2750,nt,button5,1,neg1,41,1,25,1,118,0,1
8120,t,bowtie11,44,pos,41,1,25,1,119,0,1
