itemID,cond,value,subjID,gender,age,CB
0,d,2,24,1,19,2
1,d,4,24,1,19,2
2,d,4,24,1,19,2
3,d,4,24,1,19,2
4,b,1,24,1,19,2
5,d,3,24,1,19,2
6,r,3,24,1,19,2
7,d,1,24,1,19,2
8,d,3,24,1,19,2
9,b,1,24,1,19,2
10,r,1,24,1,19,2
11,r,1,24,1,19,2
12,b,4,24,1,19,2
13,d,4,24,1,19,2
14,b,4,24,1,19,2
15,b,4,24,1,19,2
16,d,1,24,1,19,2
17,d,2,24,1,19,2
18,d,4,24,1,19,2
19,r,1,24,1,19,2
20,r,1,24,1,19,2
21,d,1,24,1,19,2
