itemID,cond,value,subjID,gender,age,CB
0,r,2,45,1,24,2
1,r,2,45,1,24,2
2,n,3,45,1,24,2
3,n,3,45,1,24,2
4,r,3,45,1,24,2
5,n,2,45,1,24,2
6,n,3,45,1,24,2
7,r,2,45,1,24,2
8,n,2,45,1,24,2
9,r,3,45,1,24,2
10,r,2,45,1,24,2
11,n,2,45,1,24,2
12,n,2,45,1,24,2
13,n,3,45,1,24,2
14,r,3,45,1,24,2
15,r,2,45,1,24,2
16,n,3,45,1,24,2
17,n,2,45,1,24,2
18,r,2,45,1,24,2
19,r,3,45,1,24,2
