IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
2154,t,coin15,36,pos,26,1,20,2,60,0,1
2487,t,lei9,55,neu,26,1,20,2,61,0,0
9909,b,stapler5,14,neg1,26,1,20,2,62,0,1
6212,b,camera7,4,neg1,26,1,20,2,63,0,1
2382,t,glove6,51,neu,26,1,20,2,64,0,1
1601,filler,frisbee0,31,pos,26,1,20,2,65,0,1
2345.1,nt,decorativescreen10,16,neg2,26,1,20,2,66,0,0
9187,b,gift15,8,neg1,26,1,20,2,67,0,1
1303,t,dresser12,45,neu,26,1,20,2,68,0,0
2530,t,toothpaste14,40,pos,26,1,20,2,69,0,1
2490,nt,umbrella2,18,neg2,26,1,20,2,70,0,1
2383,filler,exercise_equipment5,52,neu,26,1,20,2,71,0,1
6838,b,balloon10,6,neg1,26,1,20,2,72,0,0
7057,t,tennisracquet7,59,neu,26,1,20,2,73,0,1
1920,filler,hanger9,34,pos,26,1,20,2,74,0,1
2749,t,backpack6,56,neu,26,1,20,2,75,0,1
2980,filler,bowtie11,58,neu,26,1,20,2,76,0,1
8120,filler,cushion2,44,pos,26,1,20,2,77,0,0
3500,nt,butterfly8,21,neg2,26,1,20,2,78,0,0
7230,t,clock1,42,pos,26,1,20,2,79,0,1
2272,t,compass1,47,neu,26,1,20,2,80,0,1
2102,t,dumbbell0,46,neu,26,1,20,2,81,0,1
2308,t,handbag3,49,neu,26,1,20,2,82,0,1
2398,t,fan2,39,pos,26,1,20,2,83,0,0
2396,filler,cookingpan3,54,neu,26,1,20,2,84,0,0
9599,nt,scale13,27,neg2,26,1,20,2,85,0,1
1340,t,suitcase9,30,pos,26,1,20,2,86,0,1
9921,nt,bearteddy16,29,neg2,26,1,20,2,87,0,0
1659,t,hairbrush9,32,pos,26,1,20,2,88,0,1
9290,b,microwave1,9,neg1,26,1,20,2,89,0,0
2456,nt,windchime16,17,neg2,26,1,20,2,90,0,0
2309,filler,binoculars14,50,neu,26,1,20,2,91,0,1
2683,b,calculator3,0,neg1,26,1,20,2,92,0,1
2373,t,cookie1,38,pos,26,1,20,2,93,0,1
6821,nt,vase15,22,neg2,26,1,20,2,94,0,1
9415,b,powerstrip12,10,neg1,26,1,20,2,95,0,0
2340,t,cheese8,37,pos,26,1,20,2,96,0,1
4626,filler,doorknob4,41,pos,26,1,20,2,97,0,1
1710,filler,tent4,33,pos,26,1,20,2,98,0,1
2273,filler,ringbinder8,48,neu,26,1,20,2,99,0,0
6520,b,turtle3,5,neg1,26,1,20,2,100,0,1
2590,nt,chessboard14,19,neg2,26,1,20,2,101,0,0
2390,t,cheesegrater14,53,neu,26,1,20,2,102,0,0
3195,nt,abacus9,20,neg2,26,1,20,2,103,0,0
9163,nt,hourglass16,23,neg2,26,1,20,2,104,0,1
9301,nt,cookpot16,24,neg2,26,1,20,2,105,0,0
9321,nt,lock14,25,neg2,26,1,20,2,106,0,1
7325,t,garbagetrash14,43,pos,26,1,20,2,107,0,1
3300,b,pokercard14,3,neg1,26,1,20,2,108,0,0
9075,b,rollerskates16,7,neg1,26,1,20,2,109,0,1
2750,b,button5,1,neg1,26,1,20,2,110,0,0
9428,b,microscope1,11,neg1,26,1,20,2,111,0,0
2091,t,key3,35,pos,26,1,20,2,112,0,1
9908,b,tape8,13,neg1,26,1,20,2,113,0,1
9910,nt,frame10,28,neg2,26,1,20,2,114,0,0
3216,b,bonzai14,2,neg1,26,1,20,2,115,0,0
2205,nt,nunchaku16,15,neg2,26,1,20,2,116,0,1
9611,b,broom11,12,neg1,26,1,20,2,117,0,1
9425,nt,seashell9,26,neg2,26,1,20,2,118,0,1
2870,t,scissors5,57,neu,26,1,20,2,119,0,0
2396,filler,cookingpan3,54,neu,26,1,20,2,120,1,1
3500,nt,butterfly8,21,neg2,26,1,20,2,121,1,1
2870,t,scissors5,57,neu,26,1,20,2,122,1,1
3300,b,pokercard14,3,neg1,26,1,20,2,123,1,1
2273,filler,ringbinder8,48,neu,26,1,20,2,124,1,1
2398,t,fan2,39,pos,26,1,20,2,125,1,1
3195,nt,abacus9,20,neg2,26,1,20,2,126,1,1
8120,filler,cushion2,44,pos,26,1,20,2,127,1,1
2487,t,lei9,55,neu,26,1,20,2,128,1,1
6838,b,balloon10,6,neg1,26,1,20,2,129,1,0
9301,nt,cookpot16,24,neg2,26,1,20,2,130,1,1
2345.1,nt,decorativescreen10,16,neg2,26,1,20,2,131,1,0
2390,t,cheesegrater14,53,neu,26,1,20,2,132,1,1
9910,nt,frame10,28,neg2,26,1,20,2,133,1,1
9428,b,microscope1,11,neg1,26,1,20,2,134,1,1
1303,t,dresser12,45,neu,26,1,20,2,135,1,1
3216,b,bonzai14,2,neg1,26,1,20,2,136,1,0
2750,b,button5,1,neg1,26,1,20,2,137,1,1
2590,nt,chessboard14,19,neg2,26,1,20,2,138,1,1
9415,b,powerstrip12,10,neg1,26,1,20,2,139,1,1
2456,nt,windchime16,17,neg2,26,1,20,2,140,1,1
9921,nt,bearteddy16,29,neg2,26,1,20,2,141,1,1
9290,b,microwave1,9,neg1,26,1,20,2,142,1,0
9290,b,microwave1,9,neg1,26,1,20,2,143,2,1
6838,b,balloon10,6,neg1,26,1,20,2,144,2,1
3216,b,bonzai14,2,neg1,26,1,20,2,145,2,1
2345.1,nt,decorativescreen10,16,neg2,26,1,20,2,146,2,1
