IAPS,valence,cond,cue,sub,time,order
2208,pos,sub,hairbrush9,2208,0,320
2598,pos,sub,hanger9,2598,0,321
8496,pos,pre_new,handbag3,8496,0,322
2156,pos,sub,balloon10,2156,0,323
5199,pos,sub,turtle3,5199,0,324
2030,pos,pre_new,nunchaku16,2030,0,325
2158,pos,sub,butterfly8,2158,0,326
5780,pos,pre_new,pokercard14,5780,0,327
2560,pos,sub,cookpot16,2560,0,328
4628,pos,pre_new,cheesegrater14,4628,0,329
4616,pos,sub,hourglass16,4616,0,330
1419,pos,sub,button5,1419,0,331
2346,pos,sub,gift15,2346,0,332
8162,pos,sub,dresser12,8162,0,333
8600,pos,pre_new,suitcase9,8600,0,334
4700,pos,sub,cookie1,4700,0,335
2299,pos,pre_new,toothpaste14,2299,0,336
8210,pos,sub,vase15,8210,0,337
5621,pos,sub,cushion2,5621,0,338
1441,pos,sub,tennisracquet7,1441,0,339
2341,pos,sub,dumbbell0,2341,0,340
1650,pos,sub,cookingpan3,1650,0,341
2224,pos,sub,frame10,2224,0,342
2331,pos,pre_new,bearteddy16,2331,0,343
8492,pos,sub,windchime16,8492,0,344
2037,pos,sub,doorknob4,2037,0,345
8497,pos,sub,calculator3,8497,0,346
8031,pos,sub,cheese8,8031,0,347
2339,pos,sub,rollerskates16,2339,0,348
7280,pos,sub,tape8,7280,0,349
8030,pos,sub,bonzai14,8030,0,350
2388,pos,sub,seashell9,2388,0,351
2035,pos,sub,compass1,2035,0,352
5470,pos,sub,microscope1,5470,0,353
5910,pos,pre_new,broom11,5910,0,354
8470,pos,sub,camera7,8470,0,355
2370,pos,sub,fan2,2370,0,356
2594,pos,sub,backpack6,2594,0,357
1750,pos,sub,key3,1750,0,358
1605,pos,sub,tent4,1605,0,359
8330,pos,pre_new,binoculars14,8330,0,360
8205,pos,pre_new,umbrella2,8205,0,361
8499,pos,sub,decorativescreen10,8499,0,362
2216,pos,sub,exercise_equipment5,2216,0,363
4612,pos,sub,ringbinder8,4612,0,364
1441,pos,sub,tennisracquet7,1441,1,375
4700,pos,sub,cookie1,4700,1,376
2388,pos,sub,seashell9,2388,1,377
2158,pos,sub,butterfly8,2158,1,378
2339,pos,sub,rollerskates16,2339,1,379
5199,pos,sub,turtle3,5199,1,380
8210,pos,sub,vase15,8210,1,381
1750,pos,sub,key3,1750,1,382
8031,pos,sub,cheese8,8031,1,383
4616,pos,sub,hourglass16,4616,1,384
2208,pos,sub,hairbrush9,2208,1,385
2598,pos,sub,hanger9,2598,1,386
5621,pos,sub,cushion2,5621,1,387
2341,pos,sub,dumbbell0,2341,1,388
2156,pos,sub,balloon10,2156,1,389
2370,pos,sub,fan2,2370,1,390
2594,pos,sub,backpack6,2594,1,391
1419,pos,sub,button5,1419,1,392
4612,pos,sub,ringbinder8,4612,1,393
8162,pos,sub,dresser12,8162,1,394
8497,pos,sub,calculator3,8497,1,395
8492,pos,sub,windchime16,8492,1,396
7280,pos,sub,tape8,7280,1,397
1605,pos,sub,tent4,1605,1,398
8499,pos,sub,decorativescreen10,8499,1,399
2224,pos,sub,frame10,2224,1,400
2035,pos,sub,compass1,2035,1,401
8030,pos,sub,bonzai14,8030,1,402
8470,pos,sub,camera7,8470,1,403
2037,pos,sub,doorknob4,2037,1,404
1650,pos,sub,cookingpan3,1650,1,405
5470,pos,sub,microscope1,5470,1,406
2346,pos,sub,gift15,2346,1,407
2560,pos,sub,cookpot16,2560,1,408
2216,pos,sub,exercise_equipment5,2216,1,409
