subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
28,1,23,encoding,0,33,filler,pos,cheesegrater14,1710.0
28,1,23,encoding,1,31,filler,pos,tape8,1601.0
28,1,23,encoding,2,56,filler,neu,abacus9,2749.0
28,1,23,encoding,3,34,filler,pos,bowtie11,1920.0
28,1,23,encoding,4,42,filler,pos,tent4,7230.0
28,1,23,encoding,5,43,t,pos,toothpaste14,7325.0
28,1,23,encoding,6,7,b,neg1,microwave1,9075.0
28,1,23,encoding,7,44,t,pos,rollerskates16,8120.0
28,1,23,encoding,8,26,nt,neg2,suitcase9,9425.0
28,1,23,encoding,9,17,nt,neg2,turtle3,2456.0
28,1,23,encoding,10,0,b,neg1,bearteddy16,2683.0
28,1,23,encoding,11,54,t,neu,garbagetrash14,2396.0
28,1,23,encoding,12,9,b,neg1,dresser12,9290.0
28,1,23,encoding,13,38,t,pos,backpack6,2373.0
28,1,23,encoding,14,52,t,neu,calculator3,2383.0
28,1,23,encoding,15,12,b,neg1,hourglass16,9611.0
28,1,23,encoding,16,15,nt,neg2,coin15,2205.0
28,1,23,encoding,17,57,t,neu,ringbinder8,2870.0
28,1,23,encoding,18,36,t,pos,chessboard14,2154.0
28,1,23,encoding,19,45,t,neu,microscope1,1303.0
28,1,23,encoding,20,16,nt,neg2,dumbbell0,2345.1
28,1,23,encoding,21,35,t,pos,camera7,2091.0
28,1,23,encoding,22,6,b,neg1,butterfly8,6838.0
28,1,23,encoding,23,14,b,neg1,broom11,9909.0
28,1,23,encoding,24,8,b,neg1,decorativescreen10,9187.0
28,1,23,encoding,25,11,b,neg1,seashell9,9428.0
28,1,23,encoding,26,21,nt,neg2,scissors5,3500.0
28,1,23,encoding,27,13,b,neg1,scale13,9908.0
28,1,23,encoding,28,37,t,pos,binoculars14,2340.0
28,1,23,encoding,29,28,nt,neg2,fan2,9910.0
28,1,23,encoding,30,27,nt,neg2,exercise_equipment5,9599.0
28,1,23,encoding,31,39,t,pos,vase15,2398.0
28,1,23,encoding,32,5,b,neg1,gift15,6520.0
28,1,23,encoding,33,41,t,pos,button5,4626.0
28,1,23,encoding,34,29,nt,neg2,windchime16,9921.0
28,1,23,encoding,35,22,nt,neg2,stapler5,6821.0
28,1,23,encoding,36,23,nt,neg2,cheese8,9163.0
28,1,23,encoding,37,25,nt,neg2,handbag3,9321.0
28,1,23,encoding,38,53,t,neu,cookingpan3,2390.0
28,1,23,encoding,39,20,nt,neg2,lei9,3195.0
28,1,23,encoding,40,4,b,neg1,frisbee0,6212.0
28,1,23,encoding,41,51,t,neu,key3,2382.0
28,1,23,encoding,42,18,nt,neg2,tennisracquet7,2490.0
28,1,23,encoding,43,3,b,neg1,pokercard14,3300.0
28,1,23,encoding,44,55,t,neu,compass1,2487.0
28,1,23,encoding,45,2,b,neg1,hairbrush9,3216.0
28,1,23,encoding,46,32,t,pos,cookie1,1659.0
28,1,23,encoding,47,10,b,neg1,glove6,9415.0
28,1,23,encoding,48,19,nt,neg2,cushion2,2590.0
28,1,23,encoding,49,1,b,neg1,cookpot16,2750.0
28,1,23,encoding,50,47,t,neu,balloon10,2272.0
28,1,23,encoding,51,46,t,neu,hanger9,2102.0
28,1,23,encoding,52,24,nt,neg2,lock14,9301.0
28,1,23,encoding,53,49,t,neu,umbrella2,2308.0
28,1,23,encoding,54,40,t,pos,frame10,2530.0
28,1,23,encoding,55,48,filler,neu,clock1,2273.0
28,1,23,encoding,56,58,filler,neu,nunchaku16,2980.0
28,1,23,encoding,57,50,filler,neu,powerstrip12,2309.0
28,1,23,encoding,58,59,filler,neu,doorknob4,7057.0
28,1,23,encoding,59,30,filler,pos,bonzai14,1340.0
