IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2382,filler,frame10,51,neu,7,1,22,2,0
2272,filler,umbrella2,47,neu,7,1,22,2,1
1710,filler,dresser12,33,pos,7,1,22,2,2
1659,filler,microwave1,32,pos,7,1,22,2,3
2487,filler,bearteddy16,55,neu,7,1,22,2,4
9301,nt,frisbee0,24,neg2,7,1,22,2,5
9321,nt,suitcase9,25,neg2,7,1,22,2,6
9075,b,clock1,7,neg1,7,1,22,2,7
3195,nt,pokercard14,20,neg2,7,1,22,2,8
3300,b,compass1,3,neg1,7,1,22,2,9
2390,t,doorknob4,53,neu,7,1,22,2,10
2490,nt,coin15,18,neg2,7,1,22,2,11
2340,t,camera7,37,pos,7,1,22,2,12
3216,b,windchime16,2,neg1,7,1,22,2,13
9163,nt,seashell9,23,neg2,7,1,22,2,14
8120,t,exercise_equipment5,44,pos,7,1,22,2,15
9425,nt,microscope1,26,neg2,7,1,22,2,16
2398,t,broom11,39,pos,7,1,22,2,17
2309,t,chessboard14,50,neu,7,1,22,2,18
2373,t,abacus9,38,pos,7,1,22,2,19
1920,t,bonzai14,34,pos,7,1,22,2,20
9187,b,cushion2,8,neg1,7,1,22,2,21
2590,nt,hanger9,19,neg2,7,1,22,2,22
2154,t,bowtie11,36,pos,7,1,22,2,23
9415,b,key3,10,neg1,7,1,22,2,24
3500,nt,decorativescreen10,21,neg2,7,1,22,2,25
2273,t,butterfly8,48,neu,7,1,22,2,26
2308,t,tennisracquet7,49,neu,7,1,22,2,27
9599,nt,hourglass16,27,neg2,7,1,22,2,28
9909,b,fan2,14,neg1,7,1,22,2,29
6212,b,calculator3,4,neg1,7,1,22,2,30
9921,nt,button5,29,neg2,7,1,22,2,31
6821,nt,toothpaste14,22,neg2,7,1,22,2,32
2870,t,dumbbell0,57,neu,7,1,22,2,33
1303,t,nunchaku16,45,neu,7,1,22,2,34
2383,t,lock14,52,neu,7,1,22,2,35
9908,b,cheesegrater14,13,neg1,7,1,22,2,36
6838,b,handbag3,6,neg1,7,1,22,2,37
9611,b,cheese8,12,neg1,7,1,22,2,38
2749,t,tent4,56,neu,7,1,22,2,39
2683,b,gift15,0,neg1,7,1,22,2,40
2456,nt,backpack6,17,neg2,7,1,22,2,41
7057,t,scale13,59,neu,7,1,22,2,42
9428,b,ringbinder8,11,neg1,7,1,22,2,43
6520,b,powerstrip12,5,neg1,7,1,22,2,44
4626,t,lei9,41,pos,7,1,22,2,45
7325,t,scissors5,43,pos,7,1,22,2,46
2750,b,cookpot16,1,neg1,7,1,22,2,47
9290,b,garbagetrash14,9,neg1,7,1,22,2,48
2102,t,rollerskates16,46,neu,7,1,22,2,49
2091,t,turtle3,35,pos,7,1,22,2,50
2345.1,nt,glove6,16,neg2,7,1,22,2,51
9910,nt,stapler5,28,neg2,7,1,22,2,52
2205,nt,cookie1,15,neg2,7,1,22,2,53
1340,t,hairbrush9,30,pos,7,1,22,2,54
1601,filler,balloon10,31,pos,7,1,22,2,55
7230,filler,tape8,42,pos,7,1,22,2,56
2396,filler,cookingpan3,54,neu,7,1,22,2,57
2530,filler,vase15,40,pos,7,1,22,2,58
2980,filler,binoculars14,58,neu,7,1,22,2,59
