subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
18,1,19,encoding,0,34,filler,pos,camera7,1920.0
18,1,19,encoding,1,55,filler,neu,coin15,2487.0
18,1,19,encoding,2,45,filler,neu,rollerskates16,1303.0
18,1,19,encoding,3,31,filler,pos,bearteddy16,1601.0
18,1,19,encoding,4,53,filler,neu,pokercard14,2390.0
18,1,19,encoding,5,13,b,neg1,hanger9,9908.0
18,1,19,encoding,6,10,b,neg1,compass1,9415.0
18,1,19,encoding,7,44,t,pos,microwave1,8120.0
18,1,19,encoding,8,6,b,neg1,cookpot16,6838.0
18,1,19,encoding,9,8,b,neg1,hairbrush9,9187.0
18,1,19,encoding,10,25,nt,neg2,fan2,9321.0
18,1,19,encoding,11,26,nt,neg2,stapler5,9425.0
18,1,19,encoding,12,22,nt,neg2,key3,6821.0
18,1,19,encoding,13,56,t,neu,chessboard14,2749.0
18,1,19,encoding,14,33,t,pos,lock14,1710.0
18,1,19,encoding,15,12,b,neg1,cookie1,9611.0
18,1,19,encoding,16,58,t,neu,tennisracquet7,2980.0
18,1,19,encoding,17,24,nt,neg2,toothpaste14,9301.0
18,1,19,encoding,18,14,b,neg1,binoculars14,9909.0
18,1,19,encoding,19,36,t,pos,exercise_equipment5,2154.0
18,1,19,encoding,20,3,b,neg1,abacus9,3300.0
18,1,19,encoding,21,43,t,pos,lei9,7325.0
18,1,19,encoding,22,18,nt,neg2,dresser12,2490.0
18,1,19,encoding,23,29,nt,neg2,tent4,9921.0
18,1,19,encoding,24,0,b,neg1,garbagetrash14,2683.0
18,1,19,encoding,25,27,nt,neg2,nunchaku16,9599.0
18,1,19,encoding,26,46,t,neu,balloon10,2102.0
18,1,19,encoding,27,23,nt,neg2,tape8,9163.0
18,1,19,encoding,28,37,t,pos,scale13,2340.0
18,1,19,encoding,29,40,t,pos,suitcase9,2530.0
18,1,19,encoding,30,19,nt,neg2,ringbinder8,2590.0
18,1,19,encoding,31,4,b,neg1,bonzai14,6212.0
18,1,19,encoding,32,32,t,pos,windchime16,1659.0
18,1,19,encoding,33,11,b,neg1,microscope1,9428.0
18,1,19,encoding,34,21,nt,neg2,dumbbell0,3500.0
18,1,19,encoding,35,7,b,neg1,cheese8,9075.0
18,1,19,encoding,36,16,nt,neg2,turtle3,2345.1
18,1,19,encoding,37,28,nt,neg2,gift15,9910.0
18,1,19,encoding,38,30,t,pos,seashell9,1340.0
18,1,19,encoding,39,5,b,neg1,scissors5,6520.0
18,1,19,encoding,40,57,t,neu,umbrella2,2870.0
18,1,19,encoding,41,54,t,neu,decorativescreen10,2396.0
18,1,19,encoding,42,2,b,neg1,hourglass16,3216.0
18,1,19,encoding,43,49,t,neu,button5,2308.0
18,1,19,encoding,44,15,nt,neg2,frame10,2205.0
18,1,19,encoding,45,35,t,pos,vase15,2091.0
18,1,19,encoding,46,1,b,neg1,frisbee0,2750.0
18,1,19,encoding,47,38,t,pos,backpack6,2373.0
18,1,19,encoding,48,47,t,neu,handbag3,2272.0
18,1,19,encoding,49,50,t,neu,doorknob4,2309.0
18,1,19,encoding,50,51,t,neu,powerstrip12,2382.0
18,1,19,encoding,51,17,nt,neg2,glove6,2456.0
18,1,19,encoding,52,20,nt,neg2,cheesegrater14,3195.0
18,1,19,encoding,53,48,t,neu,bowtie11,2273.0
18,1,19,encoding,54,9,b,neg1,broom11,9290.0
18,1,19,encoding,55,52,filler,neu,cushion2,2383.0
18,1,19,encoding,56,59,filler,neu,cookingpan3,7057.0
18,1,19,encoding,57,39,filler,pos,butterfly8,2398.0
18,1,19,encoding,58,41,filler,pos,clock1,4626.0
18,1,19,encoding,59,42,filler,pos,calculator3,7230.0
