27,0,23,cycles,0,60,11,nt,neg1,backpack6,9428.0,0
27,0,23,cycles,0,61,32,t,pos,microscope1,1659.0,1
27,0,23,cycles,0,62,12,nt,neg1,tennisracquet7,9611.0,1
27,0,23,cycles,0,63,30,t,pos,hairbrush9,1340.0,1
27,0,23,cycles,0,64,36,t,pos,vase15,2154.0,1
27,0,23,cycles,0,65,26,b,neg2,dumbbell0,9425.0,1
27,0,23,cycles,0,66,6,nt,neg1,umbrella2,6838.0,1
27,0,23,cycles,0,67,49,filler,neu,bearteddy16,2308.0,1
27,0,23,cycles,0,68,33,filler,pos,cookpot16,1710.0,1
27,0,23,cycles,0,69,55,t,neu,butterfly8,2487.0,1
27,0,23,cycles,0,70,9,nt,neg1,abacus9,9290.0,1
27,0,23,cycles,0,71,29,b,neg2,turtle3,9921.0,1
27,0,23,cycles,0,72,38,filler,pos,decorativescreen10,2373.0,1
27,0,23,cycles,0,73,23,b,neg2,clock1,9163.0,1
27,0,23,cycles,0,74,46,t,neu,camera7,2102.0,1
27,0,23,cycles,0,75,10,nt,neg1,broom11,9415.0,1
27,0,23,cycles,0,76,53,t,neu,cookie1,2390.0,1
27,0,23,cycles,0,77,18,b,neg2,gift15,2490.0,1
27,0,23,cycles,0,78,35,t,pos,garbagetrash14,2091.0,1
27,0,23,cycles,0,79,7,nt,neg1,cookingpan3,9075.0,1
27,0,23,cycles,0,80,17,b,neg2,rollerskates16,2456.0,1
27,0,23,cycles,0,81,48,t,neu,cushion2,2273.0,1
27,0,23,cycles,0,82,15,b,neg2,key3,2205.0,1
27,0,23,cycles,0,83,59,filler,neu,hourglass16,7057.0,1
27,0,23,cycles,0,84,22,b,neg2,hanger9,6821.0,1
27,0,23,cycles,0,85,52,filler,neu,microwave1,2383.0,1
27,0,23,cycles,0,86,40,t,pos,cheesegrater14,2530.0,1
27,0,23,cycles,0,87,34,filler,pos,exercise_equipment5,1920.0,1
27,0,23,cycles,0,88,43,filler,pos,compass1,7325.0,1
27,0,23,cycles,0,89,51,t,neu,coin15,2382.0,1
27,0,23,cycles,0,90,19,b,neg2,bowtie11,2590.0,1
27,0,23,cycles,0,91,47,t,neu,seashell9,2272.0,1
27,0,23,cycles,0,92,56,t,neu,pokercard14,2749.0,1
27,0,23,cycles,0,93,13,nt,neg1,scale13,9908.0,1
27,0,23,cycles,0,94,41,t,pos,toothpaste14,4626.0,1
27,0,23,cycles,0,95,14,nt,neg1,scissors5,9909.0,1
27,0,23,cycles,0,96,37,t,pos,lei9,2340.0,1
27,0,23,cycles,0,97,16,b,neg2,calculator3,2345.1,1
27,0,23,cycles,0,98,45,filler,neu,glove6,1303.0,1
27,0,23,cycles,0,99,20,b,neg2,balloon10,3195.0,1
27,0,23,cycles,0,100,5,nt,neg1,fan2,6520.0,1
27,0,23,cycles,0,101,57,t,neu,bonzai14,2870.0,1
27,0,23,cycles,0,102,39,filler,pos,lock14,2398.0,1
27,0,23,cycles,0,103,3,nt,neg1,tape8,3300.0,1
27,0,23,cycles,0,104,1,nt,neg1,cheese8,2750.0,1
27,0,23,cycles,0,105,4,nt,neg1,suitcase9,6212.0,1
27,0,23,cycles,0,106,50,filler,neu,doorknob4,2309.0,1
27,0,23,cycles,0,107,0,nt,neg1,button5,2683.0,1
27,0,23,cycles,0,108,8,nt,neg1,handbag3,9187.0,1
27,0,23,cycles,0,109,54,t,neu,stapler5,2396.0,1
27,0,23,cycles,0,110,24,b,neg2,chessboard14,9301.0,1
27,0,23,cycles,0,111,25,b,neg2,windchime16,9321.0,1
27,0,23,cycles,0,112,2,nt,neg1,nunchaku16,3216.0,1
27,0,23,cycles,0,113,28,b,neg2,binoculars14,9910.0,1
27,0,23,cycles,0,114,31,t,pos,ringbinder8,1601.0,1
27,0,23,cycles,0,115,42,t,pos,tent4,7230.0,1
27,0,23,cycles,0,116,27,b,neg2,dresser12,9599.0,1
27,0,23,cycles,0,117,44,t,pos,powerstrip12,8120.0,1
27,0,23,cycles,0,118,58,t,neu,frame10,2980.0,1
27,0,23,cycles,0,119,21,b,neg2,frisbee0,3500.0,1
27,0,23,cycles,1,120,11,nt,neg1,backpack6,9428.0,1
