subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
2,1,24,encoding,0,51,filler,neu,dresser12,2382.0
2,1,24,encoding,1,49,filler,neu,camera7,2308.0
2,1,24,encoding,2,32,filler,pos,microscope1,1659.0
2,1,24,encoding,3,42,filler,pos,umbrella2,7230.0
2,1,24,encoding,4,40,filler,pos,compass1,2530.0
2,1,24,encoding,5,50,t,neu,scale13,2309.0
2,1,24,encoding,6,0,b,neg1,calculator3,2683.0
2,1,24,encoding,7,7,b,neg1,stapler5,9075.0
2,1,24,encoding,8,4,b,neg1,cookpot16,6212.0
2,1,24,encoding,9,8,b,neg1,dumbbell0,9187.0
2,1,24,encoding,10,10,b,neg1,cheese8,9415.0
2,1,24,encoding,11,35,t,pos,tape8,2091.0
2,1,24,encoding,12,33,t,pos,lei9,1710.0
2,1,24,encoding,13,6,b,neg1,hanger9,6838.0
2,1,24,encoding,14,2,b,neg1,glove6,3216.0
2,1,24,encoding,15,29,nt,neg2,rollerskates16,9921.0
2,1,24,encoding,16,25,nt,neg2,cookie1,9321.0
2,1,24,encoding,17,45,t,neu,broom11,1303.0
2,1,24,encoding,18,34,t,pos,vase15,1920.0
2,1,24,encoding,19,48,t,neu,backpack6,2273.0
2,1,24,encoding,20,20,nt,neg2,exercise_equipment5,3195.0
2,1,24,encoding,21,58,t,neu,cookingpan3,2980.0
2,1,24,encoding,22,41,t,pos,clock1,4626.0
2,1,24,encoding,23,26,nt,neg2,binoculars14,9425.0
2,1,24,encoding,24,36,t,pos,powerstrip12,2154.0
2,1,24,encoding,25,43,t,pos,microwave1,7325.0
2,1,24,encoding,26,5,b,neg1,nunchaku16,6520.0
2,1,24,encoding,27,56,t,neu,suitcase9,2749.0
2,1,24,encoding,28,12,b,neg1,toothpaste14,9611.0
2,1,24,encoding,29,46,t,neu,bonzai14,2102.0
2,1,24,encoding,30,22,nt,neg2,turtle3,6821.0
2,1,24,encoding,31,19,nt,neg2,doorknob4,2590.0
2,1,24,encoding,32,14,b,neg1,scissors5,9909.0
2,1,24,encoding,33,38,t,pos,gift15,2373.0
2,1,24,encoding,34,55,t,neu,hairbrush9,2487.0
2,1,24,encoding,35,21,nt,neg2,lock14,3500.0
2,1,24,encoding,36,15,nt,neg2,frisbee0,2205.0
2,1,24,encoding,37,23,nt,neg2,garbagetrash14,9163.0
2,1,24,encoding,38,13,b,neg1,bearteddy16,9908.0
2,1,24,encoding,39,9,b,neg1,balloon10,9290.0
2,1,24,encoding,40,11,b,neg1,windchime16,9428.0
2,1,24,encoding,41,27,nt,neg2,cushion2,9599.0
2,1,24,encoding,42,39,t,pos,key3,2398.0
2,1,24,encoding,43,3,b,neg1,abacus9,3300.0
2,1,24,encoding,44,28,nt,neg2,button5,9910.0
2,1,24,encoding,45,18,nt,neg2,bowtie11,2490.0
2,1,24,encoding,46,37,t,pos,handbag3,2340.0
2,1,24,encoding,47,31,t,pos,cheesegrater14,1601.0
2,1,24,encoding,48,53,t,neu,pokercard14,2390.0
2,1,24,encoding,49,24,nt,neg2,ringbinder8,9301.0
2,1,24,encoding,50,17,nt,neg2,fan2,2456.0
2,1,24,encoding,51,57,t,neu,frame10,2870.0
2,1,24,encoding,52,16,nt,neg2,chessboard14,2345.1
2,1,24,encoding,53,54,t,neu,butterfly8,2396.0
2,1,24,encoding,54,1,b,neg1,hourglass16,2750.0
2,1,24,encoding,55,52,filler,neu,decorativescreen10,2383.0
2,1,24,encoding,56,44,filler,pos,coin15,8120.0
2,1,24,encoding,57,59,filler,neu,seashell9,7057.0
2,1,24,encoding,58,30,filler,pos,tent4,1340.0
2,1,24,encoding,59,47,filler,neu,tennisracquet7,2272.0
