itemID,cond,value,subjID,gender,age,CB
0,r,3,41,1,25,1
1,r,3,41,1,25,1
2,n,1,41,1,25,1
3,n,2,41,1,25,1
4,r,3,41,1,25,1
5,n,1,41,1,25,1
6,n,1,41,1,25,1
7,r,2,41,1,25,1
8,n,1,41,1,25,1
9,r,2,41,1,25,1
10,r,2,41,1,25,1
11,n,1,41,1,25,1
12,n,1,41,1,25,1
13,n,1,41,1,25,1
14,r,2,41,1,25,1
15,r,2,41,1,25,1
16,n,2,41,1,25,1
17,n,1,41,1,25,1
18,r,2,41,1,25,1
19,r,2,41,1,25,1
