IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
1710,filler,tent4,33,pos,26,1,20,2,267,7,3,1
1920,filler,hanger9,34,pos,26,1,20,2,268,8,5,1
2309,filler,binoculars14,50,neu,26,1,20,2,269,4,2,1
2396,filler,cookingpan3,54,neu,26,1,20,2,270,5,1,1
2980,filler,bowtie11,58,neu,26,1,20,2,271,5,1,1
7230,t,clock1,42,pos,26,1,20,2,272,9,6,1
1340,t,suitcase9,30,pos,26,1,20,2,273,5,2,1
3300,b,pokercard14,3,neg1,26,1,20,2,274,7,4,1
2154,t,coin15,36,pos,26,1,20,2,275,6,2,1
2456,nt,windchime16,17,neg2,26,1,20,2,276,7,2,1
9163,nt,hourglass16,23,neg2,26,1,20,2,277,3,3,1
7057,t,tennisracquet7,59,neu,26,1,20,2,278,6,2,1
2870,t,scissors5,57,neu,26,1,20,2,279,5,5,1
9921,nt,bearteddy16,29,neg2,26,1,20,2,280,2,7,1
3500,nt,butterfly8,21,neg2,26,1,20,2,281,3,3,1
2750,b,button5,1,neg1,26,1,20,2,282,5,6,1
2308,t,handbag3,49,neu,26,1,20,2,283,6,1,1
2205,nt,nunchaku16,15,neg2,26,1,20,2,284,4,3,1
2749,t,backpack6,56,neu,26,1,20,2,285,7,2,1
9075,b,rollerskates16,7,neg1,26,1,20,2,286,1,7,1
9187,b,gift15,8,neg1,26,1,20,2,287,3,8,1
2390,t,cheesegrater14,53,neu,26,1,20,2,288,7,3,1
2102,t,dumbbell0,46,neu,26,1,20,2,289,6,2,1
9425,nt,seashell9,26,neg2,26,1,20,2,290,4,2,1
9428,b,microscope1,11,neg1,26,1,20,2,291,3,5,1
9415,b,powerstrip12,10,neg1,26,1,20,2,292,4,4,1
3216,b,bonzai14,2,neg1,26,1,20,2,293,5,4,0
2590,nt,chessboard14,19,neg2,26,1,20,2,294,5,3,1
2490,nt,umbrella2,18,neg2,26,1,20,2,295,5,1,1
9599,nt,scale13,27,neg2,26,1,20,2,296,3,7,1
3195,nt,abacus9,20,neg2,26,1,20,2,297,3,3,1
2530,t,toothpaste14,40,pos,26,1,20,2,298,5,1,1
2382,t,glove6,51,neu,26,1,20,2,299,5,1,1
9611,b,broom11,12,neg1,26,1,20,2,300,5,3,1
6821,nt,vase15,22,neg2,26,1,20,2,301,2,6,1
2373,t,cookie1,38,pos,26,1,20,2,302,7,2,1
7325,t,garbagetrash14,43,pos,26,1,20,2,303,9,4,1
9301,nt,cookpot16,24,neg2,26,1,20,2,304,1,8,1
2091,t,key3,35,pos,26,1,20,2,305,9,4,1
2345.1,nt,decorativescreen10,16,neg2,26,1,20,2,306,3,3,1
9321,nt,lock14,25,neg2,26,1,20,2,307,4,2,1
9910,nt,frame10,28,neg2,26,1,20,2,308,7,3,1
2487,t,lei9,55,neu,26,1,20,2,309,5,1,1
2272,t,compass1,47,neu,26,1,20,2,310,6,2,1
6212,b,camera7,4,neg1,26,1,20,2,311,3,2,1
2398,t,fan2,39,pos,26,1,20,2,312,8,4,1
2683,b,calculator3,0,neg1,26,1,20,2,313,5,5,1
6520,b,turtle3,5,neg1,26,1,20,2,314,2,5,1
9909,b,stapler5,14,neg1,26,1,20,2,315,5,1,1
9908,b,tape8,13,neg1,26,1,20,2,316,4,7,1
2340,t,cheese8,37,pos,26,1,20,2,317,7,5,1
1303,t,dresser12,45,neu,26,1,20,2,318,5,2,1
1659,t,hairbrush9,32,pos,26,1,20,2,319,6,3,1
6838,b,balloon10,6,neg1,26,1,20,2,320,5,1,1
9290,b,microwave1,9,neg1,26,1,20,2,321,1,5,1
8120,filler,cushion2,44,pos,26,1,20,2,322,7,5,1
2383,filler,exercise_equipment5,52,neu,26,1,20,2,323,4,3,1
1601,filler,frisbee0,31,pos,26,1,20,2,324,5,1,1
4626,filler,doorknob4,41,pos,26,1,20,2,325,7,4,1
2273,filler,ringbinder8,48,neu,26,1,20,2,326,5,2,1
