IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
7325,filler,balloon10,43,pos,42,1,20,2,262,6,5,1
2383,filler,windchime16,52,neu,42,1,20,2,263,5,5,1
2308,filler,calculator3,49,neu,42,1,20,2,264,6,6,1
2102,filler,hanger9,46,neu,42,1,20,2,265,4,5,1
2530,filler,powerstrip12,40,pos,42,1,20,2,266,7,6,1
2091,t,glove6,35,pos,42,1,20,2,267,8,7,1
6212,b,cheesegrater14,4,neg1,42,1,20,2,268,3,6,1
2490,nt,microscope1,18,neg2,42,1,20,2,269,5,5,1
2398,t,frisbee0,39,pos,42,1,20,2,270,6,6,1
1303,t,lock14,45,neu,42,1,20,2,271,3,3,1
2273,t,seashell9,48,neu,42,1,20,2,272,3,5,1
2683,b,abacus9,0,neg1,42,1,20,2,273,2,7,1
2345.1,nt,butterfly8,16,neg2,42,1,20,2,274,1,6,1
9599,nt,fan2,27,neg2,42,1,20,2,275,5,5,1
9415,b,rollerskates16,10,neg1,42,1,20,2,276,4,1,1
2590,nt,binoculars14,19,neg2,42,1,20,2,277,3,4,1
1340,t,exercise_equipment5,30,pos,42,1,20,2,278,4,4,0
6520,b,tent4,5,neg1,42,1,20,2,279,3,6,1
4626,t,backpack6,41,pos,42,1,20,2,280,7,7,1
9301,nt,dumbbell0,24,neg2,42,1,20,2,281,3,7,1
2980,t,suitcase9,58,neu,42,1,20,2,282,5,5,0
9921,nt,garbagetrash14,29,neg2,42,1,20,2,283,5,5,1
9428,b,stapler5,11,neg1,42,1,20,2,284,2,7,1
3300,b,ringbinder8,3,neg1,42,1,20,2,285,5,5,0
2750,b,bonzai14,1,neg1,42,1,20,2,286,4,7,1
2205,nt,compass1,15,neg2,42,1,20,2,287,3,3,1
2272,t,doorknob4,47,neu,42,1,20,2,288,5,5,1
7230,t,cushion2,42,pos,42,1,20,2,289,6,6,1
9909,b,tape8,14,neg1,42,1,20,2,290,3,5,1
3216,b,hourglass16,2,neg1,42,1,20,2,291,5,5,0
6838,b,hairbrush9,6,neg1,42,1,20,2,292,5,5,0
1659,t,dresser12,32,pos,42,1,20,2,293,7,5,1
8120,t,scale13,44,pos,42,1,20,2,294,6,6,1
1601,t,coin15,31,pos,42,1,20,2,295,6,6,1
2456,nt,bowtie11,17,neg2,42,1,20,2,296,3,5,1
2340,t,microwave1,37,pos,42,1,20,2,297,5,5,1
3500,nt,cookingpan3,21,neg2,42,1,20,2,298,5,5,0
9908,b,bearteddy16,13,neg1,42,1,20,2,299,3,7,1
6821,nt,handbag3,22,neg2,42,1,20,2,300,3,5,1
2373,t,key3,38,pos,42,1,20,2,301,5,5,1
9187,b,cheese8,8,neg1,42,1,20,2,302,4,6,1
3195,nt,pokercard14,20,neg2,42,1,20,2,303,5,5,1
9611,b,gift15,12,neg1,42,1,20,2,304,4,6,1
2870,t,frame10,57,neu,42,1,20,2,305,7,5,1
2396,t,broom11,54,neu,42,1,20,2,306,5,5,0
9321,nt,turtle3,25,neg2,42,1,20,2,307,6,6,1
2382,t,cookie1,51,neu,42,1,20,2,308,5,5,1
9290,b,umbrella2,9,neg1,42,1,20,2,309,5,5,0
2309,t,decorativescreen10,50,neu,42,1,20,2,310,2,6,1
9425,nt,clock1,26,neg2,42,1,20,2,311,5,5,0
9910,nt,button5,28,neg2,42,1,20,2,312,4,7,1
2390,t,cookpot16,53,neu,42,1,20,2,313,5,5,0
9075,b,scissors5,7,neg1,42,1,20,2,314,1,6,1
9163,nt,vase15,23,neg2,42,1,20,2,315,6,4,0
2487,t,nunchaku16,55,neu,42,1,20,2,316,5,5,1
1710,filler,toothpaste14,33,pos,42,1,20,2,317,7,6,1
7057,filler,lei9,59,neu,42,1,20,2,318,6,5,1
2749,filler,chessboard14,56,neu,42,1,20,2,319,5,5,0
1920,filler,camera7,34,pos,42,1,20,2,320,3,7,0
2154,filler,tennisracquet7,36,pos,42,1,20,2,321,6,5,0
