itemID,cond,value,subjID,gender,age,CB
0,d,1,36,1,19,1
1,d,4,36,1,19,1
2,d,4,36,1,19,1
3,d,2,36,1,19,1
4,b,4,36,1,19,1
5,d,2,36,1,19,1
6,r,3,36,1,19,1
7,d,3,36,1,19,1
8,d,4,36,1,19,1
9,b,4,36,1,19,1
10,r,4,36,1,19,1
11,r,1,36,1,19,1
12,b,1,36,1,19,1
13,d,2,36,1,19,1
14,b,1,36,1,19,1
15,b,2,36,1,19,1
16,d,2,36,1,19,1
17,d,2,36,1,19,1
18,d,3,36,1,19,1
19,r,1,36,1,19,1
20,r,4,36,1,19,1
21,d,2,36,1,19,1
