itemID,cond,value,subjID,gender,age,CB
0,r,3,20,1,21,2
1,n,1,20,1,21,2
2,r,3,20,1,21,2
3,n,2,20,1,21,2
4,r,3,20,1,21,2
5,r,3,20,1,21,2
6,n,1,20,1,21,2
7,n,3,20,1,21,2
8,r,3,20,1,21,2
9,n,1,20,1,21,2
10,n,1,20,1,21,2
11,r,3,20,1,21,2
12,r,3,20,1,21,2
13,n,2,20,1,21,2
14,r,3,20,1,21,2
15,n,2,20,1,21,2
16,n,1,20,1,21,2
17,r,3,20,1,21,2
18,n,2,20,1,21,2
19,r,3,20,1,21,2
