IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
1303,filler,umbrella2,45,neu,19,0,26,1,0
2102,filler,hairbrush9,46,neu,19,0,26,1,1
2154,filler,camera7,36,pos,19,0,26,1,2
2749,filler,handbag3,56,neu,19,0,26,1,3
2382,filler,gift15,51,neu,19,0,26,1,4
7230,t,clock1,42,pos,19,0,26,1,5
2272,t,bonzai14,47,neu,19,0,26,1,6
2490,b,cookpot16,18,neg2,19,0,26,1,7
4626,t,pokercard14,41,pos,19,0,26,1,8
2383,t,calculator3,52,neu,19,0,26,1,9
8120,t,seashell9,44,pos,19,0,26,1,10
3216,nt,windchime16,2,neg1,19,0,26,1,11
2373,t,broom11,38,pos,19,0,26,1,12
2205,b,tent4,15,neg2,19,0,26,1,13
9163,b,scale13,23,neg2,19,0,26,1,14
2590,b,scissors5,19,neg2,19,0,26,1,15
9599,b,bearteddy16,27,neg2,19,0,26,1,16
6212,nt,glove6,4,neg1,19,0,26,1,17
7057,t,frisbee0,59,neu,19,0,26,1,18
2273,t,turtle3,48,neu,19,0,26,1,19
6838,nt,bowtie11,6,neg1,19,0,26,1,20
2487,t,microscope1,55,neu,19,0,26,1,21
2309,t,balloon10,50,neu,19,0,26,1,22
2870,t,tennisracquet7,57,neu,19,0,26,1,23
6821,b,exercise_equipment5,22,neg2,19,0,26,1,24
2456,b,cheese8,17,neg2,19,0,26,1,25
6520,nt,dresser12,5,neg1,19,0,26,1,26
9909,nt,backpack6,14,neg1,19,0,26,1,27
2750,nt,hourglass16,1,neg1,19,0,26,1,28
1710,t,cushion2,33,pos,19,0,26,1,29
2345.1,b,cheesegrater14,16,neg2,19,0,26,1,30
9075,nt,ringbinder8,7,neg1,19,0,26,1,31
9187,nt,nunchaku16,8,neg1,19,0,26,1,32
3300,nt,chessboard14,3,neg1,19,0,26,1,33
2340,t,button5,37,pos,19,0,26,1,34
9908,nt,fan2,13,neg1,19,0,26,1,35
1601,t,compass1,31,pos,19,0,26,1,36
9611,nt,powerstrip12,12,neg1,19,0,26,1,37
3195,b,garbagetrash14,20,neg2,19,0,26,1,38
2396,t,cookingpan3,54,neu,19,0,26,1,39
9425,b,dumbbell0,26,neg2,19,0,26,1,40
9415,nt,toothpaste14,10,neg1,19,0,26,1,41
2683,nt,cookie1,0,neg1,19,0,26,1,42
9301,b,butterfly8,24,neg2,19,0,26,1,43
9290,nt,lei9,9,neg1,19,0,26,1,44
2308,t,decorativescreen10,49,neu,19,0,26,1,45
1920,t,binoculars14,34,pos,19,0,26,1,46
7325,t,lock14,43,pos,19,0,26,1,47
3500,b,abacus9,21,neg2,19,0,26,1,48
2980,t,rollerskates16,58,neu,19,0,26,1,49
9321,b,doorknob4,25,neg2,19,0,26,1,50
1340,t,suitcase9,30,pos,19,0,26,1,51
9910,b,vase15,28,neg2,19,0,26,1,52
9428,nt,hanger9,11,neg1,19,0,26,1,53
9921,b,stapler5,29,neg2,19,0,26,1,54
2398,filler,microwave1,39,pos,19,0,26,1,55
2390,filler,tape8,53,neu,19,0,26,1,56
2091,filler,key3,35,pos,19,0,26,1,57
2530,filler,coin15,40,pos,19,0,26,1,58
1659,filler,frame10,32,pos,19,0,26,1,59
