IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2487,filler,tent4,55,neu,34,1,20,1,0
2273,filler,chessboard14,48,neu,34,1,20,1,1
2272,filler,frisbee0,47,neu,34,1,20,1,2
2382,filler,bonzai14,51,neu,34,1,20,1,3
1659,filler,microscope1,32,pos,34,1,20,1,4
2870,t,nunchaku16,57,neu,34,1,20,1,5
2490,b,handbag3,18,neg2,34,1,20,1,6
2383,t,hanger9,52,neu,34,1,20,1,7
9921,b,calculator3,29,neg2,34,1,20,1,8
6212,nt,backpack6,4,neg1,34,1,20,1,9
3500,b,dresser12,21,neg2,34,1,20,1,10
7057,t,hairbrush9,59,neu,34,1,20,1,11
9301,b,exercise_equipment5,24,neg2,34,1,20,1,12
9611,nt,fan2,12,neg1,34,1,20,1,13
9425,b,balloon10,26,neg2,34,1,20,1,14
9910,b,cheesegrater14,28,neg2,34,1,20,1,15
9908,nt,powerstrip12,13,neg1,34,1,20,1,16
9163,b,pokercard14,23,neg2,34,1,20,1,17
9909,nt,decorativescreen10,14,neg1,34,1,20,1,18
3300,nt,gift15,3,neg1,34,1,20,1,19
1920,t,tape8,34,pos,34,1,20,1,20
2309,t,camera7,50,neu,34,1,20,1,21
7325,t,ringbinder8,43,pos,34,1,20,1,22
6520,nt,rollerskates16,5,neg1,34,1,20,1,23
2749,t,microwave1,56,neu,34,1,20,1,24
3195,b,button5,20,neg2,34,1,20,1,25
9321,b,seashell9,25,neg2,34,1,20,1,26
6838,nt,lock14,6,neg1,34,1,20,1,27
6821,b,stapler5,22,neg2,34,1,20,1,28
2205,b,abacus9,15,neg2,34,1,20,1,29
8120,t,dumbbell0,44,pos,34,1,20,1,30
2091,t,toothpaste14,35,pos,34,1,20,1,31
2154,t,cookingpan3,36,pos,34,1,20,1,32
2308,t,umbrella2,49,neu,34,1,20,1,33
2345.1,b,doorknob4,16,neg2,34,1,20,1,34
2590,b,bowtie11,19,neg2,34,1,20,1,35
9290,nt,coin15,9,neg1,34,1,20,1,36
2340,t,turtle3,37,pos,34,1,20,1,37
7230,t,lei9,42,pos,34,1,20,1,38
9187,nt,broom11,8,neg1,34,1,20,1,39
2456,b,hourglass16,17,neg2,34,1,20,1,40
9415,nt,cheese8,10,neg1,34,1,20,1,41
2750,nt,bearteddy16,1,neg1,34,1,20,1,42
9599,b,tennisracquet7,27,neg2,34,1,20,1,43
2396,t,cushion2,54,neu,34,1,20,1,44
1303,t,scale13,45,neu,34,1,20,1,45
9075,nt,compass1,7,neg1,34,1,20,1,46
4626,t,cookpot16,41,pos,34,1,20,1,47
2683,nt,frame10,0,neg1,34,1,20,1,48
9428,nt,clock1,11,neg1,34,1,20,1,49
2980,t,vase15,58,neu,34,1,20,1,50
2398,t,glove6,39,pos,34,1,20,1,51
2530,t,key3,40,pos,34,1,20,1,52
2390,t,binoculars14,53,neu,34,1,20,1,53
3216,nt,scissors5,2,neg1,34,1,20,1,54
2102,filler,cookie1,46,neu,34,1,20,1,55
2373,filler,suitcase9,38,pos,34,1,20,1,56
1601,filler,windchime16,31,pos,34,1,20,1,57
1710,filler,butterfly8,33,pos,34,1,20,1,58
1340,filler,garbagetrash14,30,pos,34,1,20,1,59
