IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
4626,t,vase15,41,pos,37,1,23,2,60,0,1
9187,b,bowtie11,8,neg1,37,1,23,2,61,0,1
2309,filler,cushion2,50,neu,37,1,23,2,62,0,1
9921,nt,dumbbell0,29,neg2,37,1,23,2,63,0,1
1303,t,microscope1,45,neu,37,1,23,2,64,0,1
2749,t,frame10,56,neu,37,1,23,2,65,0,1
1920,t,calculator3,34,pos,37,1,23,2,66,0,1
3195,nt,handbag3,20,neg2,37,1,23,2,67,0,1
9290,b,coin15,9,neg1,37,1,23,2,68,0,0
2530,t,exercise_equipment5,40,pos,37,1,23,2,69,0,1
2102,t,butterfly8,46,neu,37,1,23,2,70,0,0
2091,t,lei9,35,pos,37,1,23,2,71,0,1
8120,t,tape8,44,pos,37,1,23,2,72,0,1
9075,b,cookie1,7,neg1,37,1,23,2,73,0,1
9908,b,garbagetrash14,13,neg1,37,1,23,2,74,0,1
2870,t,cheese8,57,neu,37,1,23,2,75,0,1
9599,nt,key3,27,neg2,37,1,23,2,76,0,1
1710,t,balloon10,33,pos,37,1,23,2,77,0,0
2383,t,bearteddy16,52,neu,37,1,23,2,78,0,1
2154,filler,cookingpan3,36,pos,37,1,23,2,79,0,1
7057,filler,clock1,59,neu,37,1,23,2,80,0,1
9611,b,scissors5,12,neg1,37,1,23,2,81,0,0
3300,b,fan2,3,neg1,37,1,23,2,82,0,1
9910,nt,scale13,28,neg2,37,1,23,2,83,0,1
2490,nt,lock14,18,neg2,37,1,23,2,84,0,1
2340,t,ringbinder8,37,pos,37,1,23,2,85,0,1
9301,nt,stapler5,24,neg2,37,1,23,2,86,0,1
2272,t,gift15,47,neu,37,1,23,2,87,0,1
9425,nt,broom11,26,neg2,37,1,23,2,88,0,0
3216,b,cheesegrater14,2,neg1,37,1,23,2,89,0,1
7230,filler,seashell9,42,pos,37,1,23,2,90,0,1
6838,b,bonzai14,6,neg1,37,1,23,2,91,0,0
9428,b,microwave1,11,neg1,37,1,23,2,92,0,1
1601,t,powerstrip12,31,pos,37,1,23,2,93,0,1
2205,nt,windchime16,15,neg2,37,1,23,2,94,0,1
6212,b,abacus9,4,neg1,37,1,23,2,95,0,1
2273,t,doorknob4,48,neu,37,1,23,2,96,0,0
2345.1,nt,camera7,16,neg2,37,1,23,2,97,0,1
2373,filler,suitcase9,38,pos,37,1,23,2,98,0,0
6520,b,cookpot16,5,neg1,37,1,23,2,99,0,1
2396,t,decorativescreen10,54,neu,37,1,23,2,100,0,1
2750,b,toothpaste14,1,neg1,37,1,23,2,101,0,1
2590,nt,hourglass16,19,neg2,37,1,23,2,102,0,1
2487,filler,tennisracquet7,55,neu,37,1,23,2,103,0,1
7325,t,umbrella2,43,pos,37,1,23,2,104,0,1
9163,nt,frisbee0,23,neg2,37,1,23,2,105,0,1
1340,filler,hairbrush9,30,pos,37,1,23,2,106,0,1
9415,b,rollerskates16,10,neg1,37,1,23,2,107,0,1
2456,nt,glove6,17,neg2,37,1,23,2,108,0,1
6821,nt,tent4,22,neg2,37,1,23,2,109,0,1
3500,nt,backpack6,21,neg2,37,1,23,2,110,0,1
2683,b,button5,0,neg1,37,1,23,2,111,0,1
1659,filler,turtle3,32,pos,37,1,23,2,112,0,1
2980,t,pokercard14,58,neu,37,1,23,2,113,0,1
2308,filler,dresser12,49,neu,37,1,23,2,114,0,1
2398,t,compass1,39,pos,37,1,23,2,115,0,1
9909,b,binoculars14,14,neg1,37,1,23,2,116,0,1
2390,t,hanger9,53,neu,37,1,23,2,117,0,0
9321,nt,chessboard14,25,neg2,37,1,23,2,118,0,0
2382,filler,nunchaku16,51,neu,37,1,23,2,119,0,1
2102,t,butterfly8,46,neu,37,1,23,2,120,1,0
2273,t,doorknob4,48,neu,37,1,23,2,121,1,1
2390,t,hanger9,53,neu,37,1,23,2,122,1,1
9321,nt,chessboard14,25,neg2,37,1,23,2,123,1,1
6838,b,bonzai14,6,neg1,37,1,23,2,124,1,1
2373,filler,suitcase9,38,pos,37,1,23,2,125,1,1
9425,nt,broom11,26,neg2,37,1,23,2,126,1,0
9611,b,scissors5,12,neg1,37,1,23,2,127,1,1
1710,t,balloon10,33,pos,37,1,23,2,128,1,1
9290,b,coin15,9,neg1,37,1,23,2,129,1,1
9425,nt,broom11,26,neg2,37,1,23,2,130,2,1
2102,t,butterfly8,46,neu,37,1,23,2,131,2,1
