IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
9290,nt,toothpaste14,9,neg1,25,1,20,1,60,0,1
2102,t,backpack6,46,neu,25,1,20,1,61,0,1
2382,t,frame10,51,neu,25,1,20,1,62,0,1
1340,t,suitcase9,30,pos,25,1,20,1,63,0,1
9921,b,umbrella2,29,neg2,25,1,20,1,64,0,1
2398,t,rollerskates16,39,pos,25,1,20,1,65,0,1
1601,t,calculator3,31,pos,25,1,20,1,66,0,1
2980,filler,exercise_equipment5,58,neu,25,1,20,1,67,0,1
7230,t,turtle3,42,pos,25,1,20,1,68,0,1
2530,filler,nunchaku16,40,pos,25,1,20,1,69,0,1
2590,b,camera7,19,neg2,25,1,20,1,70,0,0
9425,b,lei9,26,neg2,25,1,20,1,71,0,1
9909,nt,hairbrush9,14,neg1,25,1,20,1,72,0,1
9163,b,tennisracquet7,23,neg2,25,1,20,1,73,0,1
2456,b,bowtie11,17,neg2,25,1,20,1,74,0,1
2390,filler,stapler5,53,neu,25,1,20,1,75,0,0
2309,t,windchime16,50,neu,25,1,20,1,76,0,1
6821,b,balloon10,22,neg2,25,1,20,1,77,0,1
9599,b,ringbinder8,27,neg2,25,1,20,1,78,0,1
1303,filler,lock14,45,neu,25,1,20,1,79,0,1
6838,nt,fan2,6,neg1,25,1,20,1,80,0,1
2490,b,hanger9,18,neg2,25,1,20,1,81,0,1
3195,b,tape8,20,neg2,25,1,20,1,82,0,1
9321,b,compass1,25,neg2,25,1,20,1,83,0,1
2272,t,bonzai14,47,neu,25,1,20,1,84,0,1
1659,t,glove6,32,pos,25,1,20,1,85,0,1
3216,nt,cheesegrater14,2,neg1,25,1,20,1,86,0,1
2396,t,powerstrip12,54,neu,25,1,20,1,87,0,1
6520,nt,microwave1,5,neg1,25,1,20,1,88,0,0
4626,t,cookpot16,41,pos,25,1,20,1,89,0,1
9187,nt,microscope1,8,neg1,25,1,20,1,90,0,1
1920,t,cushion2,34,pos,25,1,20,1,91,0,1
2205,b,handbag3,15,neg2,25,1,20,1,92,0,1
9415,nt,pokercard14,10,neg1,25,1,20,1,93,0,1
2340,t,scissors5,37,pos,25,1,20,1,94,0,1
2487,t,doorknob4,55,neu,25,1,20,1,95,0,1
9075,nt,garbagetrash14,7,neg1,25,1,20,1,96,0,1
2154,filler,button5,36,pos,25,1,20,1,97,0,1
2683,nt,cookingpan3,0,neg1,25,1,20,1,98,0,1
2749,t,tent4,56,neu,25,1,20,1,99,0,1
2091,t,coin15,35,pos,25,1,20,1,100,0,1
9301,b,cookie1,24,neg2,25,1,20,1,101,0,1
9428,nt,abacus9,11,neg1,25,1,20,1,102,0,0
2308,filler,dumbbell0,49,neu,25,1,20,1,103,0,1
9611,nt,seashell9,12,neg1,25,1,20,1,104,0,1
7325,t,dresser12,43,pos,25,1,20,1,105,0,1
9908,nt,chessboard14,13,neg1,25,1,20,1,106,0,1
2273,t,gift15,48,neu,25,1,20,1,107,0,0
1710,filler,hourglass16,33,pos,25,1,20,1,108,0,1
2373,filler,decorativescreen10,38,pos,25,1,20,1,109,0,1
2383,t,butterfly8,52,neu,25,1,20,1,110,0,1
3300,nt,frisbee0,3,neg1,25,1,20,1,111,0,0
9910,b,key3,28,neg2,25,1,20,1,112,0,0
3500,b,scale13,21,neg2,25,1,20,1,113,0,1
8120,filler,bearteddy16,44,pos,25,1,20,1,114,0,0
6212,nt,broom11,4,neg1,25,1,20,1,115,0,1
2750,nt,cheese8,1,neg1,25,1,20,1,116,0,1
2345.1,b,vase15,16,neg2,25,1,20,1,117,0,1
7057,t,binoculars14,59,neu,25,1,20,1,118,0,1
2870,filler,clock1,57,neu,25,1,20,1,119,0,0
2590,b,camera7,19,neg2,25,1,20,1,120,1,1
6520,nt,microwave1,5,neg1,25,1,20,1,121,1,1
8120,filler,bearteddy16,44,pos,25,1,20,1,122,1,1
3300,nt,frisbee0,3,neg1,25,1,20,1,123,1,1
9428,nt,abacus9,11,neg1,25,1,20,1,124,1,1
9910,b,key3,28,neg2,25,1,20,1,125,1,1
2273,t,gift15,48,neu,25,1,20,1,126,1,1
2390,filler,stapler5,53,neu,25,1,20,1,127,1,1
2870,filler,clock1,57,neu,25,1,20,1,128,1,1
