itemID,cond,value,subjID,gender,age,CB
0,d,4,37,1,23,2
1,d,4,37,1,23,2
2,d,4,37,1,23,2
3,d,3,37,1,23,2
4,b,4,37,1,23,2
5,d,2,37,1,23,2
6,r,4,37,1,23,2
7,d,3,37,1,23,2
8,d,4,37,1,23,2
9,b,1,37,1,23,2
10,r,4,37,1,23,2
11,r,2,37,1,23,2
12,b,2,37,1,23,2
13,d,1,37,1,23,2
14,b,1,37,1,23,2
15,b,2,37,1,23,2
16,d,4,37,1,23,2
17,d,3,37,1,23,2
18,d,4,37,1,23,2
19,r,4,37,1,23,2
20,r,4,37,1,23,2
21,d,1,37,1,23,2
