IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
1710,filler,scissors5,33,pos,35,1,19,1,0
2390,filler,abacus9,53,neu,35,1,19,1,1
2091,filler,bowtie11,35,pos,35,1,19,1,2
2273,filler,garbagetrash14,48,neu,35,1,19,1,3
2373,filler,windchime16,38,pos,35,1,19,1,4
9163,b,nunchaku16,23,neg2,35,1,19,1,5
3216,nt,rollerskates16,2,neg1,35,1,19,1,6
2340,t,dresser12,37,pos,35,1,19,1,7
2398,t,tape8,39,pos,35,1,19,1,8
2345.1,b,binoculars14,16,neg2,35,1,19,1,9
6838,nt,seashell9,6,neg1,35,1,19,1,10
9910,b,gift15,28,neg2,35,1,19,1,11
2749,t,toothpaste14,56,neu,35,1,19,1,12
8120,t,microwave1,44,pos,35,1,19,1,13
2272,t,tent4,47,neu,35,1,19,1,14
9321,b,balloon10,25,neg2,35,1,19,1,15
9187,nt,cookpot16,8,neg1,35,1,19,1,16
2750,nt,hanger9,1,neg1,35,1,19,1,17
6520,nt,exercise_equipment5,5,neg1,35,1,19,1,18
2980,t,clock1,58,neu,35,1,19,1,19
3500,b,handbag3,21,neg2,35,1,19,1,20
2487,t,hairbrush9,55,neu,35,1,19,1,21
1601,t,dumbbell0,31,pos,35,1,19,1,22
3195,b,cheesegrater14,20,neg2,35,1,19,1,23
9290,nt,doorknob4,9,neg1,35,1,19,1,24
9425,b,frisbee0,26,neg2,35,1,19,1,25
1340,t,turtle3,30,pos,35,1,19,1,26
2490,b,decorativescreen10,18,neg2,35,1,19,1,27
2590,b,glove6,19,neg2,35,1,19,1,28
2154,t,bonzai14,36,pos,35,1,19,1,29
9611,nt,key3,12,neg1,35,1,19,1,30
9909,nt,chessboard14,14,neg1,35,1,19,1,31
3300,nt,stapler5,3,neg1,35,1,19,1,32
1920,t,coin15,34,pos,35,1,19,1,33
2383,t,microscope1,52,neu,35,1,19,1,34
7230,t,cushion2,42,pos,35,1,19,1,35
9415,nt,compass1,10,neg1,35,1,19,1,36
7325,t,cheese8,43,pos,35,1,19,1,37
9428,nt,lock14,11,neg1,35,1,19,1,38
2683,nt,hourglass16,0,neg1,35,1,19,1,39
2308,t,butterfly8,49,neu,35,1,19,1,40
9075,nt,broom11,7,neg1,35,1,19,1,41
2205,b,vase15,15,neg2,35,1,19,1,42
2102,t,fan2,46,neu,35,1,19,1,43
9599,b,ringbinder8,27,neg2,35,1,19,1,44
6212,nt,lei9,4,neg1,35,1,19,1,45
9908,nt,frame10,13,neg1,35,1,19,1,46
9921,b,calculator3,29,neg2,35,1,19,1,47
2456,b,pokercard14,17,neg2,35,1,19,1,48
2309,t,suitcase9,50,neu,35,1,19,1,49
9301,b,cookie1,24,neg2,35,1,19,1,50
2530,t,cookingpan3,40,pos,35,1,19,1,51
2396,t,umbrella2,54,neu,35,1,19,1,52
6821,b,scale13,22,neg2,35,1,19,1,53
2870,t,powerstrip12,57,neu,35,1,19,1,54
4626,filler,bearteddy16,41,pos,35,1,19,1,55
1303,filler,tennisracquet7,45,neu,35,1,19,1,56
7057,filler,button5,59,neu,35,1,19,1,57
2382,filler,camera7,51,neu,35,1,19,1,58
1659,filler,backpack6,32,pos,35,1,19,1,59
