IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2870,filler,turtle3,57,neu,21,1,20,1,248,,,0
7325,filler,cookpot16,43,pos,21,1,20,1,249,3,7,1
1303,filler,hourglass16,45,neu,21,1,20,1,250,5,7,1
2382,filler,seashell9,51,neu,21,1,20,1,251,5,7,1
1920,filler,microscope1,34,pos,21,1,20,1,252,5,7,1
9425,b,ringbinder8,26,neg2,21,1,20,1,253,3,6,1
9321,b,nunchaku16,25,neg2,21,1,20,1,254,3,5,1
9163,b,frisbee0,23,neg2,21,1,20,1,255,3,5,1
9910,b,lock14,28,neg2,21,1,20,1,256,5,7,1
6520,nt,cookingpan3,5,neg1,21,1,20,1,257,4,7,1
9415,nt,cushion2,10,neg1,21,1,20,1,258,3,5,1
2590,b,dumbbell0,19,neg2,21,1,20,1,259,5,6,1
2345.1,b,umbrella2,16,neg2,21,1,20,1,260,3,5,1
9187,nt,frame10,8,neg1,21,1,20,1,261,5,5,1
1710,t,coin15,33,pos,21,1,20,1,262,6,7,1
2308,t,butterfly8,49,neu,21,1,20,1,263,5,6,1
7230,t,pokercard14,42,pos,21,1,20,1,264,5,5,1
2398,t,scale13,39,pos,21,1,20,1,265,5,5,1
3195,b,tennisracquet7,20,neg2,21,1,20,1,266,5,4,1
2396,t,toothpaste14,54,neu,21,1,20,1,267,5,6,1
9428,nt,dresser12,11,neg1,21,1,20,1,268,5,7,1
2980,t,clock1,58,neu,21,1,20,1,269,5,4,1
8120,t,lei9,44,pos,21,1,20,1,270,6,6,1
9611,nt,exercise_equipment5,12,neg1,21,1,20,1,271,3,5,1
9599,b,vase15,27,neg2,21,1,20,1,272,5,4,0
6212,nt,balloon10,4,neg1,21,1,20,1,273,3,5,1
2205,b,garbagetrash14,15,neg2,21,1,20,1,274,4,6,1
9290,nt,stapler5,9,neg1,21,1,20,1,275,5,4,1
2154,t,bowtie11,36,pos,21,1,20,1,276,7,7,1
2309,t,calculator3,50,neu,21,1,20,1,277,5,7,1
3500,b,abacus9,21,neg2,21,1,20,1,278,5,5,1
9908,nt,glove6,13,neg1,21,1,20,1,279,4,6,1
9909,nt,chessboard14,14,neg1,21,1,20,1,280,4,3,0
2373,t,key3,38,pos,21,1,20,1,281,5,3,1
2490,b,camera7,18,neg2,21,1,20,1,282,5,8,1
2749,t,binoculars14,56,neu,21,1,20,1,283,5,4,1
2091,t,tape8,35,pos,21,1,20,1,284,8,7,1
6838,nt,gift15,6,neg1,21,1,20,1,285,3,7,1
3300,nt,decorativescreen10,3,neg1,21,1,20,1,286,5,4,1
2383,t,handbag3,52,neu,21,1,20,1,287,5,7,1
9301,b,windchime16,24,neg2,21,1,20,1,288,1,9,1
2390,t,hanger9,53,neu,21,1,20,1,289,5,4,1
9075,nt,broom11,7,neg1,21,1,20,1,290,2,7,1
2272,t,powerstrip12,47,neu,21,1,20,1,291,5,7,1
6821,b,cheesegrater14,22,neg2,21,1,20,1,292,3,7,1
1340,t,tent4,30,pos,21,1,20,1,293,5,4,1
9921,b,hairbrush9,29,neg2,21,1,20,1,294,,,0
7057,t,button5,59,neu,21,1,20,1,295,5,7,0
2683,nt,doorknob4,0,neg1,21,1,20,1,296,3,7,1
2530,t,bonzai14,40,pos,21,1,20,1,297,8,8,1
3216,nt,compass1,2,neg1,21,1,20,1,298,5,4,1
2456,b,bearteddy16,17,neg2,21,1,20,1,299,7,8,1
2102,t,microwave1,46,neu,21,1,20,1,300,6,9,1
1601,t,backpack6,31,pos,21,1,20,1,301,7,7,1
2750,nt,suitcase9,1,neg1,21,1,20,1,302,5,3,1
4626,filler,cheese8,41,pos,21,1,20,1,303,6,6,1
2487,filler,scissors5,55,neu,21,1,20,1,304,5,8,1
1659,filler,fan2,32,pos,21,1,20,1,305,6,9,1
2340,filler,cookie1,37,pos,21,1,20,1,306,5,8,1
2273,filler,rollerskates16,48,neu,21,1,20,1,307,5,7,1
