subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
3,0,24,encoding,0,58,filler,neu,stapler5,2980.0
3,0,24,encoding,1,52,filler,neu,nunchaku16,2383.0
3,0,24,encoding,2,51,filler,neu,compass1,2382.0
3,0,24,encoding,3,37,filler,pos,suitcase9,2340.0
3,0,24,encoding,4,50,filler,neu,button5,2309.0
3,0,24,encoding,5,55,t,neu,toothpaste14,2487.0
3,0,24,encoding,6,31,t,pos,microscope1,1601.0
3,0,24,encoding,7,53,t,neu,microwave1,2390.0
3,0,24,encoding,8,56,t,neu,cookpot16,2749.0
3,0,24,encoding,9,40,t,pos,dresser12,2530.0
3,0,24,encoding,10,12,nt,neg1,pokercard14,9611.0
3,0,24,encoding,11,25,b,neg2,clock1,9321.0
3,0,24,encoding,12,4,nt,neg1,coin15,6212.0
3,0,24,encoding,13,22,b,neg2,vase15,6821.0
3,0,24,encoding,14,6,nt,neg1,handbag3,6838.0
3,0,24,encoding,15,18,b,neg2,scissors5,2490.0
3,0,24,encoding,16,7,nt,neg1,bowtie11,9075.0
3,0,24,encoding,17,3,nt,neg1,bearteddy16,3300.0
3,0,24,encoding,18,57,t,neu,bonzai14,2870.0
3,0,24,encoding,19,33,t,pos,scale13,1710.0
3,0,24,encoding,20,45,t,neu,frame10,1303.0
3,0,24,encoding,21,19,b,neg2,rollerskates16,2590.0
3,0,24,encoding,22,38,t,pos,garbagetrash14,2373.0
3,0,24,encoding,23,29,b,neg2,ringbinder8,9921.0
3,0,24,encoding,24,59,t,neu,exercise_equipment5,7057.0
3,0,24,encoding,25,11,nt,neg1,frisbee0,9428.0
3,0,24,encoding,26,0,nt,neg1,lei9,2683.0
3,0,24,encoding,27,42,t,pos,butterfly8,7230.0
3,0,24,encoding,28,28,b,neg2,cushion2,9910.0
3,0,24,encoding,29,49,t,neu,glove6,2308.0
3,0,24,encoding,30,2,nt,neg1,balloon10,3216.0
3,0,24,encoding,31,54,t,neu,gift15,2396.0
3,0,24,encoding,32,32,t,pos,doorknob4,1659.0
3,0,24,encoding,33,8,nt,neg1,umbrella2,9187.0
3,0,24,encoding,34,17,b,neg2,binoculars14,2456.0
3,0,24,encoding,35,44,t,pos,hourglass16,8120.0
3,0,24,encoding,36,15,b,neg2,cookie1,2205.0
3,0,24,encoding,37,20,b,neg2,fan2,3195.0
3,0,24,encoding,38,47,t,neu,powerstrip12,2272.0
3,0,24,encoding,39,48,t,neu,cheesegrater14,2273.0
3,0,24,encoding,40,16,b,neg2,hairbrush9,2345.1
3,0,24,encoding,41,24,b,neg2,camera7,9301.0
3,0,24,encoding,42,23,b,neg2,hanger9,9163.0
3,0,24,encoding,43,26,b,neg2,tennisracquet7,9425.0
3,0,24,encoding,44,21,b,neg2,key3,3500.0
3,0,24,encoding,45,27,b,neg2,cookingpan3,9599.0
3,0,24,encoding,46,14,nt,neg1,dumbbell0,9909.0
3,0,24,encoding,47,13,nt,neg1,abacus9,9908.0
3,0,24,encoding,48,41,t,pos,windchime16,4626.0
3,0,24,encoding,49,10,nt,neg1,lock14,9415.0
3,0,24,encoding,50,30,t,pos,backpack6,1340.0
3,0,24,encoding,51,9,nt,neg1,cheese8,9290.0
3,0,24,encoding,52,1,nt,neg1,chessboard14,2750.0
3,0,24,encoding,53,36,t,pos,seashell9,2154.0
3,0,24,encoding,54,5,nt,neg1,calculator3,6520.0
3,0,24,encoding,55,34,filler,pos,tent4,1920.0
3,0,24,encoding,56,35,filler,pos,decorativescreen10,2091.0
3,0,24,encoding,57,43,filler,pos,tape8,7325.0
3,0,24,encoding,58,46,filler,neu,broom11,2102.0
3,0,24,encoding,59,39,filler,pos,turtle3,2398.0
