IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,cycleN,correct
2091,t,glove6,35,pos,42,1,20,2,60,0,0
2456,nt,bowtie11,17,neg2,42,1,20,2,61,0,0
2309,t,decorativescreen10,50,neu,42,1,20,2,62,0,1
9301,nt,dumbbell0,24,neg2,42,1,20,2,63,0,1
9908,b,bearteddy16,13,neg1,42,1,20,2,64,0,0
9428,b,stapler5,11,neg1,42,1,20,2,65,0,0
2396,t,broom11,54,neu,42,1,20,2,66,0,0
7230,t,cushion2,42,pos,42,1,20,2,67,0,1
1659,t,dresser12,32,pos,42,1,20,2,68,0,1
9425,nt,clock1,26,neg2,42,1,20,2,69,0,0
2273,t,seashell9,48,neu,42,1,20,2,70,0,1
9075,b,scissors5,7,neg1,42,1,20,2,71,0,0
9415,b,rollerskates16,10,neg1,42,1,20,2,72,0,1
3300,b,ringbinder8,3,neg1,42,1,20,2,73,0,0
2102,filler,hanger9,46,neu,42,1,20,2,74,0,0
2272,t,doorknob4,47,neu,42,1,20,2,75,0,1
2205,nt,compass1,15,neg2,42,1,20,2,76,0,1
2382,t,cookie1,51,neu,42,1,20,2,77,0,1
9910,nt,button5,28,neg2,42,1,20,2,78,0,1
4626,t,backpack6,41,pos,42,1,20,2,79,0,0
7057,filler,lei9,59,neu,42,1,20,2,80,0,1
1710,filler,toothpaste14,33,pos,42,1,20,2,81,0,1
3500,nt,cookingpan3,21,neg2,42,1,20,2,82,0,1
2870,t,frame10,57,neu,42,1,20,2,83,0,1
2490,nt,microscope1,18,neg2,42,1,20,2,84,0,1
9599,nt,fan2,27,neg2,42,1,20,2,85,0,0
9187,b,cheese8,8,neg1,42,1,20,2,86,0,1
2340,t,microwave1,37,pos,42,1,20,2,87,0,1
6821,nt,handbag3,22,neg2,42,1,20,2,88,0,0
9163,nt,vase15,23,neg2,42,1,20,2,89,0,0
7325,filler,balloon10,43,pos,42,1,20,2,90,0,0
2980,t,suitcase9,58,neu,42,1,20,2,91,0,1
1303,t,lock14,45,neu,42,1,20,2,92,0,1
9611,b,gift15,12,neg1,42,1,20,2,93,0,0
2398,t,frisbee0,39,pos,42,1,20,2,94,0,1
3195,nt,pokercard14,20,neg2,42,1,20,2,95,0,1
2154,filler,tennisracquet7,36,pos,42,1,20,2,96,0,0
8120,t,scale13,44,pos,42,1,20,2,97,0,1
2749,filler,chessboard14,56,neu,42,1,20,2,98,0,1
2590,nt,binoculars14,19,neg2,42,1,20,2,99,0,0
2345.1,nt,butterfly8,16,neg2,42,1,20,2,100,0,1
2683,b,abacus9,0,neg1,42,1,20,2,101,0,1
2487,t,nunchaku16,55,neu,42,1,20,2,102,0,1
6520,b,tent4,5,neg1,42,1,20,2,103,0,1
2383,filler,windchime16,52,neu,42,1,20,2,104,0,1
3216,b,hourglass16,2,neg1,42,1,20,2,105,0,1
9290,b,umbrella2,9,neg1,42,1,20,2,106,0,1
2308,filler,calculator3,49,neu,42,1,20,2,107,0,0
2750,b,bonzai14,1,neg1,42,1,20,2,108,0,1
9921,nt,garbagetrash14,29,neg2,42,1,20,2,109,0,1
2373,t,key3,38,pos,42,1,20,2,110,0,1
9909,b,tape8,14,neg1,42,1,20,2,111,0,1
2390,t,cookpot16,53,neu,42,1,20,2,112,0,1
6212,b,cheesegrater14,4,neg1,42,1,20,2,113,0,1
9321,nt,turtle3,25,neg2,42,1,20,2,114,0,1
1340,t,exercise_equipment5,30,pos,42,1,20,2,115,0,1
6838,b,hairbrush9,6,neg1,42,1,20,2,116,0,1
1920,filler,camera7,34,pos,42,1,20,2,117,0,1
2530,filler,powerstrip12,40,pos,42,1,20,2,118,0,0
1601,t,coin15,31,pos,42,1,20,2,119,0,0
6821,nt,handbag3,22,neg2,42,1,20,2,120,1,1
9908,b,bearteddy16,13,neg1,42,1,20,2,121,1,1
9599,nt,fan2,27,neg2,42,1,20,2,122,1,1
4626,t,backpack6,41,pos,42,1,20,2,123,1,1
2530,filler,powerstrip12,40,pos,42,1,20,2,124,1,1
9425,nt,clock1,26,neg2,42,1,20,2,125,1,1
1601,t,coin15,31,pos,42,1,20,2,126,1,1
2456,nt,bowtie11,17,neg2,42,1,20,2,127,1,1
2308,filler,calculator3,49,neu,42,1,20,2,128,1,1
3300,b,ringbinder8,3,neg1,42,1,20,2,129,1,1
2590,nt,binoculars14,19,neg2,42,1,20,2,130,1,0
2091,t,glove6,35,pos,42,1,20,2,131,1,0
9075,b,scissors5,7,neg1,42,1,20,2,132,1,1
9428,b,stapler5,11,neg1,42,1,20,2,133,1,1
7325,filler,balloon10,43,pos,42,1,20,2,134,1,1
2154,filler,tennisracquet7,36,pos,42,1,20,2,135,1,1
9163,nt,vase15,23,neg2,42,1,20,2,136,1,1
2396,t,broom11,54,neu,42,1,20,2,137,1,1
9611,b,gift15,12,neg1,42,1,20,2,138,1,1
2102,filler,hanger9,46,neu,42,1,20,2,139,1,1
2091,t,glove6,35,pos,42,1,20,2,140,2,1
2590,nt,binoculars14,19,neg2,42,1,20,2,141,2,1
