IAPS,valence,cond,cue,sub,time,order
1441,pos,pre_new,camera7,1441,0,318
8031,pos,sub,suitcase9,8031,0,319
2302,pos,pre_new,gift15,2302,0,320
8210,pos,pre_new,frame10,8210,0,321
2035,pos,sub,decorativescreen10,2035,0,322
2339,pos,sub,powerstrip12,2339,0,323
4614,pos,pre_new,coin15,4614,0,324
2224,pos,sub,balloon10,2224,0,325
2158,pos,sub,compass1,2158,0,326
4612,pos,sub,pokercard14,4612,0,327
1463,pos,sub,cookingpan3,1463,0,328
7279,pos,sub,fan2,7279,0,329
2655,pos,sub,ringbinder8,2655,0,330
2030,pos,pre_new,handbag3,2030,0,331
5199,pos,pre_new,microwave1,5199,0,332
2341,pos,pre_new,hairbrush9,2341,0,333
8492,pos,sub,seashell9,8492,0,334
4616,pos,sub,backpack6,4616,0,335
2331,pos,sub,lei9,2331,0,336
2156,pos,sub,dresser12,2156,0,337
5726,pos,pre_new,key3,5726,0,338
2216,pos,sub,hanger9,2216,0,339
5780,pos,sub,calculator3,5780,0,340
5833,pos,sub,tennisracquet7,5833,0,341
8600,pos,sub,turtle3,8600,0,342
4700,pos,sub,glove6,4700,0,343
1731,pos,sub,cushion2,1731,0,344
1811,pos,sub,chessboard14,1811,0,345
2299,pos,pre_new,tape8,2299,0,346
7280,pos,sub,microscope1,7280,0,347
8330,pos,sub,clock1,8330,0,348
8499,pos,sub,bowtie11,8499,0,349
8118,pos,sub,frisbee0,8118,0,350
8030,pos,sub,windchime16,8030,0,351
8497,pos,sub,cookie1,8497,0,352
8470,pos,pre_new,umbrella2,8470,0,353
2389,pos,sub,button5,2389,0,354
2388,pos,sub,hourglass16,2388,0,355
2391,pos,sub,toothpaste14,2391,0,356
2314,pos,sub,rollerskates16,2314,0,357
7580,pos,sub,broom11,7580,0,358
8161,pos,sub,binoculars14,8161,0,359
2370,pos,sub,lock14,2370,0,360
2037,pos,sub,nunchaku16,2037,0,361
2598,pos,sub,bonzai14,2598,0,362
5780,pos,sub,calculator3,5780,1,373
2339,pos,sub,powerstrip12,2339,1,374
2370,pos,sub,lock14,2370,1,375
2314,pos,sub,rollerskates16,2314,1,376
8030,pos,sub,windchime16,8030,1,377
5833,pos,sub,tennisracquet7,5833,1,378
2035,pos,sub,decorativescreen10,2035,1,379
1731,pos,sub,cushion2,1731,1,380
2224,pos,sub,balloon10,2224,1,381
2216,pos,sub,hanger9,2216,1,382
8330,pos,sub,clock1,8330,1,383
7580,pos,sub,broom11,7580,1,384
2655,pos,sub,ringbinder8,2655,1,385
2389,pos,sub,button5,2389,1,386
8161,pos,sub,binoculars14,8161,1,387
2158,pos,sub,compass1,2158,1,388
4616,pos,sub,backpack6,4616,1,389
4700,pos,sub,glove6,4700,1,390
2388,pos,sub,hourglass16,2388,1,391
7280,pos,sub,microscope1,7280,1,392
8031,pos,sub,suitcase9,8031,1,393
8497,pos,sub,cookie1,8497,1,394
8499,pos,sub,bowtie11,8499,1,395
8492,pos,sub,seashell9,8492,1,396
2331,pos,sub,lei9,2331,1,397
2391,pos,sub,toothpaste14,2391,1,398
7279,pos,sub,fan2,7279,1,399
1463,pos,sub,cookingpan3,1463,1,400
2156,pos,sub,dresser12,2156,1,401
8118,pos,sub,frisbee0,8118,1,402
1811,pos,sub,chessboard14,1811,1,403
4612,pos,sub,pokercard14,4612,1,404
8600,pos,sub,turtle3,8600,1,405
2598,pos,sub,bonzai14,2598,1,406
2037,pos,sub,nunchaku16,2037,1,407
