itemID,cond,value,subjID,gender,age,CB
0,d,2,9,1,20,1
1,d,3,9,1,20,1
2,d,3,9,1,20,1
3,d,2,9,1,20,1
4,b,4,9,1,20,1
5,d,4,9,1,20,1
6,r,2,9,1,20,1
7,d,4,9,1,20,1
8,d,4,9,1,20,1
9,b,4,9,1,20,1
10,r,2,9,1,20,1
11,r,1,9,1,20,1
12,b,2,9,1,20,1
13,d,3,9,1,20,1
14,b,4,9,1,20,1
15,b,2,9,1,20,1
16,d,2,9,1,20,1
17,d,4,9,1,20,1
18,d,4,9,1,20,1
19,r,3,9,1,20,1
20,r,3,9,1,20,1
21,d,1,9,1,20,1
