IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2383,filler,tent4,52,neu,16,1,19,2,0
2154,filler,frame10,36,pos,16,1,19,2,1
1659,filler,microscope1,32,pos,16,1,19,2,2
2273,filler,garbagetrash14,48,neu,16,1,19,2,3
1303,filler,stapler5,45,neu,16,1,19,2,4
2309,t,glove6,50,neu,16,1,19,2,5
9321,nt,hanger9,25,neg2,16,1,19,2,6
1340,t,decorativescreen10,30,pos,16,1,19,2,7
2373,t,cheesegrater14,38,pos,16,1,19,2,8
9187,b,hairbrush9,8,neg1,16,1,19,2,9
2490,nt,scale13,18,neg2,16,1,19,2,10
9163,nt,dresser12,23,neg2,16,1,19,2,11
2396,t,binoculars14,54,neu,16,1,19,2,12
6838,b,key3,6,neg1,16,1,19,2,13
2272,t,vase15,47,neu,16,1,19,2,14
9290,b,doorknob4,9,neg1,16,1,19,2,15
9908,b,lock14,13,neg1,16,1,19,2,16
6212,b,dumbbell0,4,neg1,16,1,19,2,17
3195,nt,seashell9,20,neg2,16,1,19,2,18
2308,t,coin15,49,neu,16,1,19,2,19
9611,b,button5,12,neg1,16,1,19,2,20
2750,b,pokercard14,1,neg1,16,1,19,2,21
9921,nt,fan2,29,neg2,16,1,19,2,22
7230,t,calculator3,42,pos,16,1,19,2,23
2102,t,cookie1,46,neu,16,1,19,2,24
2390,t,gift15,53,neu,16,1,19,2,25
2590,nt,scissors5,19,neg2,16,1,19,2,26
9075,b,bearteddy16,7,neg1,16,1,19,2,27
7325,t,tennisracquet7,43,pos,16,1,19,2,28
9428,b,cookpot16,11,neg1,16,1,19,2,29
9415,b,bowtie11,10,neg1,16,1,19,2,30
2398,t,frisbee0,39,pos,16,1,19,2,31
2487,t,backpack6,55,neu,16,1,19,2,32
7057,t,microwave1,59,neu,16,1,19,2,33
3216,b,balloon10,2,neg1,16,1,19,2,34
2749,t,bonzai14,56,neu,16,1,19,2,35
9909,b,camera7,14,neg1,16,1,19,2,36
2456,nt,exercise_equipment5,17,neg2,16,1,19,2,37
3500,nt,cheese8,21,neg2,16,1,19,2,38
9425,nt,cushion2,26,neg2,16,1,19,2,39
1601,t,turtle3,31,pos,16,1,19,2,40
9301,nt,ringbinder8,24,neg2,16,1,19,2,41
2530,t,chessboard14,40,pos,16,1,19,2,42
2205,nt,cookingpan3,15,neg2,16,1,19,2,43
6821,nt,suitcase9,22,neg2,16,1,19,2,44
2345.1,nt,powerstrip12,16,neg2,16,1,19,2,45
9910,nt,clock1,28,neg2,16,1,19,2,46
6520,b,tape8,5,neg1,16,1,19,2,47
8120,t,toothpaste14,44,pos,16,1,19,2,48
2683,b,nunchaku16,0,neg1,16,1,19,2,49
2091,t,hourglass16,35,pos,16,1,19,2,50
9599,nt,broom11,27,neg2,16,1,19,2,51
1920,t,butterfly8,34,pos,16,1,19,2,52
2870,t,umbrella2,57,neu,16,1,19,2,53
3300,b,lei9,3,neg1,16,1,19,2,54
1710,filler,compass1,33,pos,16,1,19,2,55
2340,filler,abacus9,37,pos,16,1,19,2,56
4626,filler,handbag3,41,pos,16,1,19,2,57
2980,filler,rollerskates16,58,neu,16,1,19,2,58
2382,filler,windchime16,51,neu,16,1,19,2,59
