IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
1710,filler,hairbrush9,33,pos,23,1,19,1,0
2383,filler,ringbinder8,52,neu,23,1,19,1,1
2382,filler,cheese8,51,neu,23,1,19,1,2
7057,filler,cookingpan3,59,neu,23,1,19,1,3
2340,filler,microwave1,37,pos,23,1,19,1,4
2530,t,bonzai14,40,pos,23,1,19,1,5
3216,nt,stapler5,2,neg1,23,1,19,1,6
2309,t,fan2,50,neu,23,1,19,1,7
6821,b,scale13,22,neg2,23,1,19,1,8
7325,t,balloon10,43,pos,23,1,19,1,9
2750,nt,dresser12,1,neg1,23,1,19,1,10
2398,t,abacus9,39,pos,23,1,19,1,11
2490,b,bearteddy16,18,neg2,23,1,19,1,12
6520,nt,cookie1,5,neg1,23,1,19,1,13
9910,b,cookpot16,28,neg2,23,1,19,1,14
2373,t,powerstrip12,38,pos,23,1,19,1,15
2205,b,doorknob4,15,neg2,23,1,19,1,16
2870,t,microscope1,57,neu,23,1,19,1,17
3300,nt,butterfly8,3,neg1,23,1,19,1,18
9075,nt,tennisracquet7,7,neg1,23,1,19,1,19
1659,t,hourglass16,32,pos,23,1,19,1,20
9908,nt,chessboard14,13,neg1,23,1,19,1,21
2154,t,clock1,36,pos,23,1,19,1,22
2273,t,exercise_equipment5,48,neu,23,1,19,1,23
9187,nt,key3,8,neg1,23,1,19,1,24
2980,t,lei9,58,neu,23,1,19,1,25
6838,nt,turtle3,6,neg1,23,1,19,1,26
3500,b,pokercard14,21,neg2,23,1,19,1,27
6212,nt,frame10,4,neg1,23,1,19,1,28
9290,nt,hanger9,9,neg1,23,1,19,1,29
9909,nt,rollerskates16,14,neg1,23,1,19,1,30
2456,b,seashell9,17,neg2,23,1,19,1,31
9163,b,handbag3,23,neg2,23,1,19,1,32
1601,t,binoculars14,31,pos,23,1,19,1,33
9599,b,nunchaku16,27,neg2,23,1,19,1,34
4626,t,cushion2,41,pos,23,1,19,1,35
2308,t,lock14,49,neu,23,1,19,1,36
9428,nt,toothpaste14,11,neg1,23,1,19,1,37
9611,nt,compass1,12,neg1,23,1,19,1,38
1920,t,windchime16,34,pos,23,1,19,1,39
9301,b,broom11,24,neg2,23,1,19,1,40
9921,b,garbagetrash14,29,neg2,23,1,19,1,41
2749,t,button5,56,neu,23,1,19,1,42
2396,t,umbrella2,54,neu,23,1,19,1,43
9415,nt,coin15,10,neg1,23,1,19,1,44
2487,t,tent4,55,neu,23,1,19,1,45
1340,t,backpack6,30,pos,23,1,19,1,46
2590,b,vase15,19,neg2,23,1,19,1,47
3195,b,calculator3,20,neg2,23,1,19,1,48
1303,t,tape8,45,neu,23,1,19,1,49
9321,b,decorativescreen10,25,neg2,23,1,19,1,50
2272,t,dumbbell0,47,neu,23,1,19,1,51
9425,b,glove6,26,neg2,23,1,19,1,52
2683,nt,frisbee0,0,neg1,23,1,19,1,53
2345.1,b,cheesegrater14,16,neg2,23,1,19,1,54
7230,filler,camera7,42,pos,23,1,19,1,55
2091,filler,scissors5,35,pos,23,1,19,1,56
2390,filler,gift15,53,neu,23,1,19,1,57
2102,filler,bowtie11,46,neu,23,1,19,1,58
8120,filler,suitcase9,44,pos,23,1,19,1,59
