IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2530,filler,powerstrip12,40,pos,42,1,20,2,917,6,6,1
2749,filler,chessboard14,56,neu,42,1,20,2,918,5,5,0
1920,filler,camera7,34,pos,42,1,20,2,919,6,7,1
7057,filler,lei9,59,neu,42,1,20,2,920,5,5,1
2102,filler,hanger9,46,neu,42,1,20,2,921,5,5,1
9908,b,bearteddy16,13,neg1,42,1,20,2,922,4,8,1
9428,b,stapler5,11,neg1,42,1,20,2,923,2,7,1
4626,t,backpack6,41,pos,42,1,20,2,924,7,7,1
9301,nt,dumbbell0,24,neg2,42,1,20,2,925,1,7,1
2590,nt,binoculars14,19,neg2,42,1,20,2,926,6,5,1
2382,t,cookie1,51,neu,42,1,20,2,927,6,5,0
9290,b,umbrella2,9,neg1,42,1,20,2,928,3,4,1
2272,t,doorknob4,47,neu,42,1,20,2,929,6,5,1
9910,nt,button5,28,neg2,42,1,20,2,930,5,7,1
2091,t,glove6,35,pos,42,1,20,2,931,5,5,1
9921,nt,garbagetrash14,29,neg2,42,1,20,2,932,5,5,0
6520,b,tent4,5,neg1,42,1,20,2,933,3,7,1
2390,t,cookpot16,53,neu,42,1,20,2,934,6,5,1
1601,t,coin15,31,pos,42,1,20,2,935,5,5,0
2683,b,abacus9,0,neg1,42,1,20,2,936,2,7,1
6821,nt,handbag3,22,neg2,42,1,20,2,937,5,5,0
2373,t,key3,38,pos,42,1,20,2,938,5,5,0
6212,b,cheesegrater14,4,neg1,42,1,20,2,939,3,7,1
7230,t,cushion2,42,pos,42,1,20,2,940,7,7,1
9163,nt,vase15,23,neg2,42,1,20,2,941,6,5,0
2870,t,frame10,57,neu,42,1,20,2,942,5,5,1
9187,b,cheese8,8,neg1,42,1,20,2,943,3,5,0
3216,b,hourglass16,2,neg1,42,1,20,2,944,5,5,1
2345.1,nt,butterfly8,16,neg2,42,1,20,2,945,5,5,0
1303,t,lock14,45,neu,42,1,20,2,946,5,5,0
6838,b,hairbrush9,6,neg1,42,1,20,2,947,4,5,1
2490,nt,microscope1,18,neg2,42,1,20,2,948,6,5,1
9321,nt,turtle3,25,neg2,42,1,20,2,949,5,5,1
8120,t,scale13,44,pos,42,1,20,2,950,7,6,1
3195,nt,pokercard14,20,neg2,42,1,20,2,951,5,5,1
2205,nt,compass1,15,neg2,42,1,20,2,952,5,5,0
1340,t,exercise_equipment5,30,pos,42,1,20,2,953,5,5,0
9425,nt,clock1,26,neg2,42,1,20,2,954,5,5,0
2340,t,microwave1,37,pos,42,1,20,2,955,7,5,1
2750,b,bonzai14,1,neg1,42,1,20,2,956,2,2,1
2273,t,seashell9,48,neu,42,1,20,2,957,3,5,1
3500,nt,cookingpan3,21,neg2,42,1,20,2,958,5,5,1
2980,t,suitcase9,58,neu,42,1,20,2,959,5,5,1
9599,nt,fan2,27,neg2,42,1,20,2,960,5,5,1
2487,t,nunchaku16,55,neu,42,1,20,2,961,6,5,1
9415,b,rollerskates16,10,neg1,42,1,20,2,962,3,6,1
3300,b,ringbinder8,3,neg1,42,1,20,2,963,6,5,0
9611,b,gift15,12,neg1,42,1,20,2,964,5,5,0
1659,t,dresser12,32,pos,42,1,20,2,965,4,2,1
2456,nt,bowtie11,17,neg2,42,1,20,2,966,5,5,0
9909,b,tape8,14,neg1,42,1,20,2,967,5,8,1
2398,t,frisbee0,39,pos,42,1,20,2,968,5,5,1
9075,b,scissors5,7,neg1,42,1,20,2,969,2,9,0
2396,t,broom11,54,neu,42,1,20,2,970,7,7,0
2309,t,decorativescreen10,50,neu,42,1,20,2,971,5,6,1
2383,filler,windchime16,52,neu,42,1,20,2,972,5,5,1
2154,filler,tennisracquet7,36,pos,42,1,20,2,973,5,5,1
2308,filler,calculator3,49,neu,42,1,20,2,974,4,5,1
7325,filler,balloon10,43,pos,42,1,20,2,975,2,1,1
1710,filler,toothpaste14,33,pos,42,1,20,2,976,7,5,1
