itemID,cond,value,subjID,gender,age,CB
0,r,3,41,1,25,1
1,n,1,41,1,25,1
2,r,2,41,1,25,1
3,n,1,41,1,25,1
4,r,3,41,1,25,1
5,r,2,41,1,25,1
6,n,1,41,1,25,1
7,n,2,41,1,25,1
8,r,2,41,1,25,1
9,n,1,41,1,25,1
10,n,1,41,1,25,1
11,r,3,41,1,25,1
12,r,2,41,1,25,1
13,n,4,41,1,25,1
14,r,2,41,1,25,1
15,n,1,41,1,25,1
16,n,3,41,1,25,1
17,r,2,41,1,25,1
18,n,2,41,1,25,1
19,r,2,41,1,25,1
