IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
8120,filler,cushion2,44,pos,26,1,20,2,922,7,2,1
2383,filler,exercise_equipment5,52,neu,26,1,20,2,923,5,1,1
4626,filler,doorknob4,41,pos,26,1,20,2,924,7,5,1
2396,filler,cookingpan3,54,neu,26,1,20,2,925,5,1,1
2309,filler,binoculars14,50,neu,26,1,20,2,926,7,4,1
7230,t,clock1,42,pos,26,1,20,2,927,8,5,1
2683,b,calculator3,0,neg1,26,1,20,2,928,4,3,1
2456,nt,windchime16,17,neg2,26,1,20,2,929,5,1,1
2390,t,cheesegrater14,53,neu,26,1,20,2,930,5,1,0
9908,b,tape8,13,neg1,26,1,20,2,931,4,5,1
2308,t,handbag3,49,neu,26,1,20,2,932,6,2,1
2487,t,lei9,55,neu,26,1,20,2,933,5,2,1
9301,nt,cookpot16,24,neg2,26,1,20,2,934,1,8,1
9611,b,broom11,12,neg1,26,1,20,2,935,3,5,1
6212,b,camera7,4,neg1,26,1,20,2,936,3,3,1
2870,t,scissors5,57,neu,26,1,20,2,937,5,1,1
2530,t,toothpaste14,40,pos,26,1,20,2,938,5,1,1
2091,t,key3,35,pos,26,1,20,2,939,5,1,0
9415,b,powerstrip12,10,neg1,26,1,20,2,940,2,3,1
9163,nt,hourglass16,23,neg2,26,1,20,2,941,5,1,1
9909,b,stapler5,14,neg1,26,1,20,2,942,5,2,1
2373,t,cookie1,38,pos,26,1,20,2,943,5,1,0
3500,nt,butterfly8,21,neg2,26,1,20,2,944,3,3,1
9290,b,microwave1,9,neg1,26,1,20,2,945,5,1,1
7325,t,garbagetrash14,43,pos,26,1,20,2,946,5,1,1
9428,b,microscope1,11,neg1,26,1,20,2,947,3,3,1
2749,t,backpack6,56,neu,26,1,20,2,948,6,1,1
9425,nt,seashell9,26,neg2,26,1,20,2,949,5,2,1
2398,t,fan2,39,pos,26,1,20,2,950,7,2,1
3216,b,bonzai14,2,neg1,26,1,20,2,951,4,3,1
2590,nt,chessboard14,19,neg2,26,1,20,2,952,4,2,0
2750,b,button5,1,neg1,26,1,20,2,953,5,5,1
7057,t,tennisracquet7,59,neu,26,1,20,2,954,6,1,1
3195,nt,abacus9,20,neg2,26,1,20,2,955,4,3,0
2272,t,compass1,47,neu,26,1,20,2,956,5,1,1
2340,t,cheese8,37,pos,26,1,20,2,957,6,1,1
2490,nt,umbrella2,18,neg2,26,1,20,2,958,5,1,0
1659,t,hairbrush9,32,pos,26,1,20,2,959,7,2,1
9910,nt,frame10,28,neg2,26,1,20,2,960,6,3,1
9921,nt,bearteddy16,29,neg2,26,1,20,2,961,5,1,1
2205,nt,nunchaku16,15,neg2,26,1,20,2,962,3,3,1
2102,t,dumbbell0,46,neu,26,1,20,2,963,5,1,1
9187,b,gift15,8,neg1,26,1,20,2,964,2,4,1
2345.1,nt,decorativescreen10,16,neg2,26,1,20,2,965,3,4,1
6821,nt,vase15,22,neg2,26,1,20,2,966,2,3,1
1340,t,suitcase9,30,pos,26,1,20,2,967,5,1,1
9599,nt,scale13,27,neg2,26,1,20,2,968,3,3,1
2382,t,glove6,51,neu,26,1,20,2,969,6,1,1
2154,t,coin15,36,pos,26,1,20,2,970,6,2,1
9321,nt,lock14,25,neg2,26,1,20,2,971,5,1,1
3300,b,pokercard14,3,neg1,26,1,20,2,972,7,2,1
1303,t,dresser12,45,neu,26,1,20,2,973,5,1,1
6838,b,balloon10,6,neg1,26,1,20,2,974,5,3,1
6520,b,turtle3,5,neg1,26,1,20,2,975,2,2,1
9075,b,rollerskates16,7,neg1,26,1,20,2,976,2,3,1
2980,filler,bowtie11,58,neu,26,1,20,2,977,5,1,1
1710,filler,tent4,33,pos,26,1,20,2,978,9,3,1
2273,filler,ringbinder8,48,neu,26,1,20,2,979,6,2,1
1920,filler,hanger9,34,pos,26,1,20,2,980,5,1,1
1601,filler,frisbee0,31,pos,26,1,20,2,981,5,1,1
