itemID,cond,value,subjID,gender,age,CB
0,d,2,22,1,20,2
1,d,3,22,1,20,2
2,d,3,22,1,20,2
3,d,3,22,1,20,2
4,b,1,22,1,20,2
5,d,3,22,1,20,2
6,r,4,22,1,20,2
7,d,2,22,1,20,2
8,d,3,22,1,20,2
9,b,2,22,1,20,2
10,r,3,22,1,20,2
11,r,3,22,1,20,2
12,b,1,22,1,20,2
13,d,1,22,1,20,2
14,b,3,22,1,20,2
15,b,3,22,1,20,2
16,d,4,22,1,20,2
17,d,3,22,1,20,2
18,d,3,22,1,20,2
19,r,4,22,1,20,2
20,r,3,22,1,20,2
21,d,1,22,1,20,2
