IAPS,valence,cond,cue,sub,time,order
5726,pos,sub,vase15,5726,0,322
2302,pos,sub,dumbbell0,2302,0,323
4700,pos,sub,frisbee0,4700,0,324
5833,pos,pre_new,lei9,5833,0,325
5199,pos,pre_new,hanger9,5199,0,326
5621,pos,sub,coin15,5621,0,327
5470,pos,pre_new,calculator3,5470,0,328
8492,pos,pre_new,camera7,8492,0,329
8118,pos,pre_new,windchime16,8118,0,330
5780,pos,sub,decorativescreen10,5780,0,331
2346,pos,sub,glove6,2346,0,332
4614,pos,sub,garbagetrash14,4614,0,333
7280,pos,sub,fan2,7280,0,334
2598,pos,pre_new,powerstrip12,2598,0,335
8031,pos,sub,dresser12,8031,0,336
1441,pos,sub,broom11,1441,0,337
7440,pos,sub,turtle3,7440,0,338
2158,pos,sub,clock1,2158,0,339
1750,pos,sub,cookpot16,1750,0,340
5910,pos,sub,frame10,5910,0,341
8330,pos,sub,backpack6,8330,0,342
2370,pos,sub,cookie1,2370,0,343
2030,pos,sub,cushion2,2030,0,344
2299,pos,sub,butterfly8,2299,0,345
7405,pos,sub,nunchaku16,7405,0,346
2391,pos,sub,handbag3,2391,0,347
2655,pos,sub,exercise_equipment5,2655,0,348
1605,pos,pre_new,tennisracquet7,1605,0,349
2208,pos,sub,microwave1,2208,0,350
8470,pos,sub,seashell9,8470,0,351
2388,pos,sub,binoculars14,2388,0,352
2035,pos,sub,pokercard14,2035,0,353
4599,pos,sub,cookingpan3,4599,0,354
7580,pos,pre_new,chessboard14,7580,0,355
8210,pos,sub,doorknob4,8210,0,356
8205,pos,sub,microscope1,8205,0,357
2216,pos,pre_new,toothpaste14,2216,0,358
8497,pos,sub,key3,8497,0,359
2341,pos,pre_new,balloon10,2341,0,360
2156,pos,sub,scale13,2156,0,361
8370,pos,sub,button5,8370,0,362
4616,pos,sub,lock14,4616,0,363
8496,pos,sub,suitcase9,8496,0,364
2791,pos,sub,bowtie11,2791,0,365
7279,pos,sub,compass1,7279,0,366
1441,pos,sub,broom11,1441,1,377
2208,pos,sub,microwave1,2208,1,378
2655,pos,sub,exercise_equipment5,2655,1,379
8210,pos,sub,doorknob4,8210,1,380
5780,pos,sub,decorativescreen10,5780,1,381
4700,pos,sub,frisbee0,4700,1,382
1750,pos,sub,cookpot16,1750,1,383
2302,pos,sub,dumbbell0,2302,1,384
2388,pos,sub,binoculars14,2388,1,385
2158,pos,sub,clock1,2158,1,386
2391,pos,sub,handbag3,2391,1,387
2346,pos,sub,glove6,2346,1,388
8370,pos,sub,button5,8370,1,389
5910,pos,sub,frame10,5910,1,390
7279,pos,sub,compass1,7279,1,391
8330,pos,sub,backpack6,8330,1,392
8496,pos,sub,suitcase9,8496,1,393
2299,pos,sub,butterfly8,2299,1,394
4616,pos,sub,lock14,4616,1,395
8031,pos,sub,dresser12,8031,1,396
2370,pos,sub,cookie1,2370,1,397
8497,pos,sub,key3,8497,1,398
5621,pos,sub,coin15,5621,1,399
2156,pos,sub,scale13,2156,1,400
4599,pos,sub,cookingpan3,4599,1,401
2791,pos,sub,bowtie11,2791,1,402
4614,pos,sub,garbagetrash14,4614,1,403
5726,pos,sub,vase15,5726,1,404
8205,pos,sub,microscope1,8205,1,405
2035,pos,sub,pokercard14,2035,1,406
2030,pos,sub,cushion2,2030,1,407
7405,pos,sub,nunchaku16,7405,1,408
8470,pos,sub,seashell9,8470,1,409
7280,pos,sub,fan2,7280,1,410
7440,pos,sub,turtle3,7440,1,411
