IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
7325,filler,cookpot16,43,pos,41,1,25,1,0
7230,filler,decorativescreen10,42,pos,41,1,25,1,1
2154,filler,compass1,36,pos,41,1,25,1,2
2530,filler,frame10,40,pos,41,1,25,1,3
1601,filler,cheesegrater14,31,pos,41,1,25,1,4
1303,t,vase15,45,neu,41,1,25,1,5
2272,t,powerstrip12,47,neu,41,1,25,1,6
2205,b,scale13,15,neg2,41,1,25,1,7
6520,nt,scissors5,5,neg1,41,1,25,1,8
9428,nt,lei9,11,neg1,41,1,25,1,9
2750,nt,button5,1,neg1,41,1,25,1,10
9075,nt,chessboard14,7,neg1,41,1,25,1,11
9909,nt,hairbrush9,14,neg1,41,1,25,1,12
8120,t,bowtie11,44,pos,41,1,25,1,13
2340,t,microscope1,37,pos,41,1,25,1,14
2382,t,doorknob4,51,neu,41,1,25,1,15
2590,b,bonzai14,19,neg2,41,1,25,1,16
1710,t,key3,33,pos,41,1,25,1,17
3300,nt,windchime16,3,neg1,41,1,25,1,18
9921,b,seashell9,29,neg2,41,1,25,1,19
9290,nt,butterfly8,9,neg1,41,1,25,1,20
9321,b,tent4,25,neg2,41,1,25,1,21
2091,t,turtle3,35,pos,41,1,25,1,22
9415,nt,nunchaku16,10,neg1,41,1,25,1,23
2373,t,camera7,38,pos,41,1,25,1,24
9163,b,lock14,23,neg2,41,1,25,1,25
9599,b,garbagetrash14,27,neg2,41,1,25,1,26
9910,b,balloon10,28,neg2,41,1,25,1,27
1659,t,cookingpan3,32,pos,41,1,25,1,28
2309,t,cushion2,50,neu,41,1,25,1,29
2487,t,coin15,55,neu,41,1,25,1,30
3500,b,rollerskates16,21,neg2,41,1,25,1,31
2749,t,handbag3,56,neu,41,1,25,1,32
2456,b,broom11,17,neg2,41,1,25,1,33
2490,b,glove6,18,neg2,41,1,25,1,34
9301,b,umbrella2,24,neg2,41,1,25,1,35
2273,t,ringbinder8,48,neu,41,1,25,1,36
2683,nt,stapler5,0,neg1,41,1,25,1,37
3195,b,fan2,20,neg2,41,1,25,1,38
3216,nt,calculator3,2,neg1,41,1,25,1,39
6838,nt,clock1,6,neg1,41,1,25,1,40
1920,t,hourglass16,34,pos,41,1,25,1,41
2390,t,suitcase9,53,neu,41,1,25,1,42
2345.1,b,tennisracquet7,16,neg2,41,1,25,1,43
4626,t,microwave1,41,pos,41,1,25,1,44
2398,t,dresser12,39,pos,41,1,25,1,45
6821,b,cookie1,22,neg2,41,1,25,1,46
1340,t,frisbee0,30,pos,41,1,25,1,47
2383,t,dumbbell0,52,neu,41,1,25,1,48
6212,nt,tape8,4,neg1,41,1,25,1,49
9611,nt,pokercard14,12,neg1,41,1,25,1,50
9908,nt,gift15,13,neg1,41,1,25,1,51
9187,nt,toothpaste14,8,neg1,41,1,25,1,52
2102,t,bearteddy16,46,neu,41,1,25,1,53
9425,b,binoculars14,26,neg2,41,1,25,1,54
2308,filler,exercise_equipment5,49,neu,41,1,25,1,55
7057,filler,abacus9,59,neu,41,1,25,1,56
2870,filler,cheese8,57,neu,41,1,25,1,57
2980,filler,hanger9,58,neu,41,1,25,1,58
2396,filler,backpack6,54,neu,41,1,25,1,59
