IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
2518,pre_new,NA,163,neu,21,1,20,1,128,1,0.7091726769999696
2595,pre_new,NA,168,neu,21,1,20,1,129,1,0.6902010260000679
2691,pre_new,NA,99,neg,21,1,20,1,130,1,0.694490310999754
9428,nt,dresser12,11,neg1,21,1,20,1,131,1,0.6578715089999605
2530,t,bonzai14,40,pos,21,1,20,1,132,1,0.6622512700000698
9163,b,frisbee0,23,neg2,21,1,20,1,133,1,0.6742727769997146
9922,pre_new,NA,148,neg,21,1,20,1,134,1,0.625508082000124
1710,t,coin15,33,pos,21,1,20,1,135,1,0.5257664129999284
1920,filler,microscope1,34,pos,21,1,20,1,136,1,0.5177079180002693
6821,b,cheesegrater14,22,neg2,21,1,20,1,137,1,0.661571295000158
9290,nt,stapler5,9,neg1,21,1,20,1,138,1,0.6482407449998391
2800,pre_new,NA,103,neg,21,1,20,1,139,1,0.6236022879998018
9621,pre_new,NA,143,neg,21,1,20,1,140,1,0.6197363969999969
6571,pre_new,NA,116,neg,21,1,20,1,141,1,0.8338429169998562
7325,filler,cookpot16,43,pos,21,1,20,1,142,1,0.5485855749998336
2036,pre_new,NA,153,neu,21,1,20,1,143,1,0.8023003570001492
4605,pre_new,NA,171,neu,21,1,20,1,144,1,0.6396119200003341
9302,pre_new,NA,129,neg,21,1,20,1,145,1,0.6014554550001776
6313,pre_new,NA,113,neg,21,1,20,1,146,1,0.619323094000265
9184,pre_new,NA,126,neg,21,1,20,1,147,1,1.2369138700000804
2382,filler,seashell9,51,neu,21,1,20,1,148,1,0.7055676129998574
9611,nt,exercise_equipment5,12,neg1,21,1,20,1,149,1,0.648900496999886
2102,t,microwave1,46,neu,21,1,20,1,150,1,0.5995083510001677
5726,pre_new,NA,64,pos,21,1,20,1,151,1,0.655003735000264
2490,b,camera7,18,neg2,21,1,20,1,152,1,0.6601661089998743
2870,filler,turtle3,57,neu,21,1,20,1,153,1,0.6486772130001555
8161,pre_new,NA,84,pos,21,1,20,1,154,1,0.6229978919996029
2314,pre_new,NA,74,pos,21,1,20,1,155,1,0.6625135089998366
2053,pre_new,NA,94,neg,21,1,20,1,156,1,0.6574052860000847
2141,pre_new,NA,97,neg,21,1,20,1,157,1,0.6413301869997667
