IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2373,filler,microwave1,38,pos,44,1,18,2,0
2980,filler,hanger9,58,neu,44,1,18,2,1
1340,filler,butterfly8,30,pos,44,1,18,2,2
2398,filler,chessboard14,39,pos,44,1,18,2,3
2383,filler,toothpaste14,52,neu,44,1,18,2,4
1303,t,broom11,45,neu,44,1,18,2,5
2345.1,nt,cheese8,16,neg2,44,1,18,2,6
6838,b,binoculars14,6,neg1,44,1,18,2,7
7057,t,cookpot16,59,neu,44,1,18,2,8
3216,b,abacus9,2,neg1,44,1,18,2,9
9921,nt,key3,29,neg2,44,1,18,2,10
2749,t,ringbinder8,56,neu,44,1,18,2,11
9908,b,cheesegrater14,13,neg1,44,1,18,2,12
2272,t,dumbbell0,47,neu,44,1,18,2,13
1920,t,tent4,34,pos,44,1,18,2,14
2456,nt,microscope1,17,neg2,44,1,18,2,15
9910,nt,garbagetrash14,28,neg2,44,1,18,2,16
2590,nt,suitcase9,19,neg2,44,1,18,2,17
9187,b,fan2,8,neg1,44,1,18,2,18
9321,nt,handbag3,25,neg2,44,1,18,2,19
9599,nt,hairbrush9,27,neg2,44,1,18,2,20
9301,nt,coin15,24,neg2,44,1,18,2,21
9428,b,button5,11,neg1,44,1,18,2,22
2487,t,bearteddy16,55,neu,44,1,18,2,23
9425,nt,scissors5,26,neg2,44,1,18,2,24
9909,b,camera7,14,neg1,44,1,18,2,25
7230,t,lei9,42,pos,44,1,18,2,26
2154,t,cushion2,36,pos,44,1,18,2,27
2382,t,scale13,51,neu,44,1,18,2,28
2102,t,tape8,46,neu,44,1,18,2,29
2396,t,glove6,54,neu,44,1,18,2,30
6520,b,dresser12,5,neg1,44,1,18,2,31
8120,t,rollerskates16,44,pos,44,1,18,2,32
6212,b,bonzai14,4,neg1,44,1,18,2,33
3500,nt,frame10,21,neg2,44,1,18,2,34
4626,t,hourglass16,41,pos,44,1,18,2,35
1710,t,calculator3,33,pos,44,1,18,2,36
3300,b,powerstrip12,3,neg1,44,1,18,2,37
2308,t,doorknob4,49,neu,44,1,18,2,38
2091,t,cookingpan3,35,pos,44,1,18,2,39
3195,nt,umbrella2,20,neg2,44,1,18,2,40
9163,nt,pokercard14,23,neg2,44,1,18,2,41
2870,t,seashell9,57,neu,44,1,18,2,42
9415,b,stapler5,10,neg1,44,1,18,2,43
2205,nt,balloon10,15,neg2,44,1,18,2,44
9611,b,clock1,12,neg1,44,1,18,2,45
2490,nt,exercise_equipment5,18,neg2,44,1,18,2,46
2750,b,bowtie11,1,neg1,44,1,18,2,47
1601,t,cookie1,31,pos,44,1,18,2,48
2683,b,turtle3,0,neg1,44,1,18,2,49
2530,t,backpack6,40,pos,44,1,18,2,50
9290,b,compass1,9,neg1,44,1,18,2,51
6821,nt,tennisracquet7,22,neg2,44,1,18,2,52
9075,b,lock14,7,neg1,44,1,18,2,53
2340,t,frisbee0,37,pos,44,1,18,2,54
1659,filler,gift15,32,pos,44,1,18,2,55
2309,filler,nunchaku16,50,neu,44,1,18,2,56
7325,filler,vase15,43,pos,44,1,18,2,57
2273,filler,decorativescreen10,48,neu,44,1,18,2,58
2390,filler,windchime16,53,neu,44,1,18,2,59
