IAPS,valence,cond,cue,sub,time,order
2224,pos,sub,cookpot16,2224,0,343
8162,pos,sub,nunchaku16,8162,0,344
2341,pos,sub,coin15,2341,0,345
2030,pos,pre_new,microwave1,2030,0,346
2156,pos,sub,microscope1,2156,0,347
8118,pos,sub,tape8,8118,0,348
1419,pos,sub,bearteddy16,1419,0,349
8210,pos,sub,butterfly8,8210,0,350
2391,pos,pre_new,lock14,2391,0,351
8497,pos,sub,cheesegrater14,8497,0,352
2388,pos,sub,balloon10,2388,0,353
2594,pos,sub,pokercard14,2594,0,354
4612,pos,sub,cheese8,4612,0,355
5833,pos,sub,cookingpan3,5833,0,356
2560,pos,sub,frisbee0,2560,0,357
5910,pos,sub,suitcase9,5910,0,358
8370,pos,sub,stapler5,8370,0,359
7279,pos,sub,bowtie11,7279,0,360
2158,pos,pre_new,cookie1,2158,0,361
8600,pos,sub,windchime16,8600,0,362
5621,pos,pre_new,lei9,5621,0,363
8205,pos,sub,turtle3,8205,0,364
5470,pos,pre_new,dresser12,5470,0,365
7280,pos,sub,calculator3,7280,0,366
5726,pos,sub,bonzai14,5726,0,367
7580,pos,sub,umbrella2,7580,0,368
2037,pos,pre_new,camera7,2037,0,369
2035,pos,sub,tennisracquet7,2035,0,370
2370,pos,sub,compass1,2370,0,371
2302,pos,sub,vase15,2302,0,372
2299,pos,sub,broom11,2299,0,373
1750,pos,sub,scissors5,1750,0,374
2339,pos,pre_new,decorativescreen10,2339,0,375
2208,pos,sub,gift15,2208,0,376
4614,pos,sub,tent4,4614,0,377
8499,pos,pre_new,clock1,8499,0,378
8161,pos,sub,chessboard14,8161,0,379
8030,pos,pre_new,binoculars14,8030,0,380
2331,pos,sub,handbag3,2331,0,381
8496,pos,sub,cushion2,8496,0,382
8492,pos,sub,dumbbell0,8492,0,383
8330,pos,sub,key3,8330,0,384
1605,pos,pre_new,ringbinder8,1605,0,385
1441,pos,sub,hairbrush9,1441,0,386
2655,pos,sub,exercise_equipment5,2655,0,387
2035,pos,sub,tennisracquet7,2035,1,398
8162,pos,sub,nunchaku16,8162,1,399
2208,pos,sub,gift15,2208,1,400
8205,pos,sub,turtle3,8205,1,401
7580,pos,sub,umbrella2,7580,1,402
8496,pos,sub,cushion2,8496,1,403
2224,pos,sub,cookpot16,2224,1,404
2560,pos,sub,frisbee0,2560,1,405
2341,pos,sub,coin15,2341,1,406
1750,pos,sub,scissors5,1750,1,407
1441,pos,sub,hairbrush9,1441,1,408
2299,pos,sub,broom11,2299,1,409
7279,pos,sub,bowtie11,7279,1,410
8210,pos,sub,butterfly8,8210,1,411
8600,pos,sub,windchime16,8600,1,412
2370,pos,sub,compass1,2370,1,413
2331,pos,sub,handbag3,2331,1,414
5726,pos,sub,bonzai14,5726,1,415
4612,pos,sub,cheese8,4612,1,416
2302,pos,sub,vase15,2302,1,417
7280,pos,sub,calculator3,7280,1,418
5833,pos,sub,cookingpan3,5833,1,419
8161,pos,sub,chessboard14,8161,1,420
5910,pos,sub,suitcase9,5910,1,421
8370,pos,sub,stapler5,8370,1,422
2388,pos,sub,balloon10,2388,1,423
2156,pos,sub,microscope1,2156,1,424
8492,pos,sub,dumbbell0,8492,1,425
8330,pos,sub,key3,8330,1,426
2594,pos,sub,pokercard14,2594,1,427
8118,pos,sub,tape8,8118,1,428
4614,pos,sub,tent4,4614,1,429
1419,pos,sub,bearteddy16,1419,1,430
8497,pos,sub,cheesegrater14,8497,1,431
2655,pos,sub,exercise_equipment5,2655,1,432
