IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2340,filler,lei9,37,pos,204,1,23,2,0
2487,filler,exercise_equipment5,55,neu,204,1,23,2,1
2309,filler,handbag3,50,neu,204,1,23,2,2
1920,filler,tape8,34,pos,204,1,23,2,3
2396,filler,frame10,54,neu,204,1,23,2,4
9428,b,cookpot16,11,neg1,204,1,23,2,5
9425,nt,frisbee0,26,neg2,204,1,23,2,6
3500,nt,toothpaste14,21,neg2,204,1,23,2,7
3300,b,hairbrush9,3,neg1,204,1,23,2,8
3195,nt,pokercard14,20,neg2,204,1,23,2,9
2308,t,camera7,49,neu,204,1,23,2,10
9909,b,clock1,14,neg1,204,1,23,2,11
9415,b,vase15,10,neg1,204,1,23,2,12
9075,b,nunchaku16,7,neg1,204,1,23,2,13
8120,t,decorativescreen10,44,pos,204,1,23,2,14
2390,t,balloon10,53,neu,204,1,23,2,15
2373,t,glove6,38,pos,204,1,23,2,16
2750,b,cookie1,1,neg1,204,1,23,2,17
2870,t,cheesegrater14,57,neu,204,1,23,2,18
6212,b,bearteddy16,4,neg1,204,1,23,2,19
1340,t,coin15,30,pos,204,1,23,2,20
1303,t,scale13,45,neu,204,1,23,2,21
2091,t,fan2,35,pos,204,1,23,2,22
2683,b,abacus9,0,neg1,204,1,23,2,23
9910,nt,scissors5,28,neg2,204,1,23,2,24
7230,t,umbrella2,42,pos,204,1,23,2,25
9321,nt,cookingpan3,25,neg2,204,1,23,2,26
2345.1,nt,turtle3,16,neg2,204,1,23,2,27
2530,t,cheese8,40,pos,204,1,23,2,28
2102,t,bowtie11,46,neu,204,1,23,2,29
2272,t,broom11,47,neu,204,1,23,2,30
6520,b,suitcase9,5,neg1,204,1,23,2,31
2273,t,butterfly8,48,neu,204,1,23,2,32
7057,t,backpack6,59,neu,204,1,23,2,33
2980,t,tennisracquet7,58,neu,204,1,23,2,34
2590,nt,calculator3,19,neg2,204,1,23,2,35
2205,nt,gift15,15,neg2,204,1,23,2,36
9301,nt,microscope1,24,neg2,204,1,23,2,37
2490,nt,doorknob4,18,neg2,204,1,23,2,38
2383,t,windchime16,52,neu,204,1,23,2,39
2456,nt,hourglass16,17,neg2,204,1,23,2,40
9187,b,compass1,8,neg1,204,1,23,2,41
9163,nt,cushion2,23,neg2,204,1,23,2,42
9290,b,ringbinder8,9,neg1,204,1,23,2,43
9908,b,garbagetrash14,13,neg1,204,1,23,2,44
6838,b,seashell9,6,neg1,204,1,23,2,45
9611,b,hanger9,12,neg1,204,1,23,2,46
9599,nt,dumbbell0,27,neg2,204,1,23,2,47
4626,t,lock14,41,pos,204,1,23,2,48
1659,t,button5,32,pos,204,1,23,2,49
7325,t,stapler5,43,pos,204,1,23,2,50
1601,t,rollerskates16,31,pos,204,1,23,2,51
3216,b,bonzai14,2,neg1,204,1,23,2,52
6821,nt,tent4,22,neg2,204,1,23,2,53
9921,nt,dresser12,29,neg2,204,1,23,2,54
2398,filler,chessboard14,39,pos,204,1,23,2,55
2382,filler,powerstrip12,51,neu,204,1,23,2,56
1710,filler,binoculars14,33,pos,204,1,23,2,57
2749,filler,key3,56,neu,204,1,23,2,58
2154,filler,microwave1,36,pos,204,1,23,2,59
