IAPS,valence,cond,cue,sub,time,order
1605,pos,sub,cushion2,1605,0,314
2037,pos,sub,rollerskates16,2037,0,315
2299,pos,sub,fan2,2299,0,316
8497,pos,sub,seashell9,8497,0,317
4599,pos,sub,calculator3,4599,0,318
8161,pos,sub,gift15,8161,0,319
2314,pos,sub,decorativescreen10,2314,0,320
2216,pos,sub,lock14,2216,0,321
2224,pos,sub,lei9,2224,0,322
2331,pos,pre_new,tape8,2331,0,323
2594,pos,pre_new,glove6,2594,0,324
2158,pos,sub,handbag3,2158,0,325
8205,pos,sub,garbagetrash14,8205,0,326
4628,pos,sub,balloon10,4628,0,327
8031,pos,sub,backpack6,8031,0,328
1441,pos,sub,binoculars14,1441,0,329
7405,pos,sub,cheese8,7405,0,330
2341,pos,sub,bearteddy16,2341,0,331
5726,pos,sub,hourglass16,5726,0,332
8370,pos,sub,coin15,8370,0,333
4614,pos,pre_new,turtle3,4614,0,334
4700,pos,pre_new,cookie1,4700,0,335
7279,pos,sub,hanger9,7279,0,336
1750,pos,sub,cookpot16,1750,0,337
8330,pos,pre_new,bonzai14,8330,0,338
5780,pos,pre_new,tent4,5780,0,339
2388,pos,sub,umbrella2,2388,0,340
1811,pos,sub,windchime16,1811,0,341
5199,pos,sub,scale13,5199,0,342
1731,pos,sub,microscope1,1731,0,343
2598,pos,sub,cheesegrater14,2598,0,344
7580,pos,sub,frame10,7580,0,345
5910,pos,sub,camera7,5910,0,346
4612,pos,sub,compass1,4612,0,347
8470,pos,pre_new,hairbrush9,8470,0,348
4616,pos,sub,chessboard14,4616,0,349
2156,pos,pre_new,stapler5,2156,0,350
2035,pos,sub,clock1,2035,0,351
8492,pos,pre_new,bowtie11,8492,0,352
2389,pos,sub,scissors5,2389,0,353
2208,pos,sub,nunchaku16,2208,0,354
5470,pos,sub,button5,5470,0,355
2655,pos,sub,key3,2655,0,356
1419,pos,sub,abacus9,1419,0,357
8499,pos,pre_new,dumbbell0,8499,0,358
4612,pos,sub,compass1,4612,1,369
2037,pos,sub,rollerskates16,2037,1,370
7580,pos,sub,frame10,7580,1,371
2388,pos,sub,umbrella2,2388,1,372
2158,pos,sub,handbag3,2158,1,373
1441,pos,sub,binoculars14,1441,1,374
5910,pos,sub,camera7,5910,1,375
2314,pos,sub,decorativescreen10,2314,1,376
2216,pos,sub,lock14,2216,1,377
4616,pos,sub,chessboard14,4616,1,378
1750,pos,sub,cookpot16,1750,1,379
1811,pos,sub,windchime16,1811,1,380
8205,pos,sub,garbagetrash14,8205,1,381
4628,pos,sub,balloon10,4628,1,382
2598,pos,sub,cheesegrater14,2598,1,383
5726,pos,sub,hourglass16,5726,1,384
8497,pos,sub,seashell9,8497,1,385
2035,pos,sub,clock1,2035,1,386
4599,pos,sub,calculator3,4599,1,387
7405,pos,sub,cheese8,7405,1,388
8161,pos,sub,gift15,8161,1,389
7279,pos,sub,hanger9,7279,1,390
8031,pos,sub,backpack6,8031,1,391
1605,pos,sub,cushion2,1605,1,392
8370,pos,sub,coin15,8370,1,393
2341,pos,sub,bearteddy16,2341,1,394
1731,pos,sub,microscope1,1731,1,395
1419,pos,sub,abacus9,1419,1,396
5470,pos,sub,button5,5470,1,397
2389,pos,sub,scissors5,2389,1,398
2224,pos,sub,lei9,2224,1,399
2655,pos,sub,key3,2655,1,400
2208,pos,sub,nunchaku16,2208,1,401
5199,pos,sub,scale13,5199,1,402
2299,pos,sub,fan2,2299,1,403
