10,1,19,pre-recog,153,125,pre_new,neu_new,2235.0,1,1.5782258219987852
10,1,19,pre-recog,154,108,pre_new,neg_new,9427.0,1,1.007148821001465
10,1,19,pre-recog,155,9,b,neg1,9290.0,1,0.8482541110024613
10,1,19,pre-recog,156,57,t,neu,2870.0,1,0.7602525380025327
10,1,19,pre-recog,157,93,pre_new,neg_new,9050.0,1,0.9774448620009935
10,1,19,pre-recog,158,70,pre_new,neg_new,2700.0,1,0.8177645439973276
10,1,19,pre-recog,159,51,filler,neu,2382.0,1,0.8533536169998115
10,1,19,pre-recog,160,46,filler,neu,2102.0,1,0.7001239550008904
10,1,19,pre-recog,161,110,pre_new,neg_new,9435.0,1,1.0108729249986936
10,1,19,pre-recog,162,149,pre_new,neu_new,8232.0,1,0.9481434509980318
10,1,19,pre-recog,163,19,nt,neg2,2590.0,1,1.010290250997059
10,1,19,pre-recog,164,172,pre_new,pos_new,5910.0,1,0.8114281380003376
10,1,19,pre-recog,165,42,t,pos,7230.0,1,0.9436947439971846
10,1,19,pre-recog,166,28,nt,neg2,9910.0,1,0.7509929619991453
10,1,19,pre-recog,167,121,pre_new,neu_new,2026.0,1,0.7575443950008776
10,1,19,pre-recog,168,170,pre_new,pos_new,4612.0,1,0.8777041020002798
10,1,19,pre-recog,169,8,b,neg1,9187.0,1,0.7714632030001667
10,1,19,pre-recog,170,141,pre_new,neu_new,4605.0,1,0.8505566330022702
10,1,19,pre-recog,171,117,pre_new,neg_new,9903.0,1,1.0189747719996376
10,1,19,pre-recog,172,5,b,neg1,6520.0,1,0.7532922249993135
10,1,19,pre-recog,173,49,t,neu,2308.0,1,1.1526242950021697
10,1,19,pre-recog,174,173,pre_new,pos_new,7279.0,1,2.5860917259997223
10,1,19,pre-recog,175,91,pre_new,neg_new,9031.0,1,0.9910807529995509
10,1,19,pre-recog,176,10,b,neg1,9415.0,1,1.1481565509966458
10,1,19,pre-recog,177,37,filler,pos,2340.0,1,1.4770373920000566
10,1,19,pre-recog,178,78,pre_new,neg_new,3280.0,1,1.9862024629983352
10,1,19,pre-recog,179,151,pre_new,pos_new,1463.0,1,1.9443367540006875
10,1,19,pre-recog,180,124,pre_new,neu_new,2191.0,1,0.7602237730025081
10,1,19,pre-recog,181,20,nt,neg2,3195.0,1,0.6234578990006412
10,1,19,pre-recog,182,47,filler,neu,2272.0,1,0.7101833630003966
10,1,19,pre-recog,183,12,b,neg1,9611.0,1,0.8284051369992085
