IAPS,valence,cond,cue,sub,time,order
2030,pos,sub,glove6,2030,0,311
8031,pos,pre_new,calculator3,8031,0,312
2791,pos,pre_new,bearteddy16,2791,0,313
7580,pos,sub,tape8,7580,0,314
8370,pos,sub,camera7,8370,0,315
8205,pos,sub,seashell9,8205,0,316
5780,pos,sub,turtle3,5780,0,317
8210,pos,pre_new,dumbbell0,8210,0,318
2302,pos,sub,lock14,2302,0,319
2391,pos,pre_new,exercise_equipment5,2391,0,320
4599,pos,sub,powerstrip12,4599,0,321
2331,pos,sub,suitcase9,2331,0,322
1441,pos,sub,cookpot16,1441,0,323
7279,pos,sub,clock1,7279,0,324
2655,pos,sub,key3,2655,0,325
2594,pos,sub,tennisracquet7,2594,0,326
2314,pos,pre_new,windchime16,2314,0,327
8330,pos,pre_new,rollerskates16,8330,0,328
8118,pos,sub,cheesegrater14,8118,0,329
2370,pos,sub,dresser12,2370,0,330
5470,pos,sub,cushion2,5470,0,331
2598,pos,sub,bowtie11,2598,0,332
4700,pos,sub,scale13,4700,0,333
5910,pos,sub,stapler5,5910,0,334
2208,pos,pre_new,microwave1,2208,0,335
8161,pos,sub,frame10,8161,0,336
8600,pos,sub,handbag3,8600,0,337
1605,pos,sub,nunchaku16,1605,0,338
2560,pos,sub,cookie1,2560,0,339
8030,pos,sub,gift15,8030,0,340
8497,pos,pre_new,balloon10,8497,0,341
2156,pos,sub,scissors5,2156,0,342
4628,pos,sub,button5,4628,0,343
1419,pos,sub,butterfly8,1419,0,344
1731,pos,sub,hairbrush9,1731,0,345
2037,pos,sub,decorativescreen10,2037,0,346
4614,pos,sub,broom11,4614,0,347
2158,pos,sub,cheese8,2158,0,348
2346,pos,pre_new,tent4,2346,0,349
7405,pos,sub,hanger9,7405,0,350
2224,pos,sub,chessboard14,2224,0,351
2299,pos,sub,binoculars14,2299,0,352
5199,pos,sub,frisbee0,5199,0,353
2388,pos,sub,vase15,2388,0,354
1750,pos,pre_new,cookingpan3,1750,0,355
5910,pos,sub,stapler5,5910,1,366
5199,pos,sub,frisbee0,5199,1,367
1441,pos,sub,cookpot16,1441,1,368
2560,pos,sub,cookie1,2560,1,369
2594,pos,sub,tennisracquet7,2594,1,370
4599,pos,sub,powerstrip12,4599,1,371
2388,pos,sub,vase15,2388,1,372
2224,pos,sub,chessboard14,2224,1,373
2655,pos,sub,key3,2655,1,374
4628,pos,sub,button5,4628,1,375
1731,pos,sub,hairbrush9,1731,1,376
8030,pos,sub,gift15,8030,1,377
2302,pos,sub,lock14,2302,1,378
7580,pos,sub,tape8,7580,1,379
2037,pos,sub,decorativescreen10,2037,1,380
8600,pos,sub,handbag3,8600,1,381
8205,pos,sub,seashell9,8205,1,382
1605,pos,sub,nunchaku16,1605,1,383
2331,pos,sub,suitcase9,2331,1,384
4614,pos,sub,broom11,4614,1,385
5470,pos,sub,cushion2,5470,1,386
2370,pos,sub,dresser12,2370,1,387
2030,pos,sub,glove6,2030,1,388
8370,pos,sub,camera7,8370,1,389
2158,pos,sub,cheese8,2158,1,390
2598,pos,sub,bowtie11,2598,1,391
8161,pos,sub,frame10,8161,1,392
2156,pos,sub,scissors5,2156,1,393
2299,pos,sub,binoculars14,2299,1,394
7405,pos,sub,hanger9,7405,1,395
8118,pos,sub,cheesegrater14,8118,1,396
4700,pos,sub,scale13,4700,1,397
1419,pos,sub,butterfly8,1419,1,398
5780,pos,sub,turtle3,5780,1,399
7279,pos,sub,clock1,7279,1,400
