subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
9,0,23,encoding,0,42,filler,pos,binoculars14,7230.0
9,0,23,encoding,1,51,filler,neu,turtle3,2382.0
9,0,23,encoding,2,55,filler,neu,butterfly8,2487.0
9,0,23,encoding,3,48,filler,neu,dumbbell0,2273.0
9,0,23,encoding,4,59,filler,neu,cookie1,7057.0
9,0,23,encoding,5,1,nt,neg1,rollerskates16,2750.0
9,0,23,encoding,6,31,t,pos,bowtie11,1601.0
9,0,23,encoding,7,27,b,neg2,scale13,9599.0
9,0,23,encoding,8,30,t,pos,stapler5,1340.0
9,0,23,encoding,9,4,nt,neg1,microwave1,6212.0
9,0,23,encoding,10,26,b,neg2,vase15,9425.0
9,0,23,encoding,11,28,b,neg2,backpack6,9910.0
9,0,23,encoding,12,25,b,neg2,scissors5,9321.0
9,0,23,encoding,13,6,nt,neg1,exercise_equipment5,6838.0
9,0,23,encoding,14,54,t,neu,hairbrush9,2396.0
9,0,23,encoding,15,47,t,neu,balloon10,2272.0
9,0,23,encoding,16,32,t,pos,camera7,1659.0
9,0,23,encoding,17,23,b,neg2,tape8,9163.0
9,0,23,encoding,18,45,t,neu,nunchaku16,1303.0
9,0,23,encoding,19,8,nt,neg1,cheese8,9187.0
9,0,23,encoding,20,5,nt,neg1,seashell9,6520.0
9,0,23,encoding,21,17,b,neg2,lei9,2456.0
9,0,23,encoding,22,36,t,pos,frisbee0,2154.0
9,0,23,encoding,23,12,nt,neg1,bonzai14,9611.0
9,0,23,encoding,24,57,t,neu,calculator3,2870.0
9,0,23,encoding,25,9,nt,neg1,key3,9290.0
9,0,23,encoding,26,46,t,neu,broom11,2102.0
9,0,23,encoding,27,14,nt,neg1,powerstrip12,9909.0
9,0,23,encoding,28,24,b,neg2,gift15,9301.0
9,0,23,encoding,29,35,t,pos,handbag3,2091.0
9,0,23,encoding,30,13,nt,neg1,ringbinder8,9908.0
9,0,23,encoding,31,11,nt,neg1,fan2,9428.0
9,0,23,encoding,32,2,nt,neg1,compass1,3216.0
9,0,23,encoding,33,49,t,neu,cushion2,2308.0
9,0,23,encoding,34,19,b,neg2,microscope1,2590.0
9,0,23,encoding,35,50,t,neu,cookingpan3,2309.0
9,0,23,encoding,36,22,b,neg2,doorknob4,6821.0
9,0,23,encoding,37,41,t,pos,windchime16,4626.0
9,0,23,encoding,38,10,nt,neg1,coin15,9415.0
9,0,23,encoding,39,20,b,neg2,tennisracquet7,3195.0
9,0,23,encoding,40,37,t,pos,tent4,2340.0
9,0,23,encoding,41,7,nt,neg1,dresser12,9075.0
9,0,23,encoding,42,18,b,neg2,frame10,2490.0
9,0,23,encoding,43,34,t,pos,lock14,1920.0
9,0,23,encoding,44,29,b,neg2,clock1,9921.0
9,0,23,encoding,45,0,nt,neg1,toothpaste14,2683.0
9,0,23,encoding,46,53,t,neu,decorativescreen10,2390.0
9,0,23,encoding,47,43,t,pos,bearteddy16,7325.0
9,0,23,encoding,48,15,b,neg2,cheesegrater14,2205.0
9,0,23,encoding,49,38,t,pos,suitcase9,2373.0
9,0,23,encoding,50,52,t,neu,hourglass16,2383.0
9,0,23,encoding,51,56,t,neu,pokercard14,2749.0
9,0,23,encoding,52,16,b,neg2,garbagetrash14,2345.1
9,0,23,encoding,53,3,nt,neg1,abacus9,3300.0
9,0,23,encoding,54,21,b,neg2,glove6,3500.0
9,0,23,encoding,55,44,filler,pos,button5,8120.0
9,0,23,encoding,56,33,filler,pos,chessboard14,1710.0
9,0,23,encoding,57,39,filler,pos,umbrella2,2398.0
9,0,23,encoding,58,58,filler,neu,cookpot16,2980.0
9,0,23,encoding,59,40,filler,pos,hanger9,2530.0
