itemID,cond,value,subjID,gender,age,CB
0,d,3,44,1,18,2
1,d,3,44,1,18,2
2,d,4,44,1,18,2
3,d,3,44,1,18,2
4,b,2,44,1,18,2
5,d,2,44,1,18,2
6,r,4,44,1,18,2
7,d,1,44,1,18,2
8,d,4,44,1,18,2
9,b,3,44,1,18,2
10,r,1,44,1,18,2
11,r,1,44,1,18,2
12,b,4,44,1,18,2
13,d,3,44,1,18,2
14,b,2,44,1,18,2
15,b,3,44,1,18,2
16,d,3,44,1,18,2
17,d,3,44,1,18,2
18,d,3,44,1,18,2
19,r,2,44,1,18,2
20,r,1,44,1,18,2
21,d,3,44,1,18,2
