subjID,gender,age,phaseName,order,itemID,TNTcond,valence,cue,tar
23,0,20,encoding,0,59,filler,neu,coin15,7057.0
23,0,20,encoding,1,42,filler,pos,button5,7230.0
23,0,20,encoding,2,34,filler,pos,frame10,1920.0
23,0,20,encoding,3,37,filler,pos,camera7,2340.0
23,0,20,encoding,4,57,filler,neu,cookpot16,2870.0
23,0,20,encoding,5,8,nt,neg1,tent4,9187.0
23,0,20,encoding,6,6,nt,neg1,dumbbell0,6838.0
23,0,20,encoding,7,33,t,pos,frisbee0,1710.0
23,0,20,encoding,8,27,b,neg2,umbrella2,9599.0
23,0,20,encoding,9,13,nt,neg1,clock1,9908.0
23,0,20,encoding,10,10,nt,neg1,microwave1,9415.0
23,0,20,encoding,11,46,t,neu,hanger9,2102.0
23,0,20,encoding,12,39,t,pos,windchime16,2398.0
23,0,20,encoding,13,29,b,neg2,cookingpan3,9921.0
23,0,20,encoding,14,56,t,neu,doorknob4,2749.0
23,0,20,encoding,15,20,b,neg2,glove6,3195.0
23,0,20,encoding,16,50,t,neu,tape8,2309.0
23,0,20,encoding,17,11,nt,neg1,exercise_equipment5,9428.0
23,0,20,encoding,18,23,b,neg2,suitcase9,9163.0
23,0,20,encoding,19,25,b,neg2,microscope1,9321.0
23,0,20,encoding,20,18,b,neg2,pokercard14,2490.0
23,0,20,encoding,21,55,t,neu,bowtie11,2487.0
23,0,20,encoding,22,5,nt,neg1,chessboard14,6520.0
23,0,20,encoding,23,3,nt,neg1,tennisracquet7,3300.0
23,0,20,encoding,24,28,b,neg2,broom11,9910.0
23,0,20,encoding,25,32,t,pos,calculator3,1659.0
23,0,20,encoding,26,45,t,neu,gift15,1303.0
23,0,20,encoding,27,22,b,neg2,toothpaste14,6821.0
23,0,20,encoding,28,53,t,neu,ringbinder8,2390.0
23,0,20,encoding,29,4,nt,neg1,bonzai14,6212.0
23,0,20,encoding,30,7,nt,neg1,hairbrush9,9075.0
23,0,20,encoding,31,52,t,neu,turtle3,2383.0
23,0,20,encoding,32,14,nt,neg1,decorativescreen10,9909.0
23,0,20,encoding,33,19,b,neg2,stapler5,2590.0
23,0,20,encoding,34,41,t,pos,scissors5,4626.0
23,0,20,encoding,35,40,t,pos,backpack6,2530.0
23,0,20,encoding,36,24,b,neg2,butterfly8,9301.0
23,0,20,encoding,37,26,b,neg2,seashell9,9425.0
23,0,20,encoding,38,49,t,neu,dresser12,2308.0
23,0,20,encoding,39,44,t,pos,scale13,8120.0
23,0,20,encoding,40,15,b,neg2,powerstrip12,2205.0
23,0,20,encoding,41,36,t,pos,binoculars14,2154.0
23,0,20,encoding,42,12,nt,neg1,garbagetrash14,9611.0
23,0,20,encoding,43,21,b,neg2,hourglass16,3500.0
23,0,20,encoding,44,9,nt,neg1,handbag3,9290.0
23,0,20,encoding,45,43,t,pos,bearteddy16,7325.0
23,0,20,encoding,46,1,nt,neg1,cheese8,2750.0
23,0,20,encoding,47,0,nt,neg1,cheesegrater14,2683.0
23,0,20,encoding,48,38,t,pos,compass1,2373.0
23,0,20,encoding,49,16,b,neg2,abacus9,2345.1
23,0,20,encoding,50,31,t,pos,cookie1,1601.0
23,0,20,encoding,51,54,t,neu,balloon10,2396.0
23,0,20,encoding,52,2,nt,neg1,key3,3216.0
23,0,20,encoding,53,17,b,neg2,fan2,2456.0
23,0,20,encoding,54,48,t,neu,cushion2,2273.0
23,0,20,encoding,55,47,filler,neu,nunchaku16,2272.0
23,0,20,encoding,56,58,filler,neu,lei9,2980.0
23,0,20,encoding,57,30,filler,pos,rollerskates16,1340.0
23,0,20,encoding,58,35,filler,pos,lock14,2091.0
23,0,20,encoding,59,51,filler,neu,vase15,2382.0
