itemID,cond,value,subjID,gender,age,CB
0,d,3,2,0,21,2
1,d,3,2,0,21,2
2,d,4,2,0,21,2
3,d,3,2,0,21,2
4,b,4,2,0,21,2
5,d,2,2,0,21,2
6,r,4,2,0,21,2
7,d,2,2,0,21,2
8,d,3,2,0,21,2
9,b,1,2,0,21,2
10,r,4,2,0,21,2
11,r,1,2,0,21,2
12,b,1,2,0,21,2
13,d,4,2,0,21,2
14,b,2,2,0,21,2
15,b,3,2,0,21,2
16,d,4,2,0,21,2
17,d,4,2,0,21,2
18,d,3,2,0,21,2
19,r,4,2,0,21,2
20,r,3,2,0,21,2
21,d,4,2,0,21,2
