IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,correct,RT
2095,pre_new,NA,95,neg,36,1,19,1,122,1,0.704037420999839
6212,nt,frame10,4,neg1,36,1,19,1,123,1,0.6983121160001247
2120,pre_new,NA,96,neg,36,1,19,1,124,1,0.6046501299999818
2340,t,cookingpan3,37,pos,36,1,19,1,125,1,0.6108338469998671
9910,b,bearteddy16,28,neg2,36,1,19,1,126,1,0.630336165000017
2396,t,exercise_equipment5,54,neu,36,1,19,1,127,1,0.6001939479999692
2156,pre_new,NA,66,pos,36,1,19,1,128,1,0.7250939890000154
1659,t,turtle3,32,pos,36,1,19,1,129,1,0.614626201999954
9611,nt,cheese8,12,neg1,36,1,19,1,130,1,0.6503105510000751
2900,pre_new,NA,104,neg,36,1,19,1,131,1,0.6365469429999848
2750,nt,toothpaste14,1,neg1,36,1,19,1,132,1,0.6142226029999165
9921,b,dresser12,29,neg2,36,1,19,1,133,1,0.6199535480000122
8330,pre_new,NA,86,pos,36,1,19,1,134,1,0.6240022199999657
3500,b,nunchaku16,21,neg2,36,1,19,1,135,1,0.8771694110000681
2299,pre_new,NA,82,pos,36,1,19,1,136,1,0.7245190369999364
9621,pre_new,NA,143,neg,36,1,19,1,137,1,0.6746527689999766
2382,t,key3,51,neu,36,1,19,1,138,1,0.8386594689998219
3195,b,broom11,20,neg2,36,1,19,1,139,1,0.608224663999863
1303,filler,stapler5,45,neu,36,1,19,1,140,1,0.8007349100000738
9427,pre_new,NA,138,neg,36,1,19,1,141,1,0.7370845660000214
2346,pre_new,NA,61,pos,36,1,19,1,142,1,0.6997967719998996
9428,nt,butterfly8,11,neg1,36,1,19,1,143,1,0.7567999090001649
9301,b,hanger9,24,neg2,36,1,19,1,144,1,0.650682136000114
7620,pre_new,NA,177,neu,36,1,19,1,145,1,0.8042261149998922
2154,t,cheesegrater14,36,pos,36,1,19,1,146,1,0.6218286480000188
2700,pre_new,NA,100,neg,36,1,19,1,147,1,1.0076269630001207
6571,pre_new,NA,116,neg,36,1,19,1,148,1,0.7713264360002086
1920,t,cushion2,34,pos,36,1,19,1,149,1,0.6689894410001216
2039,pre_new,NA,93,neg,36,1,19,1,150,1,0.6477577200000724
2309,t,bowtie11,50,neu,36,1,19,1,151,1,0.625685226999849
2272,filler,fan2,47,neu,36,1,19,1,152,1,0.5986297130000366
2980,t,handbag3,58,neu,36,1,19,1,153,1,0.6509702769999421
2141,pre_new,NA,97,neg,36,1,19,1,154,1,0.6852083230000972
2091,t,umbrella2,35,pos,36,1,19,1,155,1,0.6002649590000146
2205,b,balloon10,15,neg2,36,1,19,1,156,1,0.6706911329999912
7495,pre_new,NA,175,neu,36,1,19,1,157,1,0.585973051999872
2749,filler,microscope1,56,neu,36,1,19,1,158,1,0.6117497259999709
2398,filler,seashell9,39,pos,36,1,19,1,159,1,0.5999553740000465
6821,b,calculator3,22,neg2,36,1,19,1,160,1,0.612147208000124
7057,t,bonzai14,59,neu,36,1,19,1,161,1,0.6007196970001587
1441,pre_new,NA,87,pos,36,1,19,1,162,1,0.6225542539998514
8492,pre_new,NA,77,pos,36,1,19,1,163,1,0.6538874099999248
9908,nt,coin15,13,neg1,36,1,19,1,164,1,1.2040606230000321
9903,pre_new,NA,147,neg,36,1,19,1,165,1,1.0701675889999933
4621,pre_new,NA,110,neg,36,1,19,1,166,1,0.6518674239998745
2235,pre_new,NA,155,neu,36,1,19,1,167,1,0.6724125759999424
9031,pre_new,NA,121,neg,36,1,19,1,168,1,0.6725293130000409
2383,t,button5,52,neu,36,1,19,1,169,1,0.6495419260002109
7359,pre_new,NA,119,neg,36,1,19,1,170,1,0.6580966310000349
9452,pre_new,NA,141,neg,36,1,19,1,171,1,0.6215895999998793
2400,pre_new,NA,159,neu,36,1,19,1,172,1,0.7393756900000881
2308,filler,hourglass16,49,neu,36,1,19,1,173,1,0.6735789199999545
9425,b,tape8,26,neg2,36,1,19,1,174,1,0.6894130470000164
2595,pre_new,NA,168,neu,36,1,19,1,175,1,0.6702465430000757
1710,t,lock14,33,pos,36,1,19,1,176,1,0.6500608050000665
2390,filler,powerstrip12,53,neu,36,1,19,1,177,0,0.7425016300001062
9927,pre_new,NA,149,neg,36,1,19,1,178,1,0.7528935160000856
2345.1,b,compass1,16,neg2,36,1,19,1,179,1,0.602952655000081
2388,pre_new,NA,60,pos,36,1,19,1,180,1,0.7032397800001036
3216,nt,scale13,2,neg1,36,1,19,1,181,1,1.0908734839999852
6838,nt,clock1,6,neg1,36,1,19,1,182,1,0.6271991640001033
9424,pre_new,NA,137,neg,36,1,19,1,183,1,0.6667084119999345
3211,pre_new,NA,169,neu,36,1,19,1,184,1,0.8055274700000155
4700,pre_new,NA,80,pos,36,1,19,1,185,1,0.8986989479999465
2273,t,abacus9,48,neu,36,1,19,1,186,1,0.5416667529998449
2339,pre_new,NA,79,pos,36,1,19,1,187,1,0.5734614220000367
9599,b,frisbee0,27,neg2,36,1,19,1,188,1,0.7399794430000384
9300,pre_new,NA,128,neg,36,1,19,1,189,1,0.7620510159999867
6315,pre_new,NA,114,neg,36,1,19,1,190,1,0.8274118649999309
2053,pre_new,NA,94,neg,36,1,19,1,191,1,0.6190750709999975
7242,pre_new,NA,174,neu,36,1,19,1,192,1,0.6900501019999865
2435,pre_new,NA,161,neu,36,1,19,1,193,1,0.7871565909999845
9163,b,scissors5,23,neg2,36,1,19,1,194,1,0.7085435799999686
2224,pre_new,NA,73,pos,36,1,19,1,195,1,0.6498821860000135
