IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2340,filler,cookpot16,37,pos,11,1,24,1,0
2749,filler,compass1,56,neu,11,1,24,1,1
2273,filler,ringbinder8,48,neu,11,1,24,1,2
7230,filler,handbag3,42,pos,11,1,24,1,3
2487,filler,toothpaste14,55,neu,11,1,24,1,4
6838,nt,button5,6,neg1,11,1,24,1,5
2456,b,exercise_equipment5,17,neg2,11,1,24,1,6
2396,t,cheesegrater14,54,neu,11,1,24,1,7
2154,t,turtle3,36,pos,11,1,24,1,8
8120,t,powerstrip12,44,pos,11,1,24,1,9
9075,nt,rollerskates16,7,neg1,11,1,24,1,10
9163,b,gift15,23,neg2,11,1,24,1,11
2683,nt,lei9,0,neg1,11,1,24,1,12
2382,t,broom11,51,neu,11,1,24,1,13
7325,t,binoculars14,43,pos,11,1,24,1,14
1710,t,hourglass16,33,pos,11,1,24,1,15
9908,nt,decorativescreen10,13,neg1,11,1,24,1,16
7057,t,dumbbell0,59,neu,11,1,24,1,17
2205,b,butterfly8,15,neg2,11,1,24,1,18
2345.1,b,windchime16,16,neg2,11,1,24,1,19
6212,nt,cookingpan3,4,neg1,11,1,24,1,20
3216,nt,pokercard14,2,neg1,11,1,24,1,21
9611,nt,tape8,12,neg1,11,1,24,1,22
3195,b,microwave1,20,neg2,11,1,24,1,23
2490,b,suitcase9,18,neg2,11,1,24,1,24
2091,t,umbrella2,35,pos,11,1,24,1,25
2530,t,backpack6,40,pos,11,1,24,1,26
6520,nt,microscope1,5,neg1,11,1,24,1,27
2308,t,dresser12,49,neu,11,1,24,1,28
2102,t,glove6,46,neu,11,1,24,1,29
3300,nt,nunchaku16,3,neg1,11,1,24,1,30
2383,t,hairbrush9,52,neu,11,1,24,1,31
9921,b,stapler5,29,neg2,11,1,24,1,32
1340,t,camera7,30,pos,11,1,24,1,33
9290,nt,scale13,9,neg1,11,1,24,1,34
2390,t,cheese8,53,neu,11,1,24,1,35
3500,b,lock14,21,neg2,11,1,24,1,36
9415,nt,tent4,10,neg1,11,1,24,1,37
2309,t,cookie1,50,neu,11,1,24,1,38
6821,b,garbagetrash14,22,neg2,11,1,24,1,39
9187,nt,balloon10,8,neg1,11,1,24,1,40
9425,b,clock1,26,neg2,11,1,24,1,41
9599,b,abacus9,27,neg2,11,1,24,1,42
9321,b,hanger9,25,neg2,11,1,24,1,43
1601,t,bowtie11,31,pos,11,1,24,1,44
2272,t,frame10,47,neu,11,1,24,1,45
9301,b,doorknob4,24,neg2,11,1,24,1,46
2980,t,coin15,58,neu,11,1,24,1,47
9910,b,frisbee0,28,neg2,11,1,24,1,48
2398,t,calculator3,39,pos,11,1,24,1,49
1659,t,bearteddy16,32,pos,11,1,24,1,50
2590,b,chessboard14,19,neg2,11,1,24,1,51
9909,nt,vase15,14,neg1,11,1,24,1,52
9428,nt,bonzai14,11,neg1,11,1,24,1,53
2750,nt,cushion2,1,neg1,11,1,24,1,54
1303,filler,scissors5,45,neu,11,1,24,1,55
1920,filler,seashell9,34,pos,11,1,24,1,56
4626,filler,tennisracquet7,41,pos,11,1,24,1,57
2373,filler,key3,38,pos,11,1,24,1,58
2870,filler,fan2,57,neu,11,1,24,1,59
