IAPS,valence,cond,cue,sub,time,order
1650,pos,sub,windchime16,1650,0,342
5199,pos,sub,bearteddy16,5199,0,343
7280,pos,pre_new,frame10,7280,0,344
2560,pos,pre_new,cookingpan3,2560,0,345
2391,pos,sub,coin15,2391,0,346
7440,pos,sub,cushion2,7440,0,347
8031,pos,sub,clock1,8031,0,348
2791,pos,sub,seashell9,2791,0,349
8497,pos,pre_new,key3,8497,0,350
5726,pos,sub,stapler5,5726,0,351
8600,pos,sub,garbagetrash14,8600,0,352
2035,pos,sub,compass1,2035,0,353
2331,pos,pre_new,butterfly8,2331,0,354
2314,pos,sub,backpack6,2314,0,355
2370,pos,sub,broom11,2370,0,356
8499,pos,sub,powerstrip12,8499,0,357
8161,pos,pre_new,bowtie11,8161,0,358
1731,pos,sub,binoculars14,1731,0,359
5780,pos,sub,hourglass16,5780,0,360
2341,pos,sub,pokercard14,2341,0,361
1750,pos,sub,glove6,1750,0,362
8210,pos,pre_new,lei9,8210,0,363
4616,pos,pre_new,scale13,4616,0,364
2389,pos,sub,toothpaste14,2389,0,365
5833,pos,sub,tent4,5833,0,366
2299,pos,sub,ringbinder8,2299,0,367
8030,pos,sub,button5,8030,0,368
7405,pos,sub,vase15,7405,0,369
2158,pos,sub,gift15,2158,0,370
4700,pos,pre_new,cheese8,4700,0,371
2598,pos,sub,scissors5,2598,0,372
8370,pos,sub,hairbrush9,8370,0,373
2388,pos,sub,dumbbell0,2388,0,374
2030,pos,sub,suitcase9,2030,0,375
4614,pos,sub,exercise_equipment5,4614,0,376
4599,pos,sub,nunchaku16,4599,0,377
5470,pos,pre_new,fan2,5470,0,378
5621,pos,pre_new,rollerskates16,5621,0,379
7580,pos,sub,tape8,7580,0,380
4612,pos,sub,chessboard14,4612,0,381
8492,pos,sub,umbrella2,8492,0,382
2346,pos,sub,frisbee0,2346,0,383
1419,pos,sub,calculator3,1419,0,384
4628,pos,sub,cookpot16,4628,0,385
2224,pos,sub,decorativescreen10,2224,0,386
2346,pos,sub,frisbee0,2346,1,397
4599,pos,sub,nunchaku16,4599,1,398
4614,pos,sub,exercise_equipment5,4614,1,399
5780,pos,sub,hourglass16,5780,1,400
5833,pos,sub,tent4,5833,1,401
2030,pos,sub,suitcase9,2030,1,402
2158,pos,sub,gift15,2158,1,403
2388,pos,sub,dumbbell0,2388,1,404
1650,pos,sub,windchime16,1650,1,405
2341,pos,sub,pokercard14,2341,1,406
2035,pos,sub,compass1,2035,1,407
8031,pos,sub,clock1,8031,1,408
1750,pos,sub,glove6,1750,1,409
2314,pos,sub,backpack6,2314,1,410
7440,pos,sub,cushion2,7440,1,411
2391,pos,sub,coin15,2391,1,412
8600,pos,sub,garbagetrash14,8600,1,413
7580,pos,sub,tape8,7580,1,414
2224,pos,sub,decorativescreen10,2224,1,415
2370,pos,sub,broom11,2370,1,416
2791,pos,sub,seashell9,2791,1,417
4628,pos,sub,cookpot16,4628,1,418
1731,pos,sub,binoculars14,1731,1,419
4612,pos,sub,chessboard14,4612,1,420
1419,pos,sub,calculator3,1419,1,421
5726,pos,sub,stapler5,5726,1,422
2299,pos,sub,ringbinder8,2299,1,423
2598,pos,sub,scissors5,2598,1,424
8030,pos,sub,button5,8030,1,425
7405,pos,sub,vase15,7405,1,426
5199,pos,sub,bearteddy16,5199,1,427
2389,pos,sub,toothpaste14,2389,1,428
8370,pos,sub,hairbrush9,8370,1,429
8499,pos,sub,powerstrip12,8499,1,430
8492,pos,sub,umbrella2,8492,1,431
