IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
2487,filler,decorativescreen10,55,neu,2,0,21,2,938,3,3,1
2398,filler,lei9,39,pos,2,0,21,2,939,6,3,1
2383,filler,camera7,52,neu,2,0,21,2,940,5,2,1
2390,filler,cookie1,53,neu,2,0,21,2,941,6,2,1
1710,filler,microwave1,33,pos,2,0,21,2,942,6,2,1
9921,nt,dumbbell0,29,neg2,2,0,21,2,943,3,7,1
9908,b,fan2,13,neg1,2,0,21,2,944,3,7,1
2683,b,hourglass16,0,neg1,2,0,21,2,945,4,5,1
8120,t,exercise_equipment5,44,pos,2,0,21,2,946,5,3,1
9599,nt,coin15,27,neg2,2,0,21,2,947,2,7,1
9290,b,glove6,9,neg1,2,0,21,2,948,3,5,1
3500,nt,vase15,21,neg2,2,0,21,2,949,4,4,1
2205,nt,calculator3,15,neg2,2,0,21,2,950,5,4,1
2102,t,cushion2,46,neu,2,0,21,2,951,7,3,1
2091,t,bonzai14,35,pos,2,0,21,2,952,6,2,1
2749,t,butterfly8,56,neu,2,0,21,2,953,6,2,1
2590,nt,stapler5,19,neg2,2,0,21,2,954,5,3,1
2340,t,hairbrush9,37,pos,2,0,21,2,955,5,2,1
9425,nt,tent4,26,neg2,2,0,21,2,956,4,5,1
2309,t,broom11,50,neu,2,0,21,2,957,6,2,1
6821,nt,nunchaku16,22,neg2,2,0,21,2,958,3,6,1
3216,b,scale13,2,neg1,2,0,21,2,959,4,7,1
9909,b,button5,14,neg1,2,0,21,2,960,3,6,1
6838,b,hanger9,6,neg1,2,0,21,2,961,4,5,1
9910,nt,balloon10,28,neg2,2,0,21,2,962,4,5,1
9428,b,garbagetrash14,11,neg1,2,0,21,2,963,3,7,1
2530,t,bearteddy16,40,pos,2,0,21,2,964,6,2,1
3195,nt,compass1,20,neg2,2,0,21,2,965,2,7,1
9163,nt,tennisracquet7,23,neg2,2,0,21,2,966,4,6,1
9415,b,backpack6,10,neg1,2,0,21,2,967,4,4,1
1340,t,cookingpan3,30,pos,2,0,21,2,968,5,2,1
2273,t,gift15,48,neu,2,0,21,2,969,5,3,1
1303,t,scissors5,45,neu,2,0,21,2,970,6,2,1
2345.1,nt,cheesegrater14,16,neg2,2,0,21,2,971,3,7,1
9301,nt,cheese8,24,neg2,2,0,21,2,972,1,6,1
1601,t,umbrella2,31,pos,2,0,21,2,973,6,2,1
9611,b,powerstrip12,12,neg1,2,0,21,2,974,3,7,1
1659,t,bowtie11,32,pos,2,0,21,2,975,5,3,1
2490,nt,frisbee0,18,neg2,2,0,21,2,976,4,4,1
7230,t,key3,42,pos,2,0,21,2,977,7,5,1
9187,b,seashell9,8,neg1,2,0,21,2,978,3,7,1
9321,nt,chessboard14,25,neg2,2,0,21,2,979,2,7,1
2272,t,tape8,47,neu,2,0,21,2,980,5,3,1
6520,b,rollerskates16,5,neg1,2,0,21,2,981,4,5,1
9075,b,frame10,7,neg1,2,0,21,2,982,4,6,1
6212,b,doorknob4,4,neg1,2,0,21,2,983,4,7,1
2154,t,suitcase9,36,pos,2,0,21,2,984,5,3,1
7325,t,cookpot16,43,pos,2,0,21,2,985,6,2,1
7057,t,microscope1,59,neu,2,0,21,2,986,8,2,1
3300,b,toothpaste14,3,neg1,2,0,21,2,987,4,6,1
2456,nt,turtle3,17,neg2,2,0,21,2,988,5,3,1
2750,b,abacus9,1,neg1,2,0,21,2,989,5,5,1
2396,t,pokercard14,54,neu,2,0,21,2,990,5,2,1
2382,t,windchime16,51,neu,2,0,21,2,991,6,2,1
2308,t,handbag3,49,neu,2,0,21,2,992,6,2,1
2980,filler,clock1,58,neu,2,0,21,2,993,6,3,1
2373,filler,binoculars14,38,pos,2,0,21,2,994,6,4,1
2870,filler,ringbinder8,57,neu,2,0,21,2,995,4,4,1
1920,filler,dresser12,34,pos,2,0,21,2,996,7,4,1
4626,filler,lock14,41,pos,2,0,21,2,997,6,3,1
