IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,block,intrusion,RT
2308,filler,lock14,49,neu,17,0,20,2,364,0,,0.0
7325,filler,microwave1,43,pos,17,0,20,2,365,0,2,0.937
1659,filler,balloon10,32,pos,17,0,20,2,366,0,1,1.17
2154,filler,garbagetrash14,36,pos,17,0,20,2,367,0,2,0.736
2272,filler,powerstrip12,47,neu,17,0,20,2,368,0,2,0.92
2383,filler,toothpaste14,52,neu,17,0,20,2,369,0,0,0.637
8120,filler,compass1,44,pos,17,0,20,2,370,0,1,0.654
2749,filler,bowtie11,56,neu,17,0,20,2,371,0,2,0.737
1920,filler,glove6,34,pos,17,0,20,2,372,0,2,0.604
2396,filler,scissors5,54,neu,17,0,20,2,373,0,2,0.837
2102,t,broom11,46,neu,17,0,20,2,409,1,1,1.004
9163,nt,hanger9,23,neg2,17,0,20,2,410,1,0,1.254
7230,t,calculator3,42,pos,17,0,20,2,411,1,1,0.604
2309,t,binoculars14,50,neu,17,0,20,2,412,1,2,0.487
6821,nt,butterfly8,22,neg2,17,0,20,2,413,1,0,1.204
2273,t,cookpot16,48,neu,17,0,20,2,414,1,1,1.171
3500,nt,frisbee0,21,neg2,17,0,20,2,415,1,0,0.921
2870,t,clock1,57,neu,17,0,20,2,416,1,0,0.936
9910,nt,cheesegrater14,28,neg2,17,0,20,2,417,1,2,1.004
2382,t,gift15,51,neu,17,0,20,2,418,1,2,1.337
9921,nt,dumbbell0,29,neg2,17,0,20,2,419,1,0,1.02
2205,nt,pokercard14,15,neg2,17,0,20,2,420,1,2,0.871
4626,t,handbag3,41,pos,17,0,20,2,421,1,2,0.77
9425,nt,nunchaku16,26,neg2,17,0,20,2,422,1,0,1.037
1340,t,tape8,30,pos,17,0,20,2,423,1,2,1.387
2340,t,lei9,37,pos,17,0,20,2,424,1,2,0.588
3195,nt,key3,20,neg2,17,0,20,2,425,1,1,1.254
2390,t,ringbinder8,53,neu,17,0,20,2,426,1,2,0.454
9321,nt,cookingpan3,25,neg2,17,0,20,2,427,1,0,0.938
2980,t,seashell9,58,neu,17,0,20,2,428,1,2,1.087
7057,t,scale13,59,neu,17,0,20,2,429,1,,0.0
2091,t,windchime16,35,pos,17,0,20,2,430,1,2,0.721
2590,nt,camera7,19,neg2,17,0,20,2,431,1,0,0.704
2398,t,turtle3,39,pos,17,0,20,2,432,1,2,0.937
2490,nt,umbrella2,18,neg2,17,0,20,2,433,1,2,0.937
2373,t,fan2,38,pos,17,0,20,2,434,1,2,0.37
2487,t,decorativescreen10,55,neu,17,0,20,2,435,1,2,0.47
2345.1,nt,exercise_equipment5,16,neg2,17,0,20,2,436,1,0,0.52
2530,t,bearteddy16,40,pos,17,0,20,2,437,1,2,0.62
2456,nt,chessboard14,17,neg2,17,0,20,2,438,1,2,1.003
1601,t,cheese8,31,pos,17,0,20,2,439,1,2,0.371
9301,nt,cookie1,24,neg2,17,0,20,2,440,1,2,0.403
1303,t,backpack6,45,neu,17,0,20,2,441,1,2,0.437
1710,t,bonzai14,33,pos,17,0,20,2,442,1,2,0.436
9599,nt,dresser12,27,neg2,17,0,20,2,443,1,2,0.887
9321,nt,cookingpan3,25,neg2,17,0,20,2,444,2,2,0.671
1710,t,bonzai14,33,pos,17,0,20,2,445,2,2,0.653
2398,t,turtle3,39,pos,17,0,20,2,446,2,2,0.637
2490,nt,umbrella2,18,neg2,17,0,20,2,447,2,2,0.437
2309,t,binoculars14,50,neu,17,0,20,2,448,2,2,0.488
2870,t,clock1,57,neu,17,0,20,2,449,2,1,0.604
7057,t,scale13,59,neu,17,0,20,2,450,2,2,0.303
9425,nt,nunchaku16,26,neg2,17,0,20,2,451,2,2,0.52
6821,nt,butterfly8,22,neg2,17,0,20,2,452,2,2,0.787
2980,t,seashell9,58,neu,17,0,20,2,453,2,2,0.77
2091,t,windchime16,35,pos,17,0,20,2,454,2,1,1.054
2590,nt,camera7,19,neg2,17,0,20,2,455,2,1,0.921
2487,t,decorativescreen10,55,neu,17,0,20,2,456,2,1,0.72
2345.1,nt,exercise_equipment5,16,neg2,17,0,20,2,457,2,0,0.42
7230,t,calculator3,42,pos,17,0,20,2,458,2,1,0.904
2102,t,broom11,46,neu,17,0,20,2,459,2,2,0.887
2205,nt,pokercard14,15,neg2,17,0,20,2,460,2,1,0.537
9301,nt,cookie1,24,neg2,17,0,20,2,461,2,2,0.37
2273,t,cookpot16,48,neu,17,0,20,2,462,2,2,0.787
9921,nt,dumbbell0,29,neg2,17,0,20,2,463,2,2,0.604
2373,t,fan2,38,pos,17,0,20,2,464,2,2,0.704
2530,t,bearteddy16,40,pos,17,0,20,2,465,2,1,0.887
9599,nt,dresser12,27,neg2,17,0,20,2,466,2,2,0.87
1340,t,tape8,30,pos,17,0,20,2,467,2,1,0.687
9163,nt,hanger9,23,neg2,17,0,20,2,468,2,1,0.754
1303,t,backpack6,45,neu,17,0,20,2,469,2,1,0.77
4626,t,handbag3,41,pos,17,0,20,2,470,2,2,0.837
9910,nt,cheesegrater14,28,neg2,17,0,20,2,471,2,1,0.82
1601,t,cheese8,31,pos,17,0,20,2,472,2,2,0.687
3500,nt,frisbee0,21,neg2,17,0,20,2,473,2,1,0.937
2390,t,ringbinder8,53,neu,17,0,20,2,474,2,2,0.437
2340,t,lei9,37,pos,17,0,20,2,475,2,2,0.454
2456,nt,chessboard14,17,neg2,17,0,20,2,476,2,1,0.937
2382,t,gift15,51,neu,17,0,20,2,477,2,2,0.887
3195,nt,key3,20,neg2,17,0,20,2,478,2,1,1.02
9910,nt,cheesegrater14,28,neg2,17,0,20,2,479,3,1,0.954
4626,t,handbag3,41,pos,17,0,20,2,480,3,1,1.037
2456,nt,chessboard14,17,neg2,17,0,20,2,481,3,0,1.153
2373,t,fan2,38,pos,17,0,20,2,482,3,2,0.753
2590,nt,camera7,19,neg2,17,0,20,2,483,3,0,1.187
2309,t,binoculars14,50,neu,17,0,20,2,484,3,2,0.787
2382,t,gift15,51,neu,17,0,20,2,485,3,2,0.52
2205,nt,pokercard14,15,neg2,17,0,20,2,486,3,0,1.354
2980,t,seashell9,58,neu,17,0,20,2,487,3,2,0.771
9921,nt,dumbbell0,29,neg2,17,0,20,2,488,3,1,0.904
1710,t,bonzai14,33,pos,17,0,20,2,489,3,1,0.92
2398,t,turtle3,39,pos,17,0,20,2,490,3,2,0.821
2870,t,clock1,57,neu,17,0,20,2,491,3,0,0.837
9599,nt,dresser12,27,neg2,17,0,20,2,492,3,1,1.054
9163,nt,hanger9,23,neg2,17,0,20,2,493,3,2,1.254
2273,t,cookpot16,48,neu,17,0,20,2,494,3,0,1.237
9425,nt,nunchaku16,26,neg2,17,0,20,2,495,3,2,1.137
2102,t,broom11,46,neu,17,0,20,2,496,3,2,0.754
2091,t,windchime16,35,pos,17,0,20,2,497,3,2,0.553
2487,t,decorativescreen10,55,neu,17,0,20,2,498,3,2,0.703
3195,nt,key3,20,neg2,17,0,20,2,499,3,0,0.887
3500,nt,frisbee0,21,neg2,17,0,20,2,500,3,1,0.87
2340,t,lei9,37,pos,17,0,20,2,501,3,2,0.738
2530,t,bearteddy16,40,pos,17,0,20,2,502,3,2,0.837
9321,nt,cookingpan3,25,neg2,17,0,20,2,503,3,0,0.604
6821,nt,butterfly8,22,neg2,17,0,20,2,504,3,0,0.754
1340,t,tape8,30,pos,17,0,20,2,505,3,1,1.219
1601,t,cheese8,31,pos,17,0,20,2,506,3,2,0.421
1303,t,backpack6,45,neu,17,0,20,2,507,3,2,0.92
2490,nt,umbrella2,18,neg2,17,0,20,2,508,3,2,1.136
7057,t,scale13,59,neu,17,0,20,2,509,3,2,0.571
9301,nt,cookie1,24,neg2,17,0,20,2,510,3,2,0.67
2390,t,ringbinder8,53,neu,17,0,20,2,511,3,2,0.704
2345.1,nt,exercise_equipment5,16,neg2,17,0,20,2,512,3,0,0.804
7230,t,calculator3,42,pos,17,0,20,2,513,3,1,1.153
2091,t,windchime16,35,pos,17,0,20,2,514,4,2,1.004
9321,nt,cookingpan3,25,neg2,17,0,20,2,515,4,0,0.937
2398,t,turtle3,39,pos,17,0,20,2,516,4,2,1.338
2456,nt,chessboard14,17,neg2,17,0,20,2,517,4,2,1.037
2530,t,bearteddy16,40,pos,17,0,20,2,518,4,1,1.004
2273,t,cookpot16,48,neu,17,0,20,2,519,4,1,0.787
2490,nt,umbrella2,18,neg2,17,0,20,2,520,4,2,0.57
3500,nt,frisbee0,21,neg2,17,0,20,2,521,4,1,0.82
4626,t,handbag3,41,pos,17,0,20,2,522,4,2,0.554
2205,nt,pokercard14,15,neg2,17,0,20,2,523,4,2,0.854
2487,t,decorativescreen10,55,neu,17,0,20,2,524,4,2,0.754
2340,t,lei9,37,pos,17,0,20,2,525,4,2,0.52
3195,nt,key3,20,neg2,17,0,20,2,526,4,2,0.52
7057,t,scale13,59,neu,17,0,20,2,527,4,2,0.403
9910,nt,cheesegrater14,28,neg2,17,0,20,2,528,4,1,0.837
6821,nt,butterfly8,22,neg2,17,0,20,2,529,4,2,0.97
2102,t,broom11,46,neu,17,0,20,2,530,4,2,1.054
2382,t,gift15,51,neu,17,0,20,2,531,4,2,0.654
2390,t,ringbinder8,53,neu,17,0,20,2,532,4,2,0.52
9163,nt,hanger9,23,neg2,17,0,20,2,533,4,1,0.737
2590,nt,camera7,19,neg2,17,0,20,2,534,4,0,0.737
2870,t,clock1,57,neu,17,0,20,2,535,4,0,0.671
9425,nt,nunchaku16,26,neg2,17,0,20,2,536,4,2,1.137
7230,t,calculator3,42,pos,17,0,20,2,537,4,0,0.987
2309,t,binoculars14,50,neu,17,0,20,2,538,4,2,1.353
2373,t,fan2,38,pos,17,0,20,2,539,4,2,0.337
1340,t,tape8,30,pos,17,0,20,2,540,4,2,0.654
9301,nt,cookie1,24,neg2,17,0,20,2,541,4,2,0.654
1601,t,cheese8,31,pos,17,0,20,2,542,4,2,0.704
9599,nt,dresser12,27,neg2,17,0,20,2,543,4,2,0.787
2345.1,nt,exercise_equipment5,16,neg2,17,0,20,2,544,4,2,0.821
2980,t,seashell9,58,neu,17,0,20,2,545,4,2,0.62
1710,t,bonzai14,33,pos,17,0,20,2,546,4,2,0.687
1303,t,backpack6,45,neu,17,0,20,2,547,4,2,0.82
9921,nt,dumbbell0,29,neg2,17,0,20,2,548,4,1,0.37
9301,nt,cookie1,24,neg2,17,0,20,2,549,5,2,0.587
7230,t,calculator3,42,pos,17,0,20,2,550,5,0,0.553
9599,nt,dresser12,27,neg2,17,0,20,2,551,5,2,1.07
2980,t,seashell9,58,neu,17,0,20,2,552,5,2,0.521
2390,t,ringbinder8,53,neu,17,0,20,2,553,5,2,0.37
9425,nt,nunchaku16,26,neg2,17,0,20,2,554,5,2,0.637
2091,t,windchime16,35,pos,17,0,20,2,555,5,2,0.571
2456,nt,chessboard14,17,neg2,17,0,20,2,556,5,0,0.688
2102,t,broom11,46,neu,17,0,20,2,557,5,2,1.102
2309,t,binoculars14,50,neu,17,0,20,2,558,5,2,0.404
2870,t,clock1,57,neu,17,0,20,2,559,5,0,0.637
9921,nt,dumbbell0,29,neg2,17,0,20,2,560,5,1,0.354
6821,nt,butterfly8,22,neg2,17,0,20,2,561,5,2,0.737
2530,t,bearteddy16,40,pos,17,0,20,2,562,5,2,0.937
2273,t,cookpot16,48,neu,17,0,20,2,563,5,2,0.638
1303,t,backpack6,45,neu,17,0,20,2,564,5,2,0.437
2205,nt,pokercard14,15,neg2,17,0,20,2,565,5,1,0.72
2398,t,turtle3,39,pos,17,0,20,2,566,5,2,0.604
1601,t,cheese8,31,pos,17,0,20,2,567,5,2,0.437
9163,nt,hanger9,23,neg2,17,0,20,2,568,5,1,0.37
2345.1,nt,exercise_equipment5,16,neg2,17,0,20,2,569,5,0,0.787
1340,t,tape8,30,pos,17,0,20,2,570,5,2,0.537
3195,nt,key3,20,neg2,17,0,20,2,571,5,2,1.02
7057,t,scale13,59,neu,17,0,20,2,572,5,2,0.353
2590,nt,camera7,19,neg2,17,0,20,2,573,5,0,0.42
2487,t,decorativescreen10,55,neu,17,0,20,2,574,5,2,0.504
4626,t,handbag3,41,pos,17,0,20,2,575,5,2,0.587
1710,t,bonzai14,33,pos,17,0,20,2,576,5,1,0.787
9321,nt,cookingpan3,25,neg2,17,0,20,2,577,5,2,0.504
3500,nt,frisbee0,21,neg2,17,0,20,2,578,5,0,1.003
2340,t,lei9,37,pos,17,0,20,2,579,5,2,0.77
2382,t,gift15,51,neu,17,0,20,2,580,5,2,0.554
2490,nt,umbrella2,18,neg2,17,0,20,2,581,5,1,1.103
9910,nt,cheesegrater14,28,neg2,17,0,20,2,582,5,1,0.771
2373,t,fan2,38,pos,17,0,20,2,583,5,2,0.754
2590,nt,camera7,19,neg2,17,0,20,2,584,6,1,0.854
2273,t,cookpot16,48,neu,17,0,20,2,585,6,2,0.77
