IAPS,valence,cond,cue,sub,time,order
2035,pos,sub,exercise_equipment5,2035,0,330
2156,pos,sub,doorknob4,2156,0,331
2594,pos,pre_new,coin15,2594,0,332
4616,pos,sub,scale13,4616,0,333
2339,pos,sub,garbagetrash14,2339,0,334
2389,pos,pre_new,handbag3,2389,0,335
8161,pos,sub,button5,8161,0,336
2370,pos,sub,bonzai14,2370,0,337
2391,pos,sub,binoculars14,2391,0,338
8031,pos,pre_new,lei9,8031,0,339
2302,pos,sub,windchime16,2302,0,340
1463,pos,sub,butterfly8,1463,0,341
1750,pos,sub,frame10,1750,0,342
7580,pos,sub,tape8,7580,0,343
2030,pos,sub,hanger9,2030,0,344
8162,pos,pre_new,suitcase9,8162,0,345
4614,pos,sub,tennisracquet7,4614,0,346
2158,pos,sub,umbrella2,2158,0,347
8330,pos,pre_new,ringbinder8,8330,0,348
8499,pos,pre_new,broom11,8499,0,349
2037,pos,sub,bearteddy16,2037,0,350
5726,pos,sub,rollerskates16,5726,0,351
1811,pos,sub,cheese8,1811,0,352
2208,pos,sub,backpack6,2208,0,353
1441,pos,pre_new,cheesegrater14,1441,0,354
2216,pos,pre_new,gift15,2216,0,355
2791,pos,sub,hourglass16,2791,0,356
2655,pos,sub,bowtie11,2655,0,357
5199,pos,sub,decorativescreen10,5199,0,358
5833,pos,sub,pokercard14,5833,0,359
2341,pos,sub,scissors5,2341,0,360
8118,pos,pre_new,tent4,8118,0,361
4612,pos,pre_new,cookpot16,4612,0,362
2346,pos,sub,clock1,2346,0,363
1731,pos,sub,cookie1,1731,0,364
7405,pos,sub,nunchaku16,7405,0,365
8497,pos,sub,hairbrush9,8497,0,366
8492,pos,sub,balloon10,8492,0,367
2598,pos,sub,turtle3,2598,0,368
5910,pos,sub,camera7,5910,0,369
2388,pos,sub,glove6,2388,0,370
1419,pos,sub,dresser12,1419,0,371
8210,pos,sub,cookingpan3,8210,0,372
1605,pos,sub,chessboard14,1605,0,373
2331,pos,sub,lock14,2331,0,374
2158,pos,sub,umbrella2,2158,1,385
1419,pos,sub,dresser12,1419,1,386
2156,pos,sub,doorknob4,2156,1,387
2346,pos,sub,clock1,2346,1,388
5910,pos,sub,camera7,5910,1,389
2391,pos,sub,binoculars14,2391,1,390
5726,pos,sub,rollerskates16,5726,1,391
1731,pos,sub,cookie1,1731,1,392
2302,pos,sub,windchime16,2302,1,393
1750,pos,sub,frame10,1750,1,394
2208,pos,sub,backpack6,2208,1,395
8161,pos,sub,button5,8161,1,396
5199,pos,sub,decorativescreen10,5199,1,397
2388,pos,sub,glove6,2388,1,398
2598,pos,sub,turtle3,2598,1,399
4616,pos,sub,scale13,4616,1,400
2791,pos,sub,hourglass16,2791,1,401
7405,pos,sub,nunchaku16,7405,1,402
4614,pos,sub,tennisracquet7,4614,1,403
2037,pos,sub,bearteddy16,2037,1,404
2341,pos,sub,scissors5,2341,1,405
8497,pos,sub,hairbrush9,8497,1,406
2030,pos,sub,hanger9,2030,1,407
2655,pos,sub,bowtie11,2655,1,408
2331,pos,sub,lock14,2331,1,409
2035,pos,sub,exercise_equipment5,2035,1,410
1811,pos,sub,cheese8,1811,1,411
1463,pos,sub,butterfly8,1463,1,412
8492,pos,sub,balloon10,8492,1,413
1605,pos,sub,chessboard14,1605,1,414
8210,pos,sub,cookingpan3,8210,1,415
2370,pos,sub,bonzai14,2370,1,416
7580,pos,sub,tape8,7580,1,417
2339,pos,sub,garbagetrash14,2339,1,418
5833,pos,sub,pokercard14,5833,1,419
