IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
2273,filler,ringbinder8,48,neu,14,1,23,2,0
1710,filler,clock1,33,pos,14,1,23,2,1
4626,filler,cheesegrater14,41,pos,14,1,23,2,2
2340,filler,turtle3,37,pos,14,1,23,2,3
1601,filler,microwave1,31,pos,14,1,23,2,4
9187,b,scissors5,8,neg1,14,1,23,2,5
1659,t,tennisracquet7,32,pos,14,1,23,2,6
9163,nt,cushion2,23,neg2,14,1,23,2,7
2205,nt,hairbrush9,15,neg2,14,1,23,2,8
1340,t,gift15,30,pos,14,1,23,2,9
9909,b,chessboard14,14,neg1,14,1,23,2,10
2154,t,cookpot16,36,pos,14,1,23,2,11
2490,nt,butterfly8,18,neg2,14,1,23,2,12
9921,nt,fan2,29,neg2,14,1,23,2,13
1920,t,bearteddy16,34,pos,14,1,23,2,14
2683,b,powerstrip12,0,neg1,14,1,23,2,15
3300,b,bowtie11,3,neg1,14,1,23,2,16
2102,t,dumbbell0,46,neu,14,1,23,2,17
2309,t,coin15,50,neu,14,1,23,2,18
8120,t,windchime16,44,pos,14,1,23,2,19
2980,t,dresser12,58,neu,14,1,23,2,20
9599,nt,compass1,27,neg2,14,1,23,2,21
2750,b,rollerskates16,1,neg1,14,1,23,2,22
6212,b,stapler5,4,neg1,14,1,23,2,23
3195,nt,backpack6,20,neg2,14,1,23,2,24
2383,t,frame10,52,neu,14,1,23,2,25
9908,b,handbag3,13,neg1,14,1,23,2,26
9428,b,tape8,11,neg1,14,1,23,2,27
2345.1,nt,garbagetrash14,16,neg2,14,1,23,2,28
7325,t,glove6,43,pos,14,1,23,2,29
9075,b,cookingpan3,7,neg1,14,1,23,2,30
2530,t,suitcase9,40,pos,14,1,23,2,31
2382,t,calculator3,51,neu,14,1,23,2,32
2456,nt,lock14,17,neg2,14,1,23,2,33
2091,t,bonzai14,35,pos,14,1,23,2,34
9415,b,umbrella2,10,neg1,14,1,23,2,35
7230,t,binoculars14,42,pos,14,1,23,2,36
2390,t,nunchaku16,53,neu,14,1,23,2,37
2308,t,microscope1,49,neu,14,1,23,2,38
3500,nt,cookie1,21,neg2,14,1,23,2,39
9910,nt,vase15,28,neg2,14,1,23,2,40
3216,b,balloon10,2,neg1,14,1,23,2,41
9425,nt,key3,26,neg2,14,1,23,2,42
2373,t,abacus9,38,pos,14,1,23,2,43
2590,nt,toothpaste14,19,neg2,14,1,23,2,44
6821,nt,camera7,22,neg2,14,1,23,2,45
9301,nt,button5,24,neg2,14,1,23,2,46
9290,b,hanger9,9,neg1,14,1,23,2,47
9321,nt,tent4,25,neg2,14,1,23,2,48
9611,b,hourglass16,12,neg1,14,1,23,2,49
2870,t,cheese8,57,neu,14,1,23,2,50
6520,b,scale13,5,neg1,14,1,23,2,51
2272,t,exercise_equipment5,47,neu,14,1,23,2,52
6838,b,frisbee0,6,neg1,14,1,23,2,53
7057,t,pokercard14,59,neu,14,1,23,2,54
2396,filler,lei9,54,neu,14,1,23,2,55
1303,filler,doorknob4,45,neu,14,1,23,2,56
2398,filler,seashell9,39,pos,14,1,23,2,57
2749,filler,decorativescreen10,56,neu,14,1,23,2,58
2487,filler,broom11,55,neu,14,1,23,2,59
