IAPS,valence,cond,cue,sub,time,order
2389,pos,sub,cookingpan3,2389,0,319
2598,pos,sub,camera7,2598,0,320
8330,pos,pre_new,garbagetrash14,8330,0,321
2370,pos,sub,bowtie11,2370,0,322
8162,pos,sub,cheesegrater14,8162,0,323
5833,pos,sub,abacus9,5833,0,324
2560,pos,sub,stapler5,2560,0,325
2388,pos,pre_new,cookie1,2388,0,326
7280,pos,pre_new,backpack6,7280,0,327
1650,pos,sub,handbag3,1650,0,328
2037,pos,sub,hairbrush9,2037,0,329
5910,pos,pre_new,calculator3,5910,0,330
5621,pos,sub,doorknob4,5621,0,331
1419,pos,sub,coin15,1419,0,332
8497,pos,sub,chessboard14,8497,0,333
8031,pos,sub,bearteddy16,8031,0,334
2391,pos,sub,cheese8,2391,0,335
8492,pos,sub,compass1,8492,0,336
8370,pos,sub,ringbinder8,8370,0,337
2314,pos,sub,butterfly8,2314,0,338
1441,pos,sub,windchime16,1441,0,339
1750,pos,sub,tent4,1750,0,340
5199,pos,sub,microwave1,5199,0,341
1731,pos,sub,binoculars14,1731,0,342
2339,pos,sub,tennisracquet7,2339,0,343
2158,pos,pre_new,pokercard14,2158,0,344
1605,pos,sub,lock14,1605,0,345
8161,pos,sub,decorativescreen10,8161,0,346
1811,pos,sub,vase15,1811,0,347
2208,pos,sub,key3,2208,0,348
2216,pos,sub,glove6,2216,0,349
4614,pos,sub,broom11,4614,0,350
7440,pos,sub,frisbee0,7440,0,351
8205,pos,pre_new,hanger9,8205,0,352
8470,pos,pre_new,seashell9,8470,0,353
5726,pos,sub,balloon10,5726,0,354
8496,pos,sub,suitcase9,8496,0,355
5780,pos,pre_new,dumbbell0,5780,0,356
4612,pos,sub,rollerskates16,4612,0,357
2030,pos,sub,exercise_equipment5,2030,0,358
7580,pos,pre_new,frame10,7580,0,359
2331,pos,sub,umbrella2,2331,0,360
4628,pos,pre_new,fan2,4628,0,361
2035,pos,sub,scissors5,2035,0,362
7405,pos,sub,gift15,7405,0,363
1811,pos,sub,vase15,1811,1,374
2560,pos,sub,stapler5,2560,1,375
5833,pos,sub,abacus9,5833,1,376
1650,pos,sub,handbag3,1650,1,377
2598,pos,sub,camera7,2598,1,378
8162,pos,sub,cheesegrater14,8162,1,379
8497,pos,sub,chessboard14,8497,1,380
2035,pos,sub,scissors5,2035,1,381
2037,pos,sub,hairbrush9,2037,1,382
1731,pos,sub,binoculars14,1731,1,383
8496,pos,sub,suitcase9,8496,1,384
8370,pos,sub,ringbinder8,8370,1,385
1605,pos,sub,lock14,1605,1,386
8161,pos,sub,decorativescreen10,8161,1,387
8031,pos,sub,bearteddy16,8031,1,388
4614,pos,sub,broom11,4614,1,389
2370,pos,sub,bowtie11,2370,1,390
2314,pos,sub,butterfly8,2314,1,391
2391,pos,sub,cheese8,2391,1,392
4612,pos,sub,rollerskates16,4612,1,393
7405,pos,sub,gift15,7405,1,394
2208,pos,sub,key3,2208,1,395
5621,pos,sub,doorknob4,5621,1,396
1419,pos,sub,coin15,1419,1,397
2216,pos,sub,glove6,2216,1,398
2331,pos,sub,umbrella2,2331,1,399
2030,pos,sub,exercise_equipment5,2030,1,400
2339,pos,sub,tennisracquet7,2339,1,401
1750,pos,sub,tent4,1750,1,402
7440,pos,sub,frisbee0,7440,1,403
5726,pos,sub,balloon10,5726,1,404
8492,pos,sub,compass1,8492,1,405
1441,pos,sub,windchime16,1441,1,406
2389,pos,sub,cookingpan3,2389,1,407
5199,pos,sub,microwave1,5199,1,408
