IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order,val,aro,correct
1303,filler,windchime16,45,neu,18,0,22,1,925,5,5,1
7230,filler,hourglass16,42,pos,18,0,22,1,926,3,5,1
7057,filler,nunchaku16,59,neu,18,0,22,1,927,5,1,1
2340,filler,scale13,37,pos,18,0,22,1,928,5,7,1
2373,filler,button5,38,pos,18,0,22,1,929,3,5,0
1920,t,tent4,34,pos,18,0,22,1,930,5,3,0
1601,t,cookie1,31,pos,18,0,22,1,931,6,7,1
2683,nt,microscope1,0,neg1,18,0,22,1,932,5,3,1
3300,nt,broom11,3,neg1,18,0,22,1,933,5,1,0
9425,b,powerstrip12,26,neg2,18,0,22,1,934,3,5,0
9599,b,hairbrush9,27,neg2,18,0,22,1,935,5,2,0
3195,b,pokercard14,20,neg2,18,0,22,1,936,3,1,1
9321,b,fan2,25,neg2,18,0,22,1,937,5,5,0
9187,nt,garbagetrash14,8,neg1,18,0,22,1,938,3,5,0
9290,nt,cookpot16,9,neg1,18,0,22,1,939,5,3,1
2398,t,bearteddy16,39,pos,18,0,22,1,940,7,7,0
2390,t,stapler5,53,neu,18,0,22,1,941,3,3,1
6838,nt,dumbbell0,6,neg1,18,0,22,1,942,5,3,0
2205,b,tennisracquet7,15,neg2,18,0,22,1,943,3,2,0
6520,nt,cheese8,5,neg1,18,0,22,1,944,1,7,1
2980,t,cookingpan3,58,neu,18,0,22,1,945,3,6,1
1710,t,cheesegrater14,33,pos,18,0,22,1,946,5,3,0
9301,b,clock1,24,neg2,18,0,22,1,947,3,5,0
9921,b,frisbee0,29,neg2,18,0,22,1,948,3,3,0
2102,t,cushion2,46,neu,18,0,22,1,949,5,5,0
6212,nt,decorativescreen10,4,neg1,18,0,22,1,950,9,7,0
9075,nt,microwave1,7,neg1,18,0,22,1,951,3,2,1
9909,nt,key3,14,neg1,18,0,22,1,952,5,2,0
2487,t,seashell9,55,neu,18,0,22,1,953,3,1,0
6821,b,gift15,22,neg2,18,0,22,1,954,3,5,1
1659,t,suitcase9,32,pos,18,0,22,1,955,3,2,0
2490,b,tape8,18,neg2,18,0,22,1,956,5,3,0
2382,t,butterfly8,51,neu,18,0,22,1,957,9,3,0
2383,t,balloon10,52,neu,18,0,22,1,958,5,5,0
9415,nt,hanger9,10,neg1,18,0,22,1,959,3,5,0
2345.1,b,scissors5,16,neg2,18,0,22,1,960,2,7,1
2749,t,bonzai14,56,neu,18,0,22,1,961,6,3,0
2530,t,backpack6,40,pos,18,0,22,1,962,7,5,0
2308,t,handbag3,49,neu,18,0,22,1,963,6,3,0
2590,b,exercise_equipment5,19,neg2,18,0,22,1,964,6,5,0
2309,t,dresser12,50,neu,18,0,22,1,965,5,2,0
7325,t,camera7,43,pos,18,0,22,1,966,5,2,1
2870,t,turtle3,57,neu,18,0,22,1,967,6,3,0
9163,b,lock14,23,neg2,18,0,22,1,968,3,3,0
3216,nt,glove6,2,neg1,18,0,22,1,969,7,8,1
9428,nt,coin15,11,neg1,18,0,22,1,970,5,1,0
4626,t,binoculars14,41,pos,18,0,22,1,971,5,5,0
2091,t,bowtie11,35,pos,18,0,22,1,972,7,6,0
2750,nt,ringbinder8,1,neg1,18,0,22,1,973,5,2,0
9611,nt,vase15,12,neg1,18,0,22,1,974,8,3,0
2456,b,toothpaste14,17,neg2,18,0,22,1,975,6,4,0
3500,b,doorknob4,21,neg2,18,0,22,1,976,1,7,1
2154,t,chessboard14,36,pos,18,0,22,1,977,3,4,0
9910,b,lei9,28,neg2,18,0,22,1,978,5,7,0
9908,nt,frame10,13,neg1,18,0,22,1,979,3,3,1
8120,filler,calculator3,44,pos,18,0,22,1,980,7,3,0
2273,filler,compass1,48,neu,18,0,22,1,981,6,1,0
2272,filler,umbrella2,47,neu,18,0,22,1,982,6,3,0
2396,filler,rollerskates16,54,neu,18,0,22,1,983,2,1,0
1340,filler,abacus9,30,pos,18,0,22,1,984,3,1,0
