itemID,cond,value,subjID,gender,age,CB
0,r,3,24,1,19,2
1,n,2,24,1,19,2
2,r,2,24,1,19,2
3,n,3,24,1,19,2
4,r,2,24,1,19,2
5,r,2,24,1,19,2
6,n,2,24,1,19,2
7,n,3,24,1,19,2
8,r,3,24,1,19,2
9,n,4,24,1,19,2
10,n,3,24,1,19,2
11,r,2,24,1,19,2
12,r,1,24,1,19,2
13,n,4,24,1,19,2
14,r,3,24,1,19,2
15,n,4,24,1,19,2
16,n,4,24,1,19,2
17,r,3,24,1,19,2
18,n,4,24,1,19,2
19,r,3,24,1,19,2
