IAPS,TNTcond,cue,itemID,valence,subjID,gender,age,CB,order
1340,filler,balloon10,30,pos,22,1,20,2,0
2398,filler,bonzai14,39,pos,22,1,20,2,1
1303,filler,ringbinder8,45,neu,22,1,20,2,2
2870,filler,powerstrip12,57,neu,22,1,20,2,3
7325,filler,scissors5,43,pos,22,1,20,2,4
2102,t,chessboard14,46,neu,22,1,20,2,5
9301,nt,rollerskates16,24,neg2,22,1,20,2,6
9921,nt,tent4,29,neg2,22,1,20,2,7
9611,b,dumbbell0,12,neg1,22,1,20,2,8
2373,t,fan2,38,pos,22,1,20,2,9
9163,nt,calculator3,23,neg2,22,1,20,2,10
2309,t,gift15,50,neu,22,1,20,2,11
9415,b,turtle3,10,neg1,22,1,20,2,12
2272,t,cookie1,47,neu,22,1,20,2,13
2750,b,key3,1,neg1,22,1,20,2,14
1920,t,scale13,34,pos,22,1,20,2,15
9908,b,bearteddy16,13,neg1,22,1,20,2,16
2340,t,tape8,37,pos,22,1,20,2,17
2456,nt,clock1,17,neg2,22,1,20,2,18
9290,b,coin15,9,neg1,22,1,20,2,19
6520,b,stapler5,5,neg1,22,1,20,2,20
3216,b,umbrella2,2,neg1,22,1,20,2,21
8120,t,dresser12,44,pos,22,1,20,2,22
3500,nt,camera7,21,neg2,22,1,20,2,23
6821,nt,button5,22,neg2,22,1,20,2,24
2273,t,frisbee0,48,neu,22,1,20,2,25
2590,nt,cushion2,19,neg2,22,1,20,2,26
1659,t,cookingpan3,32,pos,22,1,20,2,27
2683,b,garbagetrash14,0,neg1,22,1,20,2,28
2396,t,lei9,54,neu,22,1,20,2,29
2490,nt,exercise_equipment5,18,neg2,22,1,20,2,30
1601,t,glove6,31,pos,22,1,20,2,31
9075,b,vase15,7,neg1,22,1,20,2,32
9321,nt,doorknob4,25,neg2,22,1,20,2,33
2345.1,nt,backpack6,16,neg2,22,1,20,2,34
7230,t,lock14,42,pos,22,1,20,2,35
9599,nt,hanger9,27,neg2,22,1,20,2,36
9187,b,nunchaku16,8,neg1,22,1,20,2,37
3300,b,cheese8,3,neg1,22,1,20,2,38
2390,t,pokercard14,53,neu,22,1,20,2,39
9909,b,seashell9,14,neg1,22,1,20,2,40
6212,b,bowtie11,4,neg1,22,1,20,2,41
2154,t,microwave1,36,pos,22,1,20,2,42
2749,t,abacus9,56,neu,22,1,20,2,43
2382,t,butterfly8,51,neu,22,1,20,2,44
2487,t,hourglass16,55,neu,22,1,20,2,45
2205,nt,hairbrush9,15,neg2,22,1,20,2,46
7057,t,tennisracquet7,59,neu,22,1,20,2,47
9428,b,decorativescreen10,11,neg1,22,1,20,2,48
9425,nt,frame10,26,neg2,22,1,20,2,49
6838,b,microscope1,6,neg1,22,1,20,2,50
2091,t,windchime16,35,pos,22,1,20,2,51
2530,t,suitcase9,40,pos,22,1,20,2,52
3195,nt,cheesegrater14,20,neg2,22,1,20,2,53
9910,nt,broom11,28,neg2,22,1,20,2,54
4626,filler,handbag3,41,pos,22,1,20,2,55
2383,filler,cookpot16,52,neu,22,1,20,2,56
2308,filler,toothpaste14,49,neu,22,1,20,2,57
1710,filler,compass1,33,pos,22,1,20,2,58
2980,filler,binoculars14,58,neu,22,1,20,2,59
