IAPS,valence,cond,cue,sub,time,order
8162,pos,pre_new,cheese8,8162,0,323
4599,pos,sub,rollerskates16,4599,0,324
7279,pos,sub,stapler5,7279,0,325
1750,pos,sub,lock14,1750,0,326
2035,pos,sub,frisbee0,2035,0,327
2389,pos,sub,windchime16,2389,0,328
5780,pos,sub,abacus9,5780,0,329
8499,pos,sub,coin15,8499,0,330
7580,pos,sub,butterfly8,7580,0,331
8210,pos,sub,dresser12,8210,0,332
2030,pos,sub,frame10,2030,0,333
2158,pos,sub,fan2,2158,0,334
2037,pos,sub,cushion2,2037,0,335
2370,pos,pre_new,camera7,2370,0,336
5470,pos,sub,dumbbell0,5470,0,337
5833,pos,sub,backpack6,5833,0,338
2346,pos,sub,tent4,2346,0,339
2339,pos,sub,binoculars14,2339,0,340
5199,pos,pre_new,gift15,5199,0,341
5726,pos,sub,clock1,5726,0,342
2388,pos,sub,balloon10,2388,0,343
2655,pos,sub,compass1,2655,0,344
5621,pos,pre_new,ringbinder8,5621,0,345
7280,pos,sub,key3,7280,0,346
2224,pos,sub,button5,2224,0,347
8031,pos,sub,umbrella2,8031,0,348
1811,pos,sub,lei9,1811,0,349
1441,pos,sub,exercise_equipment5,1441,0,350
2299,pos,pre_new,cookingpan3,2299,0,351
7405,pos,sub,cookie1,7405,0,352
8370,pos,sub,bonzai14,8370,0,353
8330,pos,sub,microscope1,8330,0,354
8492,pos,pre_new,hairbrush9,8492,0,355
1731,pos,pre_new,microwave1,1731,0,356
7440,pos,sub,toothpaste14,7440,0,357
1650,pos,sub,powerstrip12,1650,0,358
2156,pos,sub,hanger9,2156,0,359
4616,pos,pre_new,scissors5,4616,0,360
2302,pos,sub,hourglass16,2302,0,361
8118,pos,sub,tennisracquet7,8118,0,362
4628,pos,sub,chessboard14,4628,0,363
8600,pos,sub,tape8,8600,0,364
1605,pos,pre_new,bowtie11,1605,0,365
2314,pos,pre_new,suitcase9,2314,0,366
2791,pos,sub,turtle3,2791,0,367
2389,pos,sub,windchime16,2389,1,378
2339,pos,sub,binoculars14,2339,1,379
7280,pos,sub,key3,7280,1,380
7279,pos,sub,stapler5,7279,1,381
5726,pos,sub,clock1,5726,1,382
8118,pos,sub,tennisracquet7,8118,1,383
5780,pos,sub,abacus9,5780,1,384
2224,pos,sub,button5,2224,1,385
7405,pos,sub,cookie1,7405,1,386
8031,pos,sub,umbrella2,8031,1,387
2655,pos,sub,compass1,2655,1,388
4628,pos,sub,chessboard14,4628,1,389
2791,pos,sub,turtle3,2791,1,390
2388,pos,sub,balloon10,2388,1,391
2302,pos,sub,hourglass16,2302,1,392
8370,pos,sub,bonzai14,8370,1,393
2030,pos,sub,frame10,2030,1,394
7580,pos,sub,butterfly8,7580,1,395
1811,pos,sub,lei9,1811,1,396
2346,pos,sub,tent4,2346,1,397
1750,pos,sub,lock14,1750,1,398
2035,pos,sub,frisbee0,2035,1,399
4599,pos,sub,rollerskates16,4599,1,400
5470,pos,sub,dumbbell0,5470,1,401
8499,pos,sub,coin15,8499,1,402
2156,pos,sub,hanger9,2156,1,403
5833,pos,sub,backpack6,5833,1,404
2158,pos,sub,fan2,2158,1,405
8330,pos,sub,microscope1,8330,1,406
8600,pos,sub,tape8,8600,1,407
1650,pos,sub,powerstrip12,1650,1,408
1441,pos,sub,exercise_equipment5,1441,1,409
2037,pos,sub,cushion2,2037,1,410
7440,pos,sub,toothpaste14,7440,1,411
8210,pos,sub,dresser12,8210,1,412
