9,0,22,TNT,prac,306,51,filler,neu,turtle3,2382.0,0,1.02
9,0,22,TNT,prac,307,44,filler,pos,button5,8120.0,1,0.937
9,0,22,TNT,prac,308,55,filler,neu,butterfly8,2487.0,2,0.404
9,0,22,TNT,prac,309,48,filler,neu,dumbbell0,2273.0,2,0.454
9,0,22,TNT,prac,310,42,filler,pos,binoculars14,7230.0,0,0.354
9,0,22,TNT,prac,311,40,filler,pos,hanger9,2530.0,,0.0
9,0,22,TNT,prac,312,58,filler,neu,cookpot16,2980.0,1,0.771
9,0,22,TNT,prac,313,59,filler,neu,cookie1,7057.0,2,0.302
9,0,22,TNT,prac,314,39,filler,pos,umbrella2,2398.0,2,0.287
9,0,22,TNT,prac,315,33,filler,pos,chessboard14,1710.0,2,0.437
9,0,22,TNT,0,316,9,nt,neg1,key3,9290.0,1,0.47
9,0,22,TNT,0,317,35,t,pos,handbag3,2091.0,2,0.336
9,0,22,TNT,0,318,5,nt,neg1,seashell9,6520.0,1,0.62
9,0,22,TNT,0,319,36,t,pos,frisbee0,2154.0,0,0.32
9,0,22,TNT,0,320,2,nt,neg1,compass1,3216.0,0,0.337
9,0,22,TNT,0,321,38,t,pos,suitcase9,2373.0,0,1.187
9,0,22,TNT,0,322,7,nt,neg1,dresser12,9075.0,1,0.303
9,0,22,TNT,0,323,34,t,pos,lock14,1920.0,0,0.303
9,0,22,TNT,0,324,54,t,neu,hairbrush9,2396.0,2,0.337
9,0,22,TNT,0,325,52,t,neu,hourglass16,2383.0,1,0.503
9,0,22,TNT,0,326,12,nt,neg1,bonzai14,9611.0,0,0.571
9,0,22,TNT,0,327,56,t,neu,pokercard14,2749.0,0,0.503
9,0,22,TNT,0,328,41,t,pos,windchime16,4626.0,2,0.304
9,0,22,TNT,0,329,11,nt,neg1,fan2,9428.0,1,0.304
9,0,22,TNT,0,330,0,nt,neg1,toothpaste14,2683.0,0,0.237
9,0,22,TNT,0,331,47,t,neu,balloon10,2272.0,2,0.32
9,0,22,TNT,0,332,30,t,pos,stapler5,1340.0,2,0.353
9,0,22,TNT,0,333,31,t,pos,bowtie11,1601.0,2,0.287
9,0,22,TNT,0,334,14,nt,neg1,powerstrip12,9909.0,1,0.537
9,0,22,TNT,0,335,49,t,neu,cushion2,2308.0,2,0.253
9,0,22,TNT,0,336,4,nt,neg1,microwave1,6212.0,1,0.454
9,0,22,TNT,0,337,37,t,pos,tent4,2340.0,2,0.32
9,0,22,TNT,0,338,6,nt,neg1,exercise_equipment5,6838.0,0,0.337
9,0,22,TNT,0,339,43,t,pos,bearteddy16,7325.0,2,0.337
9,0,22,TNT,0,340,32,t,pos,camera7,1659.0,2,0.27
9,0,22,TNT,0,341,10,nt,neg1,coin15,9415.0,1,0.37
9,0,22,TNT,0,342,46,t,neu,broom11,2102.0,2,0.337
9,0,22,TNT,0,343,3,nt,neg1,abacus9,3300.0,1,0.269
9,0,22,TNT,0,344,1,nt,neg1,rollerskates16,2750.0,1,0.52
9,0,22,TNT,0,345,57,t,neu,calculator3,2870.0,0,0.787
9,0,22,TNT,0,346,45,t,neu,nunchaku16,1303.0,2,0.336
9,0,22,TNT,0,347,53,t,neu,decorativescreen10,2390.0,2,0.336
9,0,22,TNT,0,348,13,nt,neg1,ringbinder8,9908.0,0,0.32
9,0,22,TNT,0,349,50,t,neu,cookingpan3,2309.0,2,0.287
9,0,22,TNT,0,350,8,nt,neg1,cheese8,9187.0,1,0.687
9,0,22,TNT,1,351,56,t,neu,pokercard14,2749.0,0,0.352
9,0,22,TNT,1,352,4,nt,neg1,microwave1,6212.0,0,0.304
9,0,22,TNT,1,353,0,nt,neg1,toothpaste14,2683.0,0,0.437
9,0,22,TNT,1,354,57,t,neu,calculator3,2870.0,0,0.253
9,0,22,TNT,1,355,46,t,neu,broom11,2102.0,2,0.287
9,0,22,TNT,1,356,41,t,pos,windchime16,4626.0,2,0.737
9,0,22,TNT,1,357,7,nt,neg1,dresser12,9075.0,1,0.32
9,0,22,TNT,1,358,9,nt,neg1,key3,9290.0,1,0.253
9,0,22,TNT,1,359,43,t,pos,bearteddy16,7325.0,2,0.254
