6,1,19,TNT,prac,378,59,filler,neu,umbrella2,7057.0,,0.0
6,1,19,TNT,prac,379,40,filler,pos,abacus9,2530.0,1,0.937
6,1,19,TNT,prac,380,36,filler,pos,cookie1,2154.0,1,0.72
6,1,19,TNT,prac,381,34,filler,pos,decorativescreen10,1920.0,0,1.104
6,1,19,TNT,prac,382,52,filler,neu,gift15,2383.0,0,0.42
6,1,19,TNT,prac,383,56,filler,neu,glove6,2749.0,2,0.97
6,1,19,TNT,prac,384,55,filler,neu,doorknob4,2487.0,1,0.804
6,1,19,TNT,prac,385,35,filler,pos,hairbrush9,2091.0,0,0.52
6,1,19,TNT,prac,386,50,filler,neu,vase15,2309.0,0,0.336
6,1,19,TNT,prac,387,30,filler,pos,microscope1,1340.0,0,0.587
6,1,19,TNT,0,388,44,t,pos,scissors5,8120.0,1,0.937
6,1,19,TNT,0,389,43,t,pos,chessboard14,7325.0,2,0.404
6,1,19,TNT,0,390,19,nt,neg2,tape8,2590.0,0,0.804
6,1,19,TNT,0,391,49,t,neu,bonzai14,2308.0,1,0.67
6,1,19,TNT,0,392,17,nt,neg2,frame10,2456.0,2,0.553
6,1,19,TNT,0,393,37,t,pos,scale13,2340.0,2,0.337
6,1,19,TNT,0,394,23,nt,neg2,pokercard14,9163.0,0,0.287
6,1,19,TNT,0,395,48,t,neu,stapler5,2273.0,1,0.42
6,1,19,TNT,0,396,51,t,neu,coin15,2382.0,0,0.354
6,1,19,TNT,0,397,46,t,neu,balloon10,2102.0,2,0.354
6,1,19,TNT,0,398,16,nt,neg2,hourglass16,2345.1,1,1.137
6,1,19,TNT,0,399,32,t,pos,dresser12,1659.0,0,0.554
6,1,19,TNT,0,400,21,nt,neg2,cheesegrater14,3500.0,1,0.554
6,1,19,TNT,0,401,47,t,neu,tennisracquet7,2272.0,1,1.053
6,1,19,TNT,0,402,15,nt,neg2,rollerskates16,2205.0,0,0.304
6,1,19,TNT,0,403,41,t,pos,frisbee0,4626.0,2,0.687
6,1,19,TNT,0,404,27,nt,neg2,suitcase9,9599.0,1,0.771
6,1,19,TNT,0,405,42,t,pos,cookpot16,7230.0,0,0.721
6,1,19,TNT,0,406,18,nt,neg2,backpack6,2490.0,1,0.337
6,1,19,TNT,0,407,53,t,neu,ringbinder8,2390.0,0,0.436
6,1,19,TNT,0,408,38,t,pos,lei9,2373.0,2,0.32
6,1,19,TNT,0,409,57,t,neu,turtle3,2870.0,1,0.387
6,1,19,TNT,0,410,26,nt,neg2,compass1,9425.0,0,1.187
6,1,19,TNT,0,411,45,t,neu,powerstrip12,1303.0,,0.0
6,1,19,TNT,0,412,20,nt,neg2,windchime16,3195.0,1,1.021
6,1,19,TNT,0,413,28,nt,neg2,handbag3,9910.0,2,1.12
6,1,19,TNT,0,414,54,t,neu,toothpaste14,2396.0,0,0.604
6,1,19,TNT,0,415,25,nt,neg2,key3,9321.0,1,1.003
6,1,19,TNT,0,416,31,t,pos,button5,1601.0,2,0.403
6,1,19,TNT,0,417,22,nt,neg2,cheese8,6821.0,1,0.304
6,1,19,TNT,0,418,39,t,pos,butterfly8,2398.0,2,0.404
6,1,19,TNT,0,419,29,nt,neg2,broom11,9921.0,0,0.503
6,1,19,TNT,0,420,33,t,pos,lock14,1710.0,1,0.537
6,1,19,TNT,0,421,24,nt,neg2,seashell9,9301.0,1,0.352
6,1,19,TNT,0,422,58,t,neu,hanger9,2980.0,0,0.72
6,1,19,TNT,1,423,44,t,pos,scissors5,8120.0,1,0.67
6,1,19,TNT,1,424,22,nt,neg2,cheese8,6821.0,1,0.487
6,1,19,TNT,1,425,54,t,neu,toothpaste14,2396.0,0,0.37
6,1,19,TNT,1,426,26,nt,neg2,compass1,9425.0,1,0.354
6,1,19,TNT,1,427,48,t,neu,stapler5,2273.0,2,0.354
6,1,19,TNT,1,428,23,nt,neg2,pokercard14,9163.0,0,0.67
6,1,19,TNT,1,429,49,t,neu,bonzai14,2308.0,1,0.503
6,1,19,TNT,1,430,28,nt,neg2,handbag3,9910.0,0,0.336
6,1,19,TNT,1,431,41,t,pos,frisbee0,4626.0,2,0.354
6,1,19,TNT,1,432,47,t,neu,tennisracquet7,2272.0,1,0.737
6,1,19,TNT,1,433,18,nt,neg2,backpack6,2490.0,0,0.67
6,1,19,TNT,1,434,53,t,neu,ringbinder8,2390.0,0,0.271
6,1,19,TNT,1,435,27,nt,neg2,suitcase9,9599.0,0,1.137
6,1,19,TNT,1,436,43,t,pos,chessboard14,7325.0,2,0.354
6,1,19,TNT,1,437,42,t,pos,cookpot16,7230.0,0,0.937
6,1,19,TNT,1,438,15,nt,neg2,rollerskates16,2205.0,0,0.286
6,1,19,TNT,1,439,58,t,neu,hanger9,2980.0,1,0.504
6,1,19,TNT,1,440,31,t,pos,button5,1601.0,2,0.287
6,1,19,TNT,1,441,16,nt,neg2,hourglass16,2345.1,1,0.237
6,1,19,TNT,1,442,51,t,neu,coin15,2382.0,0,0.57
6,1,19,TNT,1,443,21,nt,neg2,cheesegrater14,3500.0,1,0.27
6,1,19,TNT,1,444,38,t,pos,lei9,2373.0,2,0.27
6,1,19,TNT,1,445,20,nt,neg2,windchime16,3195.0,0,0.786
6,1,19,TNT,1,446,57,t,neu,turtle3,2870.0,0,0.953
6,1,19,TNT,1,447,32,t,pos,dresser12,1659.0,0,0.437
6,1,19,TNT,1,448,24,nt,neg2,seashell9,9301.0,0,0.52
6,1,19,TNT,1,449,29,nt,neg2,broom11,9921.0,1,1.254
6,1,19,TNT,1,450,39,t,pos,butterfly8,2398.0,2,0.303
6,1,19,TNT,1,451,25,nt,neg2,key3,9321.0,1,1.004
6,1,19,TNT,1,452,45,t,neu,powerstrip12,1303.0,1,1.053
6,1,19,TNT,1,453,37,t,pos,scale13,2340.0,2,0.37
6,1,19,TNT,1,454,19,nt,neg2,tape8,2590.0,0,1.004
6,1,19,TNT,1,455,46,t,neu,balloon10,2102.0,,0.0
6,1,19,TNT,1,456,17,nt,neg2,frame10,2456.0,1,0.821
6,1,19,TNT,1,457,33,t,pos,lock14,1710.0,0,1.403
6,1,19,TNT,2,458,44,t,pos,scissors5,8120.0,0,0.27
6,1,19,TNT,2,459,20,nt,neg2,windchime16,3195.0,0,1.17
6,1,19,TNT,2,460,29,nt,neg2,broom11,9921.0,0,0.588
6,1,19,TNT,2,461,42,t,pos,cookpot16,7230.0,1,0.287
6,1,19,TNT,2,462,54,t,neu,toothpaste14,2396.0,1,0.304
6,1,19,TNT,2,463,17,nt,neg2,frame10,2456.0,0,0.254
6,1,19,TNT,2,464,38,t,pos,lei9,2373.0,2,0.254
6,1,19,TNT,2,465,22,nt,neg2,cheese8,6821.0,0,0.32
6,1,19,TNT,2,466,18,nt,neg2,backpack6,2490.0,0,0.27
6,1,19,TNT,2,467,32,t,pos,dresser12,1659.0,2,0.637
6,1,19,TNT,2,468,43,t,pos,chessboard14,7325.0,2,0.304
6,1,19,TNT,2,469,27,nt,neg2,suitcase9,9599.0,0,0.254
6,1,19,TNT,2,470,51,t,neu,coin15,2382.0,0,0.337
6,1,19,TNT,2,471,46,t,neu,balloon10,2102.0,0,0.67
6,1,19,TNT,2,472,49,t,neu,bonzai14,2308.0,0,0.287
6,1,19,TNT,2,473,16,nt,neg2,hourglass16,2345.1,0,0.487
